trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1954,2023-07-03T14:18:00+00:00,2023-07-03T23:44:57.855000,SHORT,TIME_EXIT,-0.1224,-0.1429,0.0204
1955,2023-07-04T11:39:00+00:00,2023-07-04T14:40:37.434000,LONG,BE_STOP,0.0,-0.0515,0.0515
1956,2023-07-05T15:42:00+00:00,2023-07-05T23:44:55.431000,SHORT,TIME_EXIT,1.0769,1.0342,0.0427
1957,2023-07-06T11:21:00+00:00,2023-07-06T12:09:09.790000,LONG,TP,1.4,1.3306,0.0694
1958,2023-07-07T12:30:00+00:00,2023-07-07T12:40:44.958000,LONG,BE_STOP,0.0,-0.0129,0.0129
1959,2023-07-10T14:00:00+00:00,2023-07-10T14:11:58.313000,LONG,TP,1.4,1.3167,0.0833
1960,2023-07-11T11:00:00+00:00,2023-07-11T11:22:33.866000,SHORT,BE_STOP,0.0,-0.1316,0.1316
1961,2023-07-12T15:06:00+00:00,2023-07-12T16:10:19.335000,SHORT,SL,-1.0,-1.0388,0.0388
1962,2023-07-13T12:03:00+00:00,2023-07-13T12:30:33.170000,LONG,BE_STOP,0.0,-0.0248,0.0248
1963,2023-07-14T14:00:00+00:00,2023-07-14T20:59:57.521000,SHORT,TIME_EXIT,-0.4196,-0.442,0.0223
1965,2023-07-18T11:03:00+00:00,2023-07-18T13:01:03.874000,SHORT,TP,1.4,1.3432,0.0568
1966,2023-07-19T15:33:00+00:00,2023-07-19T16:12:14.644000,SHORT,TP,1.4,1.3242,0.0758
1967,2023-07-20T12:00:00+00:00,2023-07-20T12:30:00.570000,SHORT,TP,1.4,1.3296,0.0704
1968,2023-07-21T12:00:00+00:00,2023-07-21T13:17:09.800000,SHORT,SL,-1.0,-1.036,0.036
1969,2023-07-24T17:09:00+00:00,2023-07-24T18:49:02.360000,LONG,SL,-1.0,-1.0311,0.0311
1970,2023-07-25T13:00:00+00:00,2023-07-25T13:21:10.035000,SHORT,TP,1.4,1.35,0.05
1971,2023-07-26T19:33:00+00:00,2023-07-26T23:44:44.054000,LONG,TIME_EXIT,-0.939,-0.9695,0.0305
1972,2023-07-27T12:00:00+00:00,2023-07-27T12:14:35.433000,SHORT,BE_STOP,0.0,-0.0532,0.0532
1973,2023-07-28T11:06:00+00:00,2023-07-28T12:30:01.318000,LONG,TP,1.4,1.3583,0.0417
1974,2023-07-31T12:09:00+00:00,2023-07-31T13:45:31.653000,SHORT,SL,-1.0,-1.0267,0.0267
