family,mr_h1_adx_max,mr_m15_extension_atr,stop_atr_multiple,mr_target_atr_buffer,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
mean_reversion,20.0,0.5,0.8,0.05,-146.83843751571112,100000.0,80640.67680702575,-19.359323192974244,19.502094841855495,-2.476675414540347,0.25397082406047017,61,12,49,0,19.672131147540984,2.9047619047619047,0.09523809523809523,-921.8725329987756,-317.3659539831851,79.18032786885246,15.0,2,9
mean_reversion,20.0,0.7,0.8,0.05,-149.99296850327386,100000.0,80417.57184969583,-19.582428150304175,19.72480479924379,-2.5122811687430158,0.24380820646111237,59,11,48,0,18.64406779661017,2.8095238095238093,0.09523809523809523,-932.4965785859122,-331.9055618695619,81.35593220338983,15.0,2,9
mean_reversion,24.0,0.7,0.8,0.05,-159.61183507725747,100000.0,76820.84248653655,-23.179157513463444,23.186978414626154,-2.292813749501765,0.36916342144912595,91,23,68,0,25.274725274725274,3.7916666666666665,0.20833333333333334,-965.7982297276434,-254.71601663146637,104.23076923076923,20.0,3,10
mean_reversion,24.0,0.5,0.8,0.05,-166.07790865346564,100000.0,75682.19086754082,-24.31780913245918,24.325514110892026,-2.3386118913324614,0.3661451620425581,95,25,70,0,26.31578947368421,3.9583333333333335,0.20833333333333334,-1013.2420471857969,-255.97693823641185,100.47368421052632,20.0,3,11
