trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2019-04-01T15:54:00+00:00,SHORT,1.12136,1.12136,1.1198059999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-02T14:15:00+00:00,SHORT,1.11932,1.11932,1.117402,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-03T14:00:00+00:00,SHORT,1.12409,1.12409,1.1264560000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-04-04T16:39:00+00:00,SHORT,1.12199,1.12199,1.1230400000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-04-05T12:06:00+00:00,SHORT,1.12301,1.12301,1.1250260000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-04-08T11:12:00+00:00,SHORT,1.12494,1.12494,1.1262560000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-04-09T14:48:00+00:00,SHORT,1.12705,1.12705,1.125342,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-10T11:06:00+00:00,SHORT,1.12725,1.1282300000000005,1.1258779999999995,9.8,SL,-1.0,-1.051,0.051,YES,NONE
N/A,2019-04-11T11:27:00+00:00,SHORT,1.12713,1.12713,1.1252679999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-12T12:00:00+00:00,SHORT,1.13112,1.1323300000000005,1.1294259999999994,12.1,SL,-1.0,-1.0413,0.0413,YES,NONE
N/A,2019-04-15T13:12:00+00:00,SHORT,1.13095,1.13095,1.1299419999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-16T15:03:00+00:00,SHORT,1.1296,1.1296,1.1285639999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-18T16:03:00+00:00,SHORT,1.12377,1.12377,1.1232099999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-22T15:21:00+00:00,SHORT,1.12565,1.12565,1.1263220000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-04-24T13:00:00+00:00,SHORT,1.11934,1.11934,1.1177859999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-25T11:00:00+00:00,SHORT,1.11293,1.11293,1.1121179999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-04-26T14:00:00+00:00,SHORT,1.11574,1.11574,1.116706,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-04-29T15:42:00+00:00,SHORT,1.11647,1.11712,1.11556,6.5,SL,-1.0,-1.0769,0.0769,YES,NONE
