trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2019-03-01T12:54:00+00:00,SHORT,1.13809,1.13809,1.1369979999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-04T14:06:00+00:00,SHORT,1.13393,1.13393,1.133258,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-05T18:57:00+00:00,SHORT,1.13057,1.13057,1.1297719999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-06T13:00:00+00:00,SHORT,1.13059,1.13059,1.1335860000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-03-07T12:30:00+00:00,SHORT,1.13106,1.1273699999999998,1.1362260000000002,36.9,TP,1.4,1.3864,0.0136,YES,NONE
N/A,2019-03-11T13:03:00+00:00,SHORT,1.12429,1.12429,1.1253820000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-03-12T14:15:00+00:00,SHORT,1.12714,1.12714,1.125684,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-13T12:42:00+00:00,SHORT,1.12934,1.13058,1.1276039999999998,12.4,SL,-1.0,-1.0403,0.0403,YES,NONE
N/A,2019-03-15T12:03:00+00:00,SHORT,1.1315,1.1315,1.1307159999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-18T17:54:00+00:00,SHORT,1.13303,1.13303,1.1339820000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-03-19T11:33:00+00:00,SHORT,1.13521,1.13521,1.133754,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-20T12:51:00+00:00,SHORT,1.13569,1.13569,1.134262,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-21T11:51:00+00:00,SHORT,1.13907,1.13907,1.1401760000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-03-22T14:06:00+00:00,SHORT,1.12962,1.12962,1.1276879999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-25T13:03:00+00:00,SHORT,1.13166,1.13166,1.130064,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-26T11:24:00+00:00,SHORT,1.13166,1.13166,1.130218,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-27T15:21:00+00:00,SHORT,1.12538,1.12538,1.1271580000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-03-28T11:06:00+00:00,SHORT,1.12449,1.12449,1.1233839999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-03-29T14:00:00+00:00,SHORT,1.12267,1.12267,1.1204439999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
