pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,9,4,5,44.44444444444444,-3.755950411059265,-3755.950411059265,-0.4173278234510295,3.2271266622015107,0.20534671263431226
EURUSD,2021,11,4,7,36.36363636363637,-4.35505219694315,-4355.052196943151,-0.39591383608574093,3.4034161462572037,0.18779940378357166
