trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1482,2021-07-01T18:12:00+00:00,2021-07-01T19:15:53.436000,SHORT,BE_STOP,0.0,-0.0909,0.0909
1483,2021-07-02T11:33:00+00:00,2021-07-02T12:28:34.963000,SHORT,BE_STOP,0.0,-0.0521,0.0521
1484,2021-07-05T12:12:00+00:00,2021-07-05T12:32:16.321000,SHORT,BE_STOP,0.0,-0.0633,0.0633
1485,2021-07-06T13:45:00+00:00,2021-07-06T14:19:30.446000,LONG,BE_STOP,0.0,-0.0427,0.0427
1486,2021-07-07T12:30:00+00:00,2021-07-07T12:38:15.766000,SHORT,BE_STOP,0.0,-0.0368,0.0368
1487,2021-07-08T11:57:00+00:00,2021-07-08T12:29:33.774000,SHORT,SL,-1.0,-1.04,0.04
1488,2021-07-09T11:57:00+00:00,2021-07-09T12:48:23.053000,SHORT,SL,-1.0,-1.0549,0.0549
1489,2021-07-12T11:45:00+00:00,2021-07-12T12:03:46.523000,SHORT,BE_STOP,0.0,-0.0538,0.0538
1490,2021-07-13T18:00:00+00:00,2021-07-13T23:44:00.719000,SHORT,TIME_EXIT,0.8041,0.7526,0.0515
1491,2021-07-14T11:00:00+00:00,2021-07-14T11:07:46.867000,LONG,BE_STOP,0.0,-0.1087,0.1087
1492,2021-07-15T11:00:00+00:00,2021-07-15T11:00:00.195000,SHORT,TP,1.4,1.1222,0.2778
1493,2021-07-16T13:12:00+00:00,2021-07-16T13:26:46.438000,LONG,BE_STOP,0.0,-0.0455,0.0455
1494,2021-07-19T12:42:00+00:00,2021-07-19T13:21:52.636000,LONG,TP,1.4,1.3664,0.0336
1495,2021-07-20T13:12:00+00:00,2021-07-20T13:46:42.066000,SHORT,BE_STOP,0.0,-0.0413,0.0413
1496,2021-07-21T14:24:00+00:00,2021-07-21T15:55:14.935000,LONG,BE_STOP,0.0,-0.0379,0.0379
1497,2021-07-22T15:09:00+00:00,2021-07-22T15:36:35.206000,SHORT,TP,1.4,1.3485,0.0515
1498,2021-07-23T12:15:00+00:00,2021-07-23T13:27:32.513000,LONG,BE_STOP,0.0,-0.05,0.05
1499,2021-07-27T12:00:00+00:00,2021-07-27T12:31:00.404000,LONG,TP,1.4,1.3359,0.0641
1500,2021-07-28T12:21:00+00:00,2021-07-28T12:27:40.362000,SHORT,BE_STOP,0.0,-0.0575,0.0575
1501,2021-07-29T12:30:00+00:00,2021-07-29T14:48:17.218000,LONG,BE_STOP,0.0,-0.0417,0.0417
1502,2021-07-30T11:30:00+00:00,2021-07-30T12:25:34.390000,SHORT,BE_STOP,0.0,-0.0442,0.0442
