pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,19,9,10,47.368421052631575,-4.1663198429647075,-4166.319842964707,-0.2192799917349846,7.456963399928375,0.5257946843246445
EURUSD,2023,39,16,23,41.02564102564102,-14.487225427015783,-14487.225427015786,-0.37146731864143034,14.194688249268836,0.3656726528870084
EURUSD,2024,16,7,9,43.75,-5.893691796385692,-5893.691796385691,-0.36835573727410575,5.834083967725082,0.29509298608491946
EURUSD,2025,24,10,14,41.66666666666667,-7.239095142494171,-7239.0951424941695,-0.30162896427059044,7.221219911518925,0.5141946699919179
