trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
785,2018-06-01T11:06:00+00:00,2018-06-01T11:14:04.123000,SHORT,BE_STOP,0.0,-0.0641,0.0641
786,2018-06-04T11:12:00+00:00,2018-06-04T11:45:21.119000,LONG,BE_STOP,0.0,-0.0781,0.0781
787,2018-06-05T12:09:00+00:00,2018-06-05T12:41:44.096000,SHORT,BE_STOP,0.0,-0.0312,0.0312
788,2018-06-06T11:45:00+00:00,2018-06-06T12:31:02.992000,SHORT,BE_STOP,0.0,-0.0526,0.0526
789,2018-06-07T11:18:00+00:00,2018-06-07T12:46:36.360000,SHORT,SL,-1.0,-1.0258,0.0258
790,2018-06-08T11:39:00+00:00,2018-06-08T11:58:32.832000,LONG,BE_STOP,0.0,-0.0282,0.0282
791,2018-06-11T12:12:00+00:00,2018-06-11T14:28:37.664000,LONG,TP,1.4,1.3677,0.0323
792,2018-06-12T17:00:00+00:00,2018-06-12T17:11:12.429000,SHORT,TP,1.4,1.298,0.102
793,2018-06-13T12:00:00+00:00,2018-06-13T12:30:08.532000,LONG,BE_STOP,0.0,-0.0794,0.0794
794,2018-06-14T11:36:00+00:00,2018-06-14T11:50:04.685000,SHORT,TP,1.4,1.3857,0.0143
795,2018-06-15T13:57:00+00:00,2018-06-15T20:59:45.317000,SHORT,TIME_EXIT,-0.4097,-0.4271,0.0174
796,2018-06-18T13:45:00+00:00,2018-06-18T15:35:27.794000,LONG,BE_STOP,0.0,-0.0435,0.0435
797,2018-06-19T13:51:00+00:00,2018-06-19T14:04:34.446000,SHORT,SL,-1.0,-1.0336,0.0336
798,2018-06-20T13:30:00+00:00,2018-06-20T14:51:00.409000,SHORT,BE_STOP,0.0,-0.0265,0.0265
799,2018-06-21T14:00:00+00:00,2018-06-21T14:41:24.165000,LONG,TP,1.4,1.3744,0.0256
800,2018-06-22T14:45:00+00:00,2018-06-22T17:40:18.603000,LONG,TP,1.4,1.3718,0.0282
801,2018-06-25T11:00:00+00:00,2018-06-25T11:11:41.163000,LONG,TP,1.4,1.3194,0.0806
802,2018-06-26T14:48:00+00:00,2018-06-26T14:57:41.467000,LONG,BE_STOP,0.0,-0.0362,0.0362
803,2018-06-27T11:06:00+00:00,2018-06-27T11:17:34.852000,SHORT,TP,1.4,1.35,0.05
804,2018-06-28T14:03:00+00:00,2018-06-28T14:12:07.287000,LONG,BE_STOP,0.0,-0.04,0.04
805,2018-06-29T11:57:00+00:00,2018-06-29T12:12:30.271000,SHORT,SL,-1.0,-1.0455,0.0455
