file,line,match,keyword,severity
BOT_V2_DAYTIME_LAB\src\run_phase10_screening_v4.py,102,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase10",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase10_screening_v4.py,105,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase10_screening_v5.py,67,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase10",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase10_screening_v5.py,70,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase10_screening_v6.py,62,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_fakeout_mgmt.py,13,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_fakeout_mgmt.py,34,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase11",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_management.py,67,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_management.py,91,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase11",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_method1_v2.py,62,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_method1_v3.py,57,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_method2_v2.py,58,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_previous_mgmt.py,17,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_previous_mgmt.py,44,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase11",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_screening.py,104,"manifest_path = r""C:\Users\alera\Desktop\Bot\Bot V1\data_manifest\certified_data_paths.json""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_screening.py,127,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase11",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase11_top_ranking.py,20,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase11",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_bloque_a.py,39,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\ARCHIVE_SUPERSEDED\duplicated_fol",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_bloque_a.py,100,"output_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phas",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_bloque_b.py,72,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\ARCHIVE_SUPERSEDED\duplicated_fol",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_bloque_b.py,142,"output_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phas",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_bloque_c.py,9,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\ARCHIVE_SUPERSEDED\duplicated_fol",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_bloque_c.py,107,"output_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phas",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_robustness.py,10,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\ARCHIVE_SUPERSEDED\duplicated_fol",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_robustness.py,85,"output_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phas",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_robustness_v2.py,9,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\ARCHIVE_SUPERSEDED\duplicated_fol",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase12_robustness_v2.py,133,"output_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phas",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_execution_audit.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_execution_audit.py,34,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_full_screening.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_full_screening.py,39,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_london_screening.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_london_screening.py,39,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_management.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_management.py,36,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_robustness.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_robustness.py,18,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_screening.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase13_screening.py,40,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_bench_audit.py,13,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_bench_audit.py,61,"output_path = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_comprehensive_screening.py,14,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_comprehensive_screening.py,33,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_deep_matrix.py,14,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_deep_matrix.py,39,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_discovery.py,14,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_high_selectivity.py,13,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_robustness.py,13,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_robustness.py,19,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_screening.py,13,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_screening.py,26,"output_base = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_sensitivity.py,10,"trades_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase14_",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_sensitivity.py,13,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase14_sensitivity.py,46,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase14",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_cost_audit.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_cost_audit.py,47,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase15",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_deep_matrix.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_deep_matrix.py,36,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase15",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_robustness.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_robustness.py,37,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase15",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_screening.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_screening.py,61,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase15",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_yearly_robustness.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase15_yearly_robustness.py,39,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase15",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_execution_audit.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_execution_audit.py,55,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase16",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_expansion.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_expansion.py,39,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase16",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_family_breakdown.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_family_breakdown.py,44,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase16",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_monthly_robustness.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_monthly_robustness.py,37,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase16",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_reproduction.py,11,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase16_reproduction.py,32,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase16",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase17_calendar_audit.py,8,"path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\research_lab\data\news\news_events.csv""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase17_calendar_audit.py,31,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase17",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase17_reproduction.py,10,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase17_reproduction.py,27,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase17",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase17_sensitivity.py,10,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase17_sensitivity.py,42,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase17",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_deep_matrix.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_deep_matrix.py,92,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_cost_sensitivity.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_cost_sensitivity.py,76,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_execution_audit.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_execution_audit.py,94,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_manual_bias_audit.py,9,"m_df = pd.read_csv(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\DATA MANUAL\analytics (1).csv""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_manual_bias_audit.py,16,"p_df = pd.read_csv(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_reproduction.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_reproduction.py,91,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_robustness_audit.py,7,"p_df = pd.read_csv(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_robustness_audit.py,23,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_time_news_audit.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_time_news_audit.py,43,"news_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\DATA\news_eurusd_v2_utc.csv""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_forensic_time_news_audit.py,65,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_manual_alignment.py,9,"m_df = pd.read_csv(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\DATA MANUAL\analytics (1).csv""",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_manual_alignment.py,17,"p_df = pd.read_csv(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\pha",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_manual_alignment.py,68,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_robustness.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_robustness.py,92,"robust_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phas",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_robustness.py,96,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_screening.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase18_screening.py,106,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase18",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_baseline_reproduction.py,12,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_baseline_reproduction.py,90,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase19",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_final_cost_sensitivity.py,42,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_final_cost_sensitivity.py,84,"pd.DataFrame(results).to_csv(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\o",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_final_robustness.py,42,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_final_robustness.py,95,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase19",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_forensic_audit.py,22,"ROOT = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo"")",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_forensic_audit.py,1682,"secret_tokens = [""secret"", ""credential"", "".env"", "".key"", "".pem"", ""mt5_local_config""]",token,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_forensic_audit.py,1683,return any(tok in name for tok in secret_tokens),token,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_ltf_sensitivity.py,72,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_ltf_sensitivity.py,136,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase19",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_management_matrix.py,42,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_management_matrix.py,102,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase19",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_quality_filters.py,44,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_quality_filters.py,102,"out_dir = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\outputs\phase19",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_repair_sandbox.py,25,"ROOT = Path(r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo"")",C:\\Users\\,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_repair_sandbox.py,349,"return any(token in name for token in [""secret"", ""credential"", "".env"", "".key"", "".pem"", ""mt5_local_co",token,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_repair_sandbox.py,412,"""contains_secrets"": any(any(token.lower() in n.lower() for token in forbidden) for n in names),",token,WARNING
BOT_V2_DAYTIME_LAB\src\run_phase19_trade_frequency.py,43,"manifest_path = r""C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\BOT_V2_DAYTIME_LAB\data\certified",C:\\Users\\,WARNING
