family,pemr_h1_adx_max,pemr_expansion_atr_min,stop_atr_multiple,pemr_take_profit_rr_cap,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
post_expansion_reversion,18.0,1.2,0.7,0.8,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
post_expansion_reversion,18.0,1.5,0.7,0.8,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
post_expansion_reversion,22.0,1.2,0.7,0.8,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
post_expansion_reversion,22.0,1.5,0.7,0.8,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
