pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2016,1,1,0,397.3165872465669,inf
USDJPY,2017,1,1,0,174.2180387089615,inf
USDJPY,2018,3,3,0,1234.9863657126698,inf
USDJPY,2019,4,2,2,-775.4750390924993,0.2539596146323064
USDJPY,2020,4,2,2,-989.0292859971045,0.2186097788409996
USDJPY,2021,3,2,1,-366.1327217212313,0.27979416011834557
