pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022-01,1,0,1,-889.4931602023416,0.0
USDJPY,2022-03,1,1,0,294.97119171945616,inf
USDJPY,2022-07,2,1,1,-615.7378387864242,0.2957326783952187
USDJPY,2022-09,1,0,1,-3.5047238140850823,0.0
USDJPY,2023-01,1,0,1,-161.29859306002095,0.0
USDJPY,2023-04,2,1,1,-573.2843688464452,0.29758698400772865
USDJPY,2023-10,1,1,0,304.3624383773971,inf
USDJPY,2023-11,1,1,0,66.06652466512023,inf
USDJPY,2023-12,1,1,0,523.4203686887421,inf
USDJPY,2024-01,1,1,0,209.84794275821844,inf
USDJPY,2024-03,1,1,0,80.28999685255988,inf
USDJPY,2024-05,1,1,0,64.32541880629438,inf
USDJPY,2024-09,1,1,0,279.1006430811414,inf
USDJPY,2025-01,1,0,1,-824.1689313106215,0.0
USDJPY,2025-03,4,3,1,-0.7465542095783917,0.9991127300341751
USDJPY,2025-04,1,1,0,250.99260746052988,inf
USDJPY,2025-06,1,1,0,238.4975911046947,inf
USDJPY,2025-08,2,0,2,-1465.4519887507672,0.0
USDJPY,2025-09,2,0,2,-1214.059488473152,0.0
USDJPY,2025-10,1,1,0,39.464440847150485,inf
USDJPY,2025-11,1,1,0,268.7960292801038,inf
