pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,5,2,3,-1213.7645310833948,0.31320715872554455
USDJPY,2023,6,4,2,159.2663698247933,1.162938546888418
USDJPY,2024,4,4,0,633.5640014982141,inf
USDJPY,2025,13,7,6,-2706.6762940516396,0.3770719189457487
