h1_ema_fast,h1_ema_slow,asr_h1_adx_max,asr_h1_distance_atr_max,m15_ema_period,asr_m15_extension_atr,asr_m15_rsi_long,asr_m15_rsi_short,asr_m5_reclaim_rsi_long,asr_m5_reclaim_rsi_short,stop_atr_multiple,asr_take_profit_rr_cap,asr_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,58.0,0.8,0.5,4,17.512039649114847,5.9375998985667096,12.249893404638115,7.267816557966805,-0.9643287530550548,-0.1337598703334866,3.915058468918549,0.5,0.6164410837504926,100000.0,96872.38954618797,-3.127610453812024,3.506511592277413,-0.542133692247782,0.5588603858728772,28,17,11,0,60.71428571428571,1.3333333333333333,0.5714285714285714,-148.93383113390607,-111.70037335042956,11.428571428571429,10.0,8,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,58.0,0.8,0.5,9,14.64696341128533,-0.21441702274641772,10.220994280838543,7.051886254125343,-0.9352064951758943,-0.14515269238763018,3.6946013395281483,0.5,0.4555209580434155,100000.0,96368.0076652017,-3.631992334798295,4.008883939741543,-0.6186313198253377,0.5162204655402869,28,16,12,0,57.14285714285714,1.3333333333333333,0.5238095238095238,-172.9520159427775,-129.71401195708313,12.678571428571429,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,58.0,0.8,0.5,6,14.419265126128382,-3.237570372336104,10.085784948333304,7.049625010828433,-0.9836975570501311,-0.1547268873150624,3.887797757020424,0.5,0.38864386718832494,100000.0,95302.41441731923,-4.697585582680763,5.070344081108764,-0.6899720950513842,0.44990142542729317,28,16,12,0,57.14285714285714,1.3333333333333333,0.5238095238095238,-223.6945515562262,-167.77091366716965,12.142857142857142,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,58.0,0.8,0.7,4,1.7865079435261797,6.004747422090029,1.238483082166173,7.903170738625038,-0.6242789003421456,0.02951277148422421,3.3371974129596347,0.5,0.761122618275281,100000.0,97417.56396025581,-2.582436039744196,3.3363750782211903,-0.3772832651454428,0.6850380221496843,29,15,14,0,51.724137931034484,1.380952380952381,0.5714285714285714,-122.97314474972373,-89.04951861186892,13.96551724137931,10.0,8,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.5,4,1.3930398331742884,-4.154287836144194,1.173767128836909,0.9344414512238925,-1.337965831583718,-0.7218561413950737,3.915058468918549,0.25,0.38674173719372074,100000.0,95432.9436048455,-4.5670563951545,4.940345786830759,-0.7489613013843986,0.45362182182405797,27,15,12,0,55.55555555555556,1.35,0.5,-228.35281975772523,-169.15023685757424,11.666666666666666,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.5,9,-1.0173379856543625,-10.0442409395178,-0.8551319949626621,0.7185111473824294,-1.3088435737045572,-0.7332489634492172,3.6946013395281483,0.25,0.2758210648436455,100000.0,94935.17856563687,-5.0648214343631315,5.436101292517225,-0.8178367625228187,0.4225242030419302,27,14,13,0,51.85185185185185,1.35,0.45,-253.2410717181564,-187.58597905048623,12.962962962962964,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.5,6,-1.1754256788470059,-12.445019290093434,-0.990341327467902,0.7162499040855201,-1.357334635578794,-0.7428231583766494,3.887797757020424,0.25,0.2399808057954654,100000.0,93886.35597144034,-6.113644028559662,6.480847799933981,-0.864715647550341,0.3754114530812439,27,14,13,0,51.85185185185185,1.35,0.45,-305.6822014279831,-226.4312603170245,12.407407407407407,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,58.0,0.8,0.7,6,-1.7272993016955935,-4.4306164782760575,-1.200659225521818,7.659829726322766,-0.7339622800466128,-0.02000327955046194,3.5008963291380786,0.5,0.47289707359083144,100000.0,95486.1907869437,-4.513809213056296,5.092819126044808,-0.5877192279677016,0.5464977764958474,29,14,15,0,48.275862068965516,1.380952380952381,0.5238095238095238,-214.94329585982345,-155.64859355366522,15.344827586206897,10.0,5,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,58.0,0.8,0.7,9,-2.671395140119571,-4.269806411397827,-1.8644375986908281,7.648449697568227,-0.9342779082469499,-0.0833907221752288,3.7108967344983106,0.5,0.4781709516944788,100000.0,95571.86064982563,-4.428139350174376,5.0076070348673385,-0.6128313236569836,0.5516494750870969,29,14,15,0,48.275862068965516,1.380952380952381,0.5238095238095238,-210.86377857973326,-152.69446035084133,16.551724137931036,10.0,5,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.7,4,-12.301813658317002,-7.467773252702095,-10.276644238345439,1.3498848244268447,-1.0389059258419098,-0.5157873327466131,3.3371974129596347,0.25,0.47784029367283465,100000.0,95816.72371864329,-4.183276281356707,4.764303608195594,-0.5917619312148122,0.5572928945703289,28,13,15,0,46.42857142857143,1.4,0.5,-209.1638140678346,-149.40272433416763,14.107142857142858,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.5,4,-12.866290545745237,-5.161096097466578,-10.834038296287485,1.1101980307063857,-1.3273938737577233,-0.7198675566772199,3.8588773669225915,0.25,0.408712726943766,100000.0,95471.5987483562,-4.528401251643799,4.959896756689035,-0.7274598921684798,0.4638265937751313,27,14,13,0,51.85185185185185,1.35,0.55,-226.42006258218993,-167.71856487569622,15.0,15.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.7,6,-15.18322730282703,-22.546021937551085,-12.717897720028867,1.1062900170919312,-1.1485910891208402,-0.5653125902200025,3.5008963291380786,0.25,0.2910181333875365,100000.0,93917.93865555649,-6.082061344443512,6.651346114409389,-0.7724449699479237,0.45582677687656353,28,12,16,0,42.857142857142854,1.4,0.45,-304.1030672221765,-217.21647658726894,15.535714285714286,10.0,2,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.7,9,-15.912341866640654,-22.443365073547145,-13.382787995392288,1.09435873787627,-1.3489120680445583,-0.6287832833737458,3.7108967344983106,0.25,0.2939906732969015,100000.0,94001.73870748947,-5.998261292510532,6.568280642770697,-0.8057618423258248,0.4597138823181646,28,12,16,0,42.857142857142854,1.4,0.45,-299.9130646255271,-214.2236175896622,16.785714285714285,10.0,2,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.5,6,-16.047672669062596,-13.989855234949331,-13.548625087249677,0.784399339278942,-1.448370514992109,-0.781479779860657,4.005663871438286,0.25,0.24736358319852542,100000.0,93829.66608856077,-6.170333911439229,6.5942078776369595,-0.8997862807528252,0.3746864050996959,27,13,14,0,48.148148148148145,1.35,0.5,-308.51669557196,-228.53088560885922,16.11111111111111,15.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.5,9,-16.3282033358815,-13.523677439835312,-13.776186667617267,0.7809670762010024,-1.5276375118864205,-0.8167589928504183,3.8520297772468037,0.25,0.2550128228700563,100000.0,94069.69620685469,-5.9303037931453195,6.355288817285299,-0.9104766547440825,0.3844236563893531,27,13,14,0,48.148148148148145,1.35,0.5,-296.5151896572646,-219.64088122760344,17.22222222222222,15.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.7,9,-19.48243035543968,-33.01227019207483,-16.7437900713702,1.3419860002078192,-1.7145400529330113,-0.7388603070498312,5.586872274014488,0.25,0.20466212820239188,100000.0,92139.99735145623,-7.860002648543773,8.489715559062315,-1.0560298466424356,0.34425465460372884,27,11,16,0,40.74074074074074,1.35,0.4,-393.0001324271876,-291.11120920532414,22.22222222222222,20.0,4,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.9,6,-19.74690599438267,-38.36025005007683,-16.879091736230734,1.703438466110223,-1.382524889929998,-0.5565947897570946,5.369254406983935,0.25,0.2420526983648053,100000.0,92715.96572436609,-7.2840342756339105,8.141168873240598,-0.8937514141796244,0.40331875846511706,27,10,17,0,37.03703703703704,1.35,0.4,-364.2017137816951,-269.7790472457001,19.074074074074073,15.0,4,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.9,4,-20.182128937852692,-31.026045103586256,-17.131234338660565,1.3676371668573526,-1.249190043255613,-0.5339987737650977,4.778543910734515,0.25,0.3906521124272194,100000.0,95157.78920484881,-4.842210795151192,5.721654958308766,-0.6935348150599872,0.49602290720198516,27,10,17,0,37.03703703703704,1.35,0.4,-242.11053975755812,-179.34114056115416,16.48148148148148,15.0,4,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.9,9,-20.736724842415107,-37.345363927785925,-17.88299992992978,1.6872570290389333,-1.684597396632809,-0.641772392034093,5.98192043511894,0.25,0.2895866215941459,100000.0,92281.7858495375,-7.718214150462499,8.571167110421236,-0.9729062229315177,0.3893758008578945,27,10,17,0,37.03703703703704,1.35,0.4,-385.9107075231236,-285.85978335046195,20.37037037037037,15.0,4,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.9,9,-20.753444026083585,-39.88568063261796,-17.766495968376407,0.6820952174679438,-1.6062078720315758,-0.6646169759082848,5.290530872715259,0.25,0.22029842014258105,100000.0,92441.35269781551,-7.558647302184484,8.481109191505213,-0.973925674243079,0.3829970554143514,27,10,17,0,37.03703703703704,1.35,0.35,-377.93236510922395,-279.9499000809067,26.11111111111111,25.0,2,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.7,6,-23.54472089288999,-40.98912923367224,-20.241435918341274,1.346936820950635,-1.6282695781888483,-0.7141395626057374,5.712926401196426,0.25,0.20070735552173224,100000.0,92173.54471687535,-7.826455283124655,8.456287954294647,-1.0461435199015088,0.3373756198061499,27,10,17,0,37.03703703703704,1.35,0.4,-391.3227641562319,-289.8687141898015,20.37037037037037,20.0,4,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.7,4,-23.734083038002346,-34.33002112835938,-20.21256150740237,1.1417922183051952,-1.4329862092929773,-0.6781666742357737,4.927786005869785,0.25,0.3224989523083015,100000.0,94495.02129267175,-5.504978707328245,6.150807155754533,-0.843979137083971,0.4140326866036095,27,10,17,0,37.03703703703704,1.35,0.4,-275.2489353664156,-203.888100271419,17.77777777777778,20.0,4,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.9,6,-25.91924578073743,-49.78930158198337,-22.22285836854786,0.7775053081048144,-1.6378455018799365,-0.7289157956357248,5.418201918776773,0.25,0.18592750572517955,100000.0,92026.83322260794,-7.97316677739206,8.525797511283745,-1.0593599382970926,0.3248316803313476,27,9,18,0,33.33333333333333,1.35,0.35,-398.6583388696064,-295.30247323674547,22.962962962962962,25.0,2,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.9,4,-40.22067714153198,-42.9009074829863,-34.1580186437388,1.1575445541071783,-1.4395238595006106,-0.703222947201126,4.629969607925828,0.25,0.30677252319386344,100000.0,94349.83032703502,-5.650169672964989,6.357334865474506,-0.8479558266815485,0.4098538275018085,27,9,18,0,33.33333333333333,1.35,0.35,-282.5084836482471,-209.26554344314602,18.88888888888889,25.0,4,6
