pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,5,2,3,40.0,-3.4326376206192655,-3432.6376206192654,-0.6865275241238531,2.4835512072867703,0.10832082358269073
EURUSD,2021,8,2,6,25.0,-5.110509326861885,-5110.509326861885,-0.6388136658577356,3.8361759066650363,0.10317621745810569
