evaluation_date,current_N,checkpoint_target,decision,pf,expectancy_r,max_dd_r,recommendation
2026-04-24T00:48:10.900084Z,0,0,CHECKPOINT_NOT_REACHED,0.0,0.0,0.0,CHECKPOINT_NOT_REACHED
