trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2151,2024-05-01T13:15:00+00:00,2024-05-01T13:30:13.223000,SHORT,BE_STOP,0.0,-0.0909,0.0909
2152,2024-05-02T12:03:00+00:00,2024-05-02T15:15:50.744000,SHORT,BE_STOP,0.0,-0.0299,0.0299
2153,2024-05-03T11:39:00+00:00,2024-05-03T12:20:12.472000,SHORT,SL,-1.0,-1.0943,0.0943
2154,2024-05-06T12:00:00+00:00,2024-05-06T12:20:24.274000,LONG,TP,1.4,1.2684,0.1316
2155,2024-05-07T13:06:00+00:00,2024-05-07T13:52:20.386000,LONG,BE_STOP,0.0,-0.0725,0.0725
2156,2024-05-08T15:36:00+00:00,2024-05-08T16:13:15.775000,LONG,BE_STOP,0.0,-0.0633,0.0633
2157,2024-05-09T12:03:00+00:00,2024-05-09T12:25:32.999000,LONG,BE_STOP,0.0,-0.0769,0.0769
2158,2024-05-10T12:33:00+00:00,2024-05-10T13:12:59.874000,SHORT,BE_STOP,0.0,-0.0685,0.0685
2159,2024-05-13T13:12:00+00:00,2024-05-13T14:07:35.491000,LONG,BE_STOP,0.0,-0.0909,0.0909
2160,2024-05-14T11:06:00+00:00,2024-05-14T12:04:30.951000,SHORT,BE_STOP,0.0,-0.125,0.125
2161,2024-05-15T11:54:00+00:00,2024-05-15T12:30:01.913000,LONG,TP,1.4,1.3296,0.0704
2162,2024-05-16T12:18:00+00:00,2024-05-16T12:30:32.962000,LONG,BE_STOP,0.0,-0.0485,0.0485
2163,2024-05-17T11:12:00+00:00,2024-05-17T12:12:09.677000,LONG,BE_STOP,0.0,-0.0909,0.0909
2164,2024-05-20T11:09:00+00:00,2024-05-20T12:30:21.997000,SHORT,TP,1.4,1.3342,0.0658
2165,2024-05-21T13:00:00+00:00,2024-05-21T14:41:04.587000,SHORT,SL,-1.0,-1.0305,0.0305
2166,2024-05-22T17:27:00+00:00,2024-05-22T18:00:28.994000,SHORT,TP,1.4,1.3206,0.0794
2167,2024-05-23T11:33:00+00:00,2024-05-23T12:45:17.879000,LONG,BE_STOP,0.0,-0.0877,0.0877
2168,2024-05-24T16:48:00+00:00,2024-05-24T20:59:59.434000,SHORT,TIME_EXIT,0.0874,0.0388,0.0485
2169,2024-05-27T14:54:00+00:00,2024-05-27T23:44:26.060000,LONG,TIME_EXIT,0.0593,0.0169,0.0424
2170,2024-05-28T11:03:00+00:00,2024-05-28T11:27:19.663000,LONG,BE_STOP,0.0,-0.0746,0.0746
2171,2024-05-29T14:21:00+00:00,2024-05-29T23:44:57.065000,SHORT,TIME_EXIT,1.1122,1.0867,0.0255
2172,2024-05-30T12:30:00+00:00,2024-05-30T14:08:33.648000,LONG,TP,1.4,1.3537,0.0463
2173,2024-05-31T11:03:00+00:00,2024-05-31T11:25:57.551000,LONG,BE_STOP,0.0,-0.0962,0.0962
