timestamp_ny,side,entry_price,sl_price,tp_price,outcome,exit_time,exit_price,r_gross,be_hit
2025-02-03T07:18:00-05:00,LONG,1.02597,1.0250899999999998,1.0272020000000004,TP,2025-02-03T07:27:00-05:00,1.0272020000000004,1.4,True
2025-02-04T16:15:00-05:00,SHORT,1.03817,1.03879,1.037302,TP,2025-02-04T17:03:00-05:00,1.037302,1.4,True
2025-02-05T15:51:00-05:00,LONG,1.04058,1.0400399999999999,1.0413360000000003,SL,2025-02-05T16:42:00-05:00,1.0400399999999999,-1.0,False
2025-02-06T12:06:00-05:00,LONG,1.03744,1.0365199999999999,1.0387279999999999,TP,2025-02-06T13:39:00-05:00,1.0387279999999999,1.4,True
2025-02-07T08:18:00-05:00,SHORT,1.03731,1.04129,1.0317379999999998,TP,2025-02-07T12:18:00-05:00,1.0317379999999998,1.4,True
2025-02-10T10:00:00-05:00,LONG,1.03143,1.03036,1.0329280000000003,BE,2025-02-10T17:45:00-05:00,1.03143,0.0,True
2025-02-11T11:06:00-05:00,LONG,1.03474,1.0338299999999998,1.0360140000000002,TP,2025-02-11T14:39:00-05:00,1.0360140000000002,1.4,True
2025-02-12T08:06:00-05:00,SHORT,1.03698,1.0376500000000002,1.0360419999999997,TP,2025-02-12T08:30:00-05:00,1.0360419999999997,1.4,True
2025-02-13T07:42:00-05:00,LONG,1.03995,1.0385,1.04198,SL,2025-02-13T08:27:00-05:00,1.0385,-1.0,False
2025-02-14T08:03:00-05:00,LONG,1.04755,1.0470599999999999,1.0482360000000002,TP,2025-02-14T08:18:00-05:00,1.0482360000000002,1.4,True
2025-02-17T07:12:00-05:00,LONG,1.0484,1.0467799999999998,1.0506680000000002,SL,2025-02-17T08:27:00-05:00,1.0467799999999998,-1.0,False
2025-02-18T09:24:00-05:00,LONG,1.04534,1.04409,1.0470899999999999,BE,2025-02-18T12:45:00-05:00,1.04534,0.0,True
2025-02-19T09:24:00-05:00,SHORT,1.04285,1.04383,1.0414780000000001,SL,2025-02-19T10:30:00-05:00,1.04383,-1.0,False
2025-02-20T07:24:00-05:00,SHORT,1.04344,1.04441,1.0420819999999997,SL,2025-02-20T08:12:00-05:00,1.04441,-1.0,False
2025-02-21T07:03:00-05:00,SHORT,1.04668,1.0471400000000002,1.046036,TP,2025-02-21T07:12:00-05:00,1.046036,1.4,True
2025-02-24T09:12:00-05:00,SHORT,1.04644,1.0470000000000002,1.045656,TP,2025-02-24T09:45:00-05:00,1.045656,1.4,True
2025-02-25T07:00:00-05:00,LONG,1.0493,1.04877,1.0500419999999997,TP,2025-02-25T08:30:00-05:00,1.0500419999999997,1.4,True
2025-02-26T08:00:00-05:00,SHORT,1.04806,1.04949,1.046058,SL,2025-02-26T10:27:00-05:00,1.04949,-1.0,False
2025-02-27T08:03:00-05:00,SHORT,1.04753,1.04898,1.0455,TP,2025-02-27T08:45:00-05:00,1.0455,1.4,True
