timestamp_ny,side,entry_price,sl_price,tp_price,outcome,exit_time,exit_price,r_gross,be_hit
2026-01-02T10:00:00-05:00,LONG,1.1733,1.1727699999999999,1.1740420000000003,TP,2026-01-02T10:39:00-05:00,1.1740420000000003,1.4,True
2026-01-05T08:48:00-05:00,LONG,1.16662,1.16583,1.167726,TP,2026-01-05T09:03:00-05:00,1.167726,1.4,True
2026-01-06T07:39:00-05:00,SHORT,1.1702,1.1712600000000002,1.1687159999999994,BE,2026-01-06T08:36:00-05:00,1.1702,0.0,True
2026-01-07T08:39:00-05:00,LONG,1.1691,1.1681499999999998,1.1704300000000003,BE,2026-01-07T10:21:00-05:00,1.1691,0.0,True
2026-01-08T08:30:00-05:00,SHORT,1.16694,1.16782,1.1657080000000002,TP,2026-01-08T09:18:00-05:00,1.1657080000000002,1.4,True
2026-01-09T07:21:00-05:00,SHORT,1.16418,1.1646500000000002,1.1635219999999997,TP,2026-01-09T08:30:00-05:00,1.1635219999999997,1.4,True
2026-01-12T10:36:00-05:00,LONG,1.16815,1.16723,1.169438,BE,2026-01-12T11:57:00-05:00,1.16815,0.0,True
2026-01-13T07:06:00-05:00,SHORT,1.16654,1.1669500000000002,1.1659659999999996,TP,2026-01-13T07:42:00-05:00,1.1659659999999996,1.4,True
2026-01-14T07:51:00-05:00,LONG,1.16511,1.1644299999999999,1.1660620000000004,TP,2026-01-14T11:00:00-05:00,1.1660620000000004,1.4,True
2026-01-16T10:00:00-05:00,LONG,1.16213,1.15838,1.1673800000000003,WEEKEND_CLOSE,2026-01-16T16:57:00-05:00,1.1595,-0.7013,False
2026-01-19T09:24:00-05:00,LONG,1.16347,1.16295,1.164198,TP,2026-01-19T09:48:00-05:00,1.164198,1.4,True
2026-01-20T08:21:00-05:00,SHORT,1.17213,1.17693,1.1654099999999996,DAILY_CLOSE,2026-01-20T19:45:00-05:00,1.17176,0.0771,False
2026-01-21T07:12:00-05:00,LONG,1.17206,1.1711399999999998,1.1733480000000005,TP,2026-01-21T07:51:00-05:00,1.1733480000000005,1.4,True
2026-01-22T08:09:00-05:00,LONG,1.17078,1.1702299999999999,1.17155,TP,2026-01-22T08:15:00-05:00,1.17155,1.4,True
2026-01-23T11:27:00-05:00,LONG,1.17634,1.17458,1.178804,TP,2026-01-23T12:21:00-05:00,1.178804,1.4,True
2026-01-26T08:21:00-05:00,LONG,1.18445,1.18342,1.1858920000000002,TP,2026-01-26T09:18:00-05:00,1.1858920000000002,1.4,True
