timestamp_ny,side,entry_price,sl_price,tp_price,outcome,exit_time,exit_price,r_gross,be_hit
2026-01-27T11:06:00-05:00,LONG,1.19648,1.1948999999999999,1.198692,TP,2026-01-27T11:42:00-05:00,1.198692,1.4,True
2026-01-28T08:15:00-05:00,SHORT,1.19654,1.19812,1.1943279999999998,TP,2026-01-28T10:06:00-05:00,1.1943279999999998,1.4,True
2026-01-29T10:06:00-05:00,SHORT,1.19513,1.1973,1.192092,TP,2026-01-29T10:15:00-05:00,1.192092,1.4,True
2026-01-30T10:00:00-05:00,SHORT,1.1897,1.1906700000000001,1.1883419999999998,TP,2026-01-30T10:33:00-05:00,1.1883419999999998,1.4,True
2026-02-02T08:00:00-05:00,SHORT,1.18417,1.18506,1.1829239999999999,TP,2026-02-02T08:30:00-05:00,1.1829239999999999,1.4,True
2026-02-04T10:21:00-05:00,SHORT,1.18115,1.18226,1.1795959999999996,TP,2026-02-04T10:54:00-05:00,1.1795959999999996,1.4,True
2026-02-05T08:24:00-05:00,LONG,1.18012,1.1790399999999999,1.1816320000000002,TP,2026-02-05T09:03:00-05:00,1.1816320000000002,1.4,True
2026-02-06T09:00:00-05:00,LONG,1.18124,1.18092,1.1816880000000003,TP,2026-02-06T09:30:00-05:00,1.1816880000000003,1.4,True
2026-02-09T07:00:00-05:00,LONG,1.18735,1.1868599999999998,1.188036,TP,2026-02-09T07:54:00-05:00,1.188036,1.4,True
2026-02-10T07:33:00-05:00,SHORT,1.19027,1.19089,1.1894019999999998,TP,2026-02-10T07:45:00-05:00,1.1894019999999998,1.4,True
2026-02-11T08:15:00-05:00,SHORT,1.18975,1.19049,1.188714,TP,2026-02-11T08:30:00-05:00,1.188714,1.4,True
2026-02-12T11:12:00-05:00,SHORT,1.18692,1.18904,1.183952,DAILY_CLOSE,2026-02-12T19:45:00-05:00,1.18681,0.0519,True
2026-02-13T10:45:00-05:00,SHORT,1.18573,1.18713,1.1837699999999998,BE,2026-02-13T11:30:00-05:00,1.18573,0.0,True
2026-02-16T07:15:00-05:00,SHORT,1.18584,1.18635,1.185126,TP,2026-02-16T07:54:00-05:00,1.185126,1.4,True
2026-02-17T10:00:00-05:00,SHORT,1.18154,1.1824400000000002,1.1802799999999998,BE,2026-02-17T11:18:00-05:00,1.18154,0.0,True
2026-02-18T08:21:00-05:00,SHORT,1.18413,1.1849,1.1830519999999998,TP,2026-02-18T08:48:00-05:00,1.1830519999999998,1.4,True
2026-02-19T08:00:00-05:00,SHORT,1.17644,1.17703,1.1756139999999997,TP,2026-02-19T08:06:00-05:00,1.1756139999999997,1.4,True
2026-02-20T12:48:00-05:00,LONG,1.17818,1.1764899999999998,1.1805460000000003,WEEKEND_CLOSE,2026-02-20T16:57:00-05:00,1.17814,-0.0237,True
2026-02-23T07:51:00-05:00,LONG,1.17824,1.17739,1.17943,TP,2026-02-23T08:30:00-05:00,1.17943,1.4,True
2026-02-24T10:30:00-05:00,LONG,1.17783,1.17655,1.179622,DAILY_CLOSE,2026-02-24T19:45:00-05:00,1.17758,-0.1953,True
2026-02-25T12:54:00-05:00,SHORT,1.18079,1.18147,1.179838,BE,2026-02-25T18:45:00-05:00,1.18079,0.0,True
2026-02-26T10:57:00-05:00,LONG,1.17988,1.17804,1.1824560000000002,SL,2026-02-26T12:21:00-05:00,1.17804,-1.0,False
2026-02-27T08:33:00-05:00,SHORT,1.17968,1.1807,1.178252,BE,2026-02-27T09:33:00-05:00,1.17968,0.0,True
2026-03-02T08:15:00-05:00,LONG,1.17101,1.1694799999999999,1.1731520000000004,BE,2026-03-02T10:36:00-05:00,1.17101,0.0,True
2026-03-03T11:12:00-05:00,LONG,1.15892,1.1568699999999998,1.16179,TP,2026-03-03T13:39:00-05:00,1.16179,1.4,True
2026-03-04T08:00:00-05:00,LONG,1.16385,1.16255,1.1656700000000002,BE,2026-03-04T09:33:00-05:00,1.16385,0.0,True
2026-03-05T10:00:00-05:00,LONG,1.16076,1.15686,1.16622,SL,2026-03-05T11:06:00-05:00,1.15686,-1.0,False
2026-03-06T11:03:00-05:00,LONG,1.15933,1.15783,1.16143,TP,2026-03-06T13:12:00-05:00,1.16143,1.4,True
2026-03-09T08:48:00-04:00,SHORT,1.15536,1.1568900000000002,1.1532179999999996,SL,2026-03-09T09:12:00-04:00,1.1568900000000002,-1.0,False
2026-03-10T07:54:00-04:00,SHORT,1.16376,1.16534,1.1615479999999998,BE,2026-03-10T11:42:00-04:00,1.16376,0.0,True
2026-03-11T09:57:00-04:00,LONG,1.15915,1.15773,1.1611379999999998,TP,2026-03-11T10:00:00-04:00,1.1611379999999998,1.4,True
2026-03-12T07:03:00-04:00,LONG,1.15579,1.15519,1.1566300000000003,BE,2026-03-12T08:03:00-04:00,1.15579,0.0,True
2026-03-13T15:03:00-04:00,SHORT,1.14324,1.1437300000000001,1.1425539999999998,TP,2026-03-13T15:15:00-04:00,1.1425539999999998,1.4,True
2026-03-16T08:48:00-04:00,SHORT,1.1476,1.14883,1.145878,SL,2026-03-16T09:39:00-04:00,1.14883,-1.0,False
2026-03-17T09:00:00-04:00,LONG,1.15347,1.1523599999999998,1.1550240000000003,BE,2026-03-17T10:21:00-04:00,1.15347,0.0,True
2026-03-18T07:27:00-04:00,SHORT,1.15321,1.1555600000000001,1.14992,TP,2026-03-18T09:06:00-04:00,1.14992,1.4,True
2026-03-19T08:21:00-04:00,SHORT,1.14693,1.14903,1.14399,SL,2026-03-19T09:03:00-04:00,1.14903,-1.0,False
2026-03-20T11:03:00-04:00,LONG,1.1541,1.15342,1.155052,TP,2026-03-20T11:21:00-04:00,1.155052,1.4,True
2026-03-23T07:03:00-04:00,LONG,1.15769,1.14851,1.1705420000000004,DAILY_CLOSE,2026-03-23T19:45:00-04:00,1.16064,0.3214,True
2026-03-24T09:06:00-04:00,SHORT,1.15744,1.15911,1.1551019999999999,BE,2026-03-24T10:09:00-04:00,1.15744,0.0,True
2026-03-25T08:00:00-04:00,LONG,1.16092,1.15858,1.164196,SL,2026-03-25T09:21:00-04:00,1.15858,-1.0,False
2026-03-26T15:00:00-04:00,SHORT,1.15302,1.1534900000000001,1.1523619999999997,TP,2026-03-26T15:12:00-04:00,1.1523619999999997,1.4,True
2026-03-27T08:24:00-04:00,LONG,1.15109,1.1501299999999999,1.152434,TP,2026-03-27T09:21:00-04:00,1.152434,1.4,True
2026-03-30T09:24:00-04:00,SHORT,1.1479,1.14883,1.1465979999999998,TP,2026-03-30T09:48:00-04:00,1.1465979999999998,1.4,True
2026-03-31T07:24:00-04:00,LONG,1.1481,1.1456899999999999,1.1514739999999999,TP,2026-03-31T09:18:00-04:00,1.1514739999999999,1.4,True
2026-04-01T10:09:00-04:00,SHORT,1.16057,1.16273,1.1575460000000002,DAILY_CLOSE,2026-04-01T19:45:00-04:00,1.15906,0.6991,True
2026-04-02T08:00:00-04:00,LONG,1.15206,1.15085,1.1537540000000004,TP,2026-04-02T10:33:00-04:00,1.1537540000000004,1.4,True
2026-04-03T07:33:00-04:00,SHORT,1.15417,1.1547,1.1534279999999997,TP,2026-04-03T08:30:00-04:00,1.1534279999999997,1.4,True
2026-04-06T10:51:00-04:00,SHORT,1.15513,1.15718,1.1522599999999998,DAILY_CLOSE,2026-04-06T19:45:00-04:00,1.15408,0.5122,True
2026-04-07T13:33:00-04:00,LONG,1.15761,1.15658,1.1590520000000002,TP,2026-04-07T15:18:00-04:00,1.1590520000000002,1.4,True
2026-04-08T07:09:00-04:00,LONG,1.16938,1.16848,1.1706400000000003,TP,2026-04-08T07:24:00-04:00,1.1706400000000003,1.4,True
2026-04-09T07:15:00-04:00,LONG,1.16782,1.16688,1.1691360000000004,TP,2026-04-09T09:18:00-04:00,1.1691360000000004,1.4,True
2026-04-10T09:21:00-04:00,LONG,1.17284,1.1718,1.1742960000000002,BE,2026-04-10T12:30:00-04:00,1.17284,0.0,True
2026-04-13T07:36:00-04:00,SHORT,1.16919,1.1700100000000002,1.1680419999999996,BE,2026-04-13T09:18:00-04:00,1.16919,0.0,True
2026-04-14T10:15:00-04:00,LONG,1.18035,1.1792799999999999,1.1818480000000002,BE,2026-04-14T11:39:00-04:00,1.18035,0.0,True
2026-04-15T08:30:00-04:00,LONG,1.17868,1.1776499999999999,1.1801220000000001,TP,2026-04-15T11:12:00-04:00,1.1801220000000001,1.4,True
2026-04-16T12:03:00-04:00,LONG,1.17818,1.1768299999999998,1.1800700000000002,SL,2026-04-16T13:12:00-04:00,1.1768299999999998,-1.0,False
2026-04-17T07:03:00-04:00,SHORT,1.17921,1.17998,1.1781320000000002,SL,2026-04-17T08:03:00-04:00,1.17998,-1.0,False
2026-04-20T08:33:00-04:00,LONG,1.17622,1.1755099999999998,1.1772140000000004,TP,2026-04-20T09:27:00-04:00,1.1772140000000004,1.4,True
2026-04-21T08:12:00-04:00,LONG,1.17679,1.17535,1.1788060000000002,BE,2026-04-21T10:57:00-04:00,1.17679,0.0,True
2026-04-22T09:18:00-04:00,LONG,1.17358,1.1723299999999999,1.1753300000000004,BE,2026-04-22T10:51:00-04:00,1.17358,0.0,True
