pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2020-01,1,0,1,-246.24048798733858,0.0
USDJPY,2020-02,1,0,1,-419.3239013684397,0.0
USDJPY,2020-03,2,0,2,-1880.2358406399853,0.0
USDJPY,2020-04,7,2,5,-4539.283080140221,0.05585058168312859
USDJPY,2020-05,4,1,3,-1181.4690394046888,0.402396385548994
USDJPY,2020-06,3,0,3,-1135.1145402929942,0.0
USDJPY,2020-07,1,0,1,-204.13589698363126,0.0
USDJPY,2020-08,1,0,1,-600.6881377305306,0.0
USDJPY,2020-09,1,1,0,1076.699487969378,inf
USDJPY,2020-10,4,0,4,-1575.074031140291,0.0
USDJPY,2020-12,4,1,3,-1337.7810544044432,0.18168797663288014
USDJPY,2021-01,1,0,1,-642.720980116398,0.0
USDJPY,2021-02,6,3,3,-171.60437934986408,0.8938415959449026
USDJPY,2021-03,4,1,3,-1920.2226328075799,0.2318730047225773
USDJPY,2021-04,2,0,2,-1102.7516921075176,0.0
USDJPY,2021-05,3,2,1,-193.024180219721,0.3958036277442609
USDJPY,2021-06,4,0,4,-888.6319123499661,0.0
USDJPY,2021-07,2,0,2,-1099.3890731571228,0.0
USDJPY,2021-10,1,1,0,2001.7211157908987,inf
USDJPY,2021-11,1,0,1,-543.0223228579855,0.0
USDJPY,2021-12,8,0,8,-2757.0306136758445,0.0
