trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2174,2024-06-03T11:00:00+00:00,2024-06-03T11:16:49.113000,LONG,TP,1.4,1.2214,0.1786
2175,2024-06-06T11:03:00+00:00,2024-06-06T11:22:29.653000,SHORT,TP,1.4,1.2571,0.1429
2176,2024-06-07T12:30:00+00:00,2024-06-07T12:30:01.173000,SHORT,SL,-1.0,-1.0079,0.0079
2177,2024-06-10T11:06:00+00:00,2024-06-10T11:19:10.203000,LONG,TP,1.4,1.2684,0.1316
2178,2024-06-11T11:09:00+00:00,2024-06-11T11:18:31.366000,SHORT,TP,1.4,1.3265,0.0735
2179,2024-06-12T13:24:00+00:00,2024-06-12T13:37:43.111000,LONG,BE_STOP,0.0,-0.0388,0.0388
2180,2024-06-13T12:18:00+00:00,2024-06-13T12:30:00.181000,LONG,BE_STOP,0.0,-0.05,0.05
2181,2024-06-14T13:09:00+00:00,2024-06-14T13:28:40.341000,SHORT,TP,1.4,1.3342,0.0658
2182,2024-06-17T15:06:00+00:00,2024-06-17T15:39:31.577000,LONG,BE_STOP,0.0,-0.1,0.1
2183,2024-06-18T12:30:00+00:00,2024-06-18T14:27:31.693000,LONG,TP,1.4,1.3764,0.0236
2184,2024-06-20T11:24:00+00:00,2024-06-20T11:42:13.039000,SHORT,BE_STOP,0.0,-0.082,0.082
2185,2024-06-25T11:03:00+00:00,2024-06-25T11:35:47.530000,SHORT,TP,1.4,1.298,0.102
2186,2024-06-26T11:42:00+00:00,2024-06-26T11:59:19.549000,LONG,TP,1.4,1.3242,0.0758
2187,2024-06-27T12:18:00+00:00,2024-06-27T12:30:07.319000,LONG,BE_STOP,0.0,-0.0515,0.0515
2188,2024-06-28T11:24:00+00:00,2024-06-28T11:56:34.062000,SHORT,TP,1.4,1.3405,0.0595
