pair,month,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022-04,1,0,1,0.0,-1.0632226879928461,-1063.2226879928462,-1.0632226879928461,0.0,0.0
EURUSD,2022-09,1,0,1,0.0,-1.20915683722386,-1209.1568372238598,-1.20915683722386,0.0,0.0
EURUSD,2023-03,1,1,0,100.0,0.019316499349943356,19.316499349943356,0.019316499349943356,0.0,inf
EURUSD,2023-06,1,0,1,0.0,-1.2101811354940575,-1210.1811354940576,-1.2101811354940575,0.0,0.0
EURUSD,2023-08,2,0,2,0.0,-2.3395318863845604,-2339.5318863845605,-1.1697659431922802,1.2114091400709084,0.0
EURUSD,2023-11,2,0,2,0.0,-1.5877746320095676,-1587.7746320095675,-0.7938873160047838,1.4824275025456795,0.0
EURUSD,2024-07,1,0,1,0.0,-1.3744114891977497,-1374.4114891977497,-1.3744114891977497,0.0,0.0
EURUSD,2024-11,1,1,0,100.0,0.09947758646258369,99.47758646258369,0.09947758646258369,0.0,inf
EURUSD,2025-01,1,0,1,0.0,-1.1201955073746466,-1120.1955073746465,-1.1201955073746466,0.0,0.0
EURUSD,2025-02,1,1,0,100.0,0.6657842032488631,665.7842032488632,0.6657842032488631,0.0,inf
EURUSD,2025-03,1,1,0,100.0,0.810571918466992,810.571918466992,0.810571918466992,0.0,inf
EURUSD,2025-07,2,2,0,100.0,0.2843511515892948,284.3511515892948,0.1421755757946474,0.0,inf
EURUSD,2025-12,1,1,0,100.0,0.2197887174854503,219.78871748545032,0.2197887174854503,0.0,inf
