pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2020-01,2,2,0,352.4142075656613,inf
USDCHF,2020-05,4,1,3,-2007.6216081751984,0.17470248791605178
USDCHF,2020-06,1,0,1,-849.2690411318817,0.0
USDCHF,2020-08,1,1,0,220.23787329406997,inf
USDCHF,2020-09,2,2,0,1250.957900450564,inf
USDCHF,2020-10,1,0,1,-251.6876521548942,0.0
USDCHF,2020-11,2,1,1,-106.83340000410999,0.8312296194310898
USDCHF,2020-12,1,0,1,-886.9524814852716,0.0
USDCHF,2021-01,1,1,0,500.91493031222933,inf
USDCHF,2021-05,1,0,1,-912.6297095773913,0.0
USDCHF,2021-06,1,1,0,262.7827693545584,inf
USDCHF,2021-07,1,1,0,771.9207911476547,inf
USDCHF,2021-09,1,1,0,106.42732772914098,inf
USDCHF,2021-10,2,0,2,-1301.3282033884866,0.0
