trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2019-02-01T15:57:00+00:00,SHORT,1.14688,1.14688,1.1500020000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-02-04T14:03:00+00:00,SHORT,1.14433,1.14433,1.143196,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-05T13:33:00+00:00,SHORT,1.1427,1.1427,1.1442820000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-02-06T15:48:00+00:00,SHORT,1.13779,1.13779,1.136516,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-08T19:57:00+00:00,SHORT,1.13226,1.13226,1.1315179999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-11T14:15:00+00:00,SHORT,1.13006,1.13006,1.1283519999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-12T14:27:00+00:00,SHORT,1.12999,1.1288999999999998,1.1315160000000004,10.9,TP,1.4,1.3541,0.0459,YES,NONE
N/A,2019-02-13T12:39:00+00:00,SHORT,1.13144,1.13144,1.1291859999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-15T12:21:00+00:00,SHORT,1.12711,1.12711,1.1257379999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-19T16:57:00+00:00,SHORT,1.13279,1.13279,1.1306059999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-20T12:18:00+00:00,SHORT,1.13382,1.13382,1.1358220000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-02-21T14:06:00+00:00,SHORT,1.1353,1.1353,1.1333539999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-22T17:09:00+00:00,SHORT,1.13394,1.13394,1.1316159999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-25T12:12:00+00:00,SHORT,1.13612,1.13612,1.1354619999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-26T12:42:00+00:00,SHORT,1.1362,1.1362,1.135248,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-02-27T15:39:00+00:00,SHORT,1.13905,1.1367999999999998,1.1422,22.5,TP,1.4,1.3778,0.0222,YES,NONE
