variant_id,profile_name,truth_model,tp_r,timeout_hours,sl_buffer_pips,long_entry_buffer_pips,short_entry_buffer_pips,confirmation_window,confirmation_mode,confirmation_mode_label,confirmation_pick,confirmation_pick_label,body_strength_threshold,level_profile,news_mode,news_mode_label,sample_size,win_rate,pf,expectancy,avg_r,max_drawdown,avg_hold_minutes,timeout_exit_pct,trades_per_month,year_positive_ratio,worst_year_total_r,yearly_total_r_std,news_blocked,daily_limit_skipped,no_scbi_window,no_scbi_found,no_entry_bar_after_scbi,invalid_risk,level_filtered,yearly_json,level_json,weekday_json,news_split_json,drawdown_safety,consistency_safety,sample_size_norm,year_positive_ratio_norm,expectancy_norm,drawdown_safety_norm,consistency_safety_norm,ranking_score
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_0_1_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,1.5,4,1.0,0.3,0.0,+0h_+1h,close_reclaim,Close M5 del lado correcto del nivel,first,Primera confirmacion elegible,0.5,all_levels,sweep_plus_minus_30m,Bloqueo por noticia +/-30m alrededor del sweep,1638,0.6184,2.4741,0.486,0.486,-11.0,108.66,0.1972,22.75,1.0,110.425,11.6403,824,9690,0,0,0,24,0,"{""2020"": {""N"": 268, ""expectancy"": 0.4961, ""pf"": 2.5159, ""total_r"": 132.9578, ""win_rate"": 0.6231}, ""2021"": {""N"": 273, ""expectancy"": 0.5237, ""pf"": 2.7076, ""total_r"": 142.9667, ""win_rate"": 0.6337}, ""2022"": {""N"": 276, ""expectancy"": 0.4694, ""pf"": 2.3368, ""total_r"": 129.567, ""win_rate"": 0.6123}, ""2023"": {""N"": 272, ""expectancy"": 0.406, ""pf"": 2.0786, ""total_r"": 110.425, ""win_rate"": 0.5846}, ""2024"": {""N"": 272, ""expectancy"": 0.54, ""pf"": 2.9093, ""total_r"": 146.8836, ""win_rate"": 0.6581}, ""2025"": {""N"": 277, ""expectancy"": 0.4812, ""pf"": 2.4425, ""total_r"": 133.2815, ""win_rate"": 0.5993}}","{""asia_h"": {""N"": 245, ""expectancy"": 0.3832, ""pf"": 2.1167, ""total_r"": 93.8923, ""win_rate"": 0.5837}, ""asia_l"": {""N"": 251, ""expectancy"": 0.2128, ""pf"": 1.5127, ""total_r"": 53.4093, ""win_rate"": 0.5139}, ""london_h"": {""N"": 248, ""expectancy"": 1.1229, ""pf"": 12.9957, ""total_r"": 278.4679, ""win_rate"": 0.871}, ""london_l"": {""N"": 280, ""expectancy"": 1.1075, ""pf"": 10.8469, ""total_r"": 310.0923, ""win_rate"": 0.8607}, ""pdh"": {""N"": 288, ""expectancy"": 0.1392, ""pf"": 1.2986, ""total_r"": 40.0827, ""win_rate"": 0.4826}, ""pdl"": {""N"": 326, ""expectancy"": 0.0618, ""pf"": 1.1236, ""total_r"": 20.1371, ""win_rate"": 0.4448}}","{""Friday"": {""N"": 309, ""expectancy"": 0.546, ""pf"": 2.8569, ""total_r"": 168.7032, ""win_rate"": 0.6375}, ""Monday"": {""N"": 373, ""expectancy"": 0.3513, ""pf"": 1.9136, ""total_r"": 131.0457, ""win_rate"": 0.5684}, ""Sunday"": {""N"": 26, ""expectancy"": 0.0593, ""pf"": 1.1198, ""total_r"": 1.542, ""win_rate"": 0.4615}, ""Thursday"": {""N"": 311, ""expectancy"": 0.4709, ""pf"": 2.4621, ""total_r"": 146.4452, ""win_rate"": 0.6077}, ""Tuesday"": {""N"": 311, ""expectancy"": 0.6118, ""pf"": 3.1024, ""total_r"": 190.2572, ""win_rate"": 0.6656}, ""Wednesday"": {""N"": 308, ""expectancy"": 0.5133, ""pf"": 2.5462, ""total_r"": 158.0883, ""win_rate"": 0.6364}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1638, ""expectancy"": 0.486, ""pf"": 2.4741, ""total_r"": 796.0816, ""win_rate"": 0.6184}, ""outside_post_news_60m"": {""N"": 1638, ""expectancy"": 0.486, ""pf"": 2.4741, ""total_r"": 796.0816, ""win_rate"": 0.6184}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-11.0,-11.6403,1.0,1.0,0.9917020845982595,0.8392102384413992,0.8560287497916012,0.937803
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_0_2_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,1.5,4,1.0,0.3,0.0,+0h_+2h,close_reclaim,Close M5 del lado correcto del nivel,first,Primera confirmacion elegible,0.5,all_levels,sweep_plus_minus_30m,Bloqueo por noticia +/-30m alrededor del sweep,1638,0.6184,2.4741,0.486,0.486,-11.0,108.66,0.1972,22.75,1.0,110.425,11.6403,824,9690,0,0,0,24,0,"{""2020"": {""N"": 268, ""expectancy"": 0.4961, ""pf"": 2.5159, ""total_r"": 132.9578, ""win_rate"": 0.6231}, ""2021"": {""N"": 273, ""expectancy"": 0.5237, ""pf"": 2.7076, ""total_r"": 142.9667, ""win_rate"": 0.6337}, ""2022"": {""N"": 276, ""expectancy"": 0.4694, ""pf"": 2.3368, ""total_r"": 129.567, ""win_rate"": 0.6123}, ""2023"": {""N"": 272, ""expectancy"": 0.406, ""pf"": 2.0786, ""total_r"": 110.425, ""win_rate"": 0.5846}, ""2024"": {""N"": 272, ""expectancy"": 0.54, ""pf"": 2.9093, ""total_r"": 146.8836, ""win_rate"": 0.6581}, ""2025"": {""N"": 277, ""expectancy"": 0.4812, ""pf"": 2.4425, ""total_r"": 133.2815, ""win_rate"": 0.5993}}","{""asia_h"": {""N"": 245, ""expectancy"": 0.3832, ""pf"": 2.1167, ""total_r"": 93.8923, ""win_rate"": 0.5837}, ""asia_l"": {""N"": 251, ""expectancy"": 0.2128, ""pf"": 1.5127, ""total_r"": 53.4093, ""win_rate"": 0.5139}, ""london_h"": {""N"": 248, ""expectancy"": 1.1229, ""pf"": 12.9957, ""total_r"": 278.4679, ""win_rate"": 0.871}, ""london_l"": {""N"": 280, ""expectancy"": 1.1075, ""pf"": 10.8469, ""total_r"": 310.0923, ""win_rate"": 0.8607}, ""pdh"": {""N"": 288, ""expectancy"": 0.1392, ""pf"": 1.2986, ""total_r"": 40.0827, ""win_rate"": 0.4826}, ""pdl"": {""N"": 326, ""expectancy"": 0.0618, ""pf"": 1.1236, ""total_r"": 20.1371, ""win_rate"": 0.4448}}","{""Friday"": {""N"": 309, ""expectancy"": 0.546, ""pf"": 2.8569, ""total_r"": 168.7032, ""win_rate"": 0.6375}, ""Monday"": {""N"": 373, ""expectancy"": 0.3513, ""pf"": 1.9136, ""total_r"": 131.0457, ""win_rate"": 0.5684}, ""Sunday"": {""N"": 26, ""expectancy"": 0.0593, ""pf"": 1.1198, ""total_r"": 1.542, ""win_rate"": 0.4615}, ""Thursday"": {""N"": 311, ""expectancy"": 0.4709, ""pf"": 2.4621, ""total_r"": 146.4452, ""win_rate"": 0.6077}, ""Tuesday"": {""N"": 311, ""expectancy"": 0.6118, ""pf"": 3.1024, ""total_r"": 190.2572, ""win_rate"": 0.6656}, ""Wednesday"": {""N"": 308, ""expectancy"": 0.5133, ""pf"": 2.5462, ""total_r"": 158.0883, ""win_rate"": 0.6364}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1638, ""expectancy"": 0.486, ""pf"": 2.4741, ""total_r"": 796.0816, ""win_rate"": 0.6184}, ""outside_post_news_60m"": {""N"": 1638, ""expectancy"": 0.486, ""pf"": 2.4741, ""total_r"": 796.0816, ""win_rate"": 0.6184}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-11.0,-11.6403,1.0,1.0,0.9917020845982595,0.8392102384413992,0.8560287497916012,0.937803
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_body_strength_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,1.5,4,1.0,0.3,0.0,+1h_+2h,close_reclaim_body_strength,Close M5 del lado correcto + body strength minima,first,Primera confirmacion elegible,0.5,all_levels,sweep_plus_minus_30m,Bloqueo por noticia +/-30m alrededor del sweep,1588,0.6171,2.3984,0.396,0.396,-9.2915,149.52,0.3917,22.0556,1.0,87.9949,12.4218,824,9356,1,365,29,13,0,"{""2020"": {""N"": 256, ""expectancy"": 0.3626, ""pf"": 2.271, ""total_r"": 92.836, ""win_rate"": 0.6016}, ""2021"": {""N"": 270, ""expectancy"": 0.3686, ""pf"": 2.2694, ""total_r"": 99.5146, ""win_rate"": 0.6111}, ""2022"": {""N"": 265, ""expectancy"": 0.4289, ""pf"": 2.395, ""total_r"": 113.6647, ""win_rate"": 0.6113}, ""2023"": {""N"": 266, ""expectancy"": 0.3308, ""pf"": 2.053, ""total_r"": 87.9949, ""win_rate"": 0.5827}, ""2024"": {""N"": 264, ""expectancy"": 0.4679, ""pf"": 3.0188, ""total_r"": 123.5238, ""win_rate"": 0.6705}, ""2025"": {""N"": 267, ""expectancy"": 0.4171, ""pf"": 2.5455, ""total_r"": 111.3695, ""win_rate"": 0.6255}}","{""asia_h"": {""N"": 231, ""expectancy"": 0.242, ""pf"": 1.8187, ""total_r"": 55.9067, ""win_rate"": 0.5541}, ""asia_l"": {""N"": 274, ""expectancy"": 0.1962, ""pf"": 1.5546, ""total_r"": 53.762, ""win_rate"": 0.5292}, ""london_h"": {""N"": 255, ""expectancy"": 0.92, ""pf"": 11.8958, ""total_r"": 234.6069, ""win_rate"": 0.8196}, ""london_l"": {""N"": 299, ""expectancy"": 0.9188, ""pf"": 8.8205, ""total_r"": 274.7332, ""win_rate"": 0.8194}, ""pdh"": {""N"": 235, ""expectancy"": 0.0055, ""pf"": 1.0128, ""total_r"": 1.2872, ""win_rate"": 0.4596}, ""pdl"": {""N"": 294, ""expectancy"": 0.0293, ""pf"": 1.0678, ""total_r"": 8.6075, ""win_rate"": 0.4932}}","{""Friday"": {""N"": 301, ""expectancy"": 0.454, ""pf"": 2.629, ""total_r"": 136.6479, ""win_rate"": 0.6379}, ""Monday"": {""N"": 367, ""expectancy"": 0.2216, ""pf"": 1.5972, ""total_r"": 81.3111, ""win_rate"": 0.5341}, ""Sunday"": {""N"": 5, ""expectancy"": 0.3292, ""pf"": 2.0212, ""total_r"": 1.6459, ""win_rate"": 0.6}, ""Thursday"": {""N"": 301, ""expectancy"": 0.4445, ""pf"": 2.8948, ""total_r"": 133.792, ""win_rate"": 0.6279}, ""Tuesday"": {""N"": 309, ""expectancy"": 0.4385, ""pf"": 2.7564, ""total_r"": 135.484, ""win_rate"": 0.6343}, ""Wednesday"": {""N"": 305, ""expectancy"": 0.4591, ""pf"": 2.7428, ""total_r"": 140.0226, ""win_rate"": 0.6689}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1588, ""expectancy"": 0.396, ""pf"": 2.3984, ""total_r"": 628.9035, ""win_rate"": 0.6171}, ""outside_post_news_60m"": {""N"": 1588, ""expectancy"": 0.396, ""pf"": 2.3984, ""total_r"": 628.9035, ""win_rate"": 0.6171}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-9.2915,-12.4218,0.9056603773584906,1.0,0.8095527221210282,0.8872556601359389,0.8077728173684309,0.896288
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_pick_first_levels_london_only_news_sweep_plus_minus_30m,axis_scan,False,1.5,4,1.0,0.3,0.0,+1h_+2h,close_reclaim,Close M5 del lado correcto del nivel,first,Primera confirmacion elegible,0.5,london_only,sweep_plus_minus_30m,Bloqueo por noticia +/-30m alrededor del sweep,1259,0.6537,3.1813,0.4869,0.4869,-5.2823,151.12,0.4369,17.4861,1.0,83.2959,11.6433,342,2154,2,146,5,8,8260,"{""2020"": {""N"": 193, ""expectancy"": 0.4316, ""pf"": 2.9785, ""total_r"": 83.2959, ""win_rate"": 0.6477}, ""2021"": {""N"": 216, ""expectancy"": 0.4756, ""pf"": 3.1606, ""total_r"": 102.7392, ""win_rate"": 0.6528}, ""2022"": {""N"": 209, ""expectancy"": 0.4707, ""pf"": 2.8699, ""total_r"": 98.3771, ""win_rate"": 0.6507}, ""2023"": {""N"": 200, ""expectancy"": 0.4857, ""pf"": 3.0302, ""total_r"": 97.1451, ""win_rate"": 0.655}, ""2024"": {""N"": 214, ""expectancy"": 0.5643, ""pf"": 3.9793, ""total_r"": 120.7503, ""win_rate"": 0.6729}, ""2025"": {""N"": 227, ""expectancy"": 0.4875, ""pf"": 3.1972, ""total_r"": 110.654, ""win_rate"": 0.6432}}","{""london_h"": {""N"": 582, ""expectancy"": 0.5438, ""pf"": 3.732, ""total_r"": 316.4736, ""win_rate"": 0.6701}, ""london_l"": {""N"": 677, ""expectancy"": 0.4379, ""pf"": 2.7951, ""total_r"": 296.488, ""win_rate"": 0.6396}}","{""Friday"": {""N"": 242, ""expectancy"": 0.5349, ""pf"": 3.599, ""total_r"": 129.4577, ""win_rate"": 0.6818}, ""Monday"": {""N"": 304, ""expectancy"": 0.3948, ""pf"": 2.4939, ""total_r"": 120.0289, ""win_rate"": 0.6086}, ""Sunday"": {""N"": 6, ""expectancy"": 0.1643, ""pf"": 1.3774, ""total_r"": 0.9856, ""win_rate"": 0.5}, ""Thursday"": {""N"": 222, ""expectancy"": 0.5418, ""pf"": 3.895, ""total_r"": 120.2806, ""win_rate"": 0.6757}, ""Tuesday"": {""N"": 236, ""expectancy"": 0.5448, ""pf"": 3.8387, ""total_r"": 128.5733, ""win_rate"": 0.678}, ""Wednesday"": {""N"": 249, ""expectancy"": 0.4564, ""pf"": 2.8509, ""total_r"": 113.6355, ""win_rate"": 0.6426}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1259, ""expectancy"": 0.4869, ""pf"": 3.1813, ""total_r"": 612.9616, ""win_rate"": 0.6537}, ""outside_post_news_60m"": {""N"": 1259, ""expectancy"": 0.4869, ""pf"": 3.1813, ""total_r"": 612.9616, ""win_rate"": 0.6537}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-5.2823,-11.6433,0.2849056603773585,1.0,0.9935235782230318,1.0,0.855843506289017,0.862933
tp_1p50_timeout_6h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,1.5,6,1.0,0.3,0.0,+1h_+2h,close_reclaim,Close M5 del lado correcto del nivel,first,Primera confirmacion elegible,0.5,all_levels,sweep_plus_minus_30m,Bloqueo por noticia +/-30m alrededor del sweep,1606,0.6164,2.3815,0.4478,0.4478,-8.2344,174.75,0.2403,22.3056,1.0,95.0832,18.6239,824,9546,1,172,14,13,0,"{""2020"": {""N"": 261, ""expectancy"": 0.3643, ""pf"": 2.0966, ""total_r"": 95.0832, ""win_rate"": 0.6092}, ""2021"": {""N"": 271, ""expectancy"": 0.4458, ""pf"": 2.4666, ""total_r"": 120.8084, ""win_rate"": 0.6052}, ""2022"": {""N"": 266, ""expectancy"": 0.4671, ""pf"": 2.3421, ""total_r"": 124.2575, ""win_rate"": 0.609}, ""2023"": {""N"": 269, ""expectancy"": 0.4068, ""pf"": 2.1136, ""total_r"": 109.434, ""win_rate"": 0.5836}, ""2024"": {""N"": 268, ""expectancy"": 0.5818, ""pf"": 3.1765, ""total_r"": 155.9142, ""win_rate"": 0.6754}, ""2025"": {""N"": 271, ""expectancy"": 0.4194, ""pf"": 2.2773, ""total_r"": 113.6656, ""win_rate"": 0.6162}}","{""asia_h"": {""N"": 248, ""expectancy"": 0.2725, ""pf"": 1.7587, ""total_r"": 67.5921, ""win_rate"": 0.5645}, ""asia_l"": {""N"": 258, ""expectancy"": 0.2748, ""pf"": 1.7169, ""total_r"": 70.8914, ""win_rate"": 0.5581}, ""london_h"": {""N"": 253, ""expectancy"": 1.0552, ""pf"": 12.8008, ""total_r"": 266.977, ""win_rate"": 0.8538}, ""london_l"": {""N"": 283, ""expectancy"": 1.0198, ""pf"": 9.6577, ""total_r"": 288.5927, ""win_rate"": 0.8375}, ""pdh"": {""N"": 267, ""expectancy"": 0.039, ""pf"": 1.0788, ""total_r"": 10.4134, ""win_rate"": 0.4457}, ""pdl"": {""N"": 297, ""expectancy"": 0.0495, ""pf"": 1.1018, ""total_r"": 14.6963, ""win_rate"": 0.4512}}","{""Friday"": {""N"": 300, ""expectancy"": 0.458, ""pf"": 2.3404, ""total_r"": 137.4011, ""win_rate"": 0.6167}, ""Monday"": {""N"": 377, ""expectancy"": 0.2284, ""pf"": 1.5405, ""total_r"": 86.1169, ""win_rate"": 0.5119}, ""Sunday"": {""N"": 6, ""expectancy"": 0.0973, ""pf"": 1.1946, ""total_r"": 0.5839, ""win_rate"": 0.5}, ""Thursday"": {""N"": 306, ""expectancy"": 0.5609, ""pf"": 3.1959, ""total_r"": 171.6451, ""win_rate"": 0.6634}, ""Tuesday"": {""N"": 311, ""expectancy"": 0.534, ""pf"": 2.9143, ""total_r"": 166.071, ""win_rate"": 0.6624}, ""Wednesday"": {""N"": 306, ""expectancy"": 0.5142, ""pf"": 2.7329, ""total_r"": 157.3449, ""win_rate"": 0.6536}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1606, ""expectancy"": 0.4478, ""pf"": 2.3815, ""total_r"": 719.1629, ""win_rate"": 0.6164}, ""outside_post_news_60m"": {""N"": 1606, ""expectancy"": 0.4478, ""pf"": 2.3815, ""total_r"": 719.1629, ""win_rate"": 0.6164}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-8.2344,-18.6239,0.939622641509434,1.0,0.9143897996357012,0.9169827981361132,0.4248065749093851,0.84646
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_pick_first_levels_all_levels_news_none,axis_scan,False,1.5,4,1.0,0.3,0.0,+1h_+2h,close_reclaim,Close M5 del lado correcto del nivel,first,Primera confirmacion elegible,0.5,all_levels,none,Sin filtro de noticias,1615,0.6192,2.3846,0.4132,0.4132,-9.5997,137.45,0.3412,22.4306,1.0,88.6598,19.4317,0,10355,1,178,14,13,0,"{""2020"": {""N"": 263, ""expectancy"": 0.3371, ""pf"": 2.0611, ""total_r"": 88.6598, ""win_rate"": 0.5932}, ""2021"": {""N"": 272, ""expectancy"": 0.4177, ""pf"": 2.4551, ""total_r"": 113.6135, ""win_rate"": 0.6324}, ""2022"": {""N"": 269, ""expectancy"": 0.4411, ""pf"": 2.366, ""total_r"": 118.6675, ""win_rate"": 0.6059}, ""2023"": {""N"": 270, ""expectancy"": 0.3473, ""pf"": 2.0226, ""total_r"": 93.7668, ""win_rate"": 0.5889}, ""2024"": {""N"": 270, ""expectancy"": 0.5479, ""pf"": 3.3539, ""total_r"": 147.9428, ""win_rate"": 0.6778}, ""2025"": {""N"": 271, ""expectancy"": 0.3864, ""pf"": 2.3267, ""total_r"": 104.7234, ""win_rate"": 0.6162}}","{""asia_h"": {""N"": 248, ""expectancy"": 0.2213, ""pf"": 1.6658, ""total_r"": 54.8817, ""win_rate"": 0.5403}, ""asia_l"": {""N"": 251, ""expectancy"": 0.2184, ""pf"": 1.6047, ""total_r"": 54.828, ""win_rate"": 0.5498}, ""london_h"": {""N"": 259, ""expectancy"": 0.9996, ""pf"": 12.4014, ""total_r"": 258.8972, ""win_rate"": 0.8456}, ""london_l"": {""N"": 295, ""expectancy"": 0.954, ""pf"": 8.7359, ""total_r"": 281.4349, ""win_rate"": 0.8169}, ""pdh"": {""N"": 264, ""expectancy"": 0.0419, ""pf"": 1.0953, ""total_r"": 11.0546, ""win_rate"": 0.4773}, ""pdl"": {""N"": 298, ""expectancy"": 0.0211, ""pf"": 1.0469, ""total_r"": 6.2774, ""win_rate"": 0.4765}}","{""Friday"": {""N"": 301, ""expectancy"": 0.4504, ""pf"": 2.5135, ""total_r"": 135.5813, ""win_rate"": 0.6412}, ""Monday"": {""N"": 378, ""expectancy"": 0.2288, ""pf"": 1.6083, ""total_r"": 86.4991, ""win_rate"": 0.5317}, ""Sunday"": {""N"": 6, ""expectancy"": 0.1643, ""pf"": 1.3774, ""total_r"": 0.9856, ""win_rate"": 0.5}, ""Thursday"": {""N"": 312, ""expectancy"": 0.5124, ""pf"": 3.0567, ""total_r"": 159.8639, ""win_rate"": 0.6603}, ""Tuesday"": {""N"": 311, ""expectancy"": 0.4814, ""pf"": 2.8411, ""total_r"": 149.7146, ""win_rate"": 0.6463}, ""Wednesday"": {""N"": 307, ""expectancy"": 0.4389, ""pf"": 2.5214, ""total_r"": 134.7293, ""win_rate"": 0.6384}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1615, ""expectancy"": 0.4132, ""pf"": 2.3846, ""total_r"": 667.3738, ""win_rate"": 0.6192}, ""outside_post_news_60m"": {""N"": 1615, ""expectancy"": 0.4132, ""pf"": 2.3846, ""total_r"": 667.3738, ""win_rate"": 0.6192}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-9.5997,-19.4317,0.9566037735849057,1.0,0.8443634891722324,0.8785886428890808,0.3749266744468938,0.820848
tp_1p50_timeout_2h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,1.5,2,1.0,0.3,0.0,+1h_+2h,close_reclaim,Close M5 del lado correcto del nivel,first,Primera confirmacion elegible,0.5,all_levels,sweep_plus_minus_30m,Bloqueo por noticia +/-30m alrededor del sweep,1606,0.5971,2.3031,0.3269,0.3269,-7.3401,87.87,0.5355,22.3056,1.0,60.5028,18.4081,824,9546,1,172,14,13,0,"{""2020"": {""N"": 261, ""expectancy"": 0.2318, ""pf"": 1.8456, ""total_r"": 60.5028, ""win_rate"": 0.5594}, ""2021"": {""N"": 271, ""expectancy"": 0.3104, ""pf"": 2.2058, ""total_r"": 84.1238, ""win_rate"": 0.5904}, ""2022"": {""N"": 266, ""expectancy"": 0.3522, ""pf"": 2.3348, ""total_r"": 93.6876, ""win_rate"": 0.5977}, ""2023"": {""N"": 269, ""expectancy"": 0.2865, ""pf"": 2.0214, ""total_r"": 77.0666, ""win_rate"": 0.5502}, ""2024"": {""N"": 268, ""expectancy"": 0.4528, ""pf"": 3.3045, ""total_r"": 121.341, ""win_rate"": 0.6754}, ""2025"": {""N"": 271, ""expectancy"": 0.3256, ""pf"": 2.3952, ""total_r"": 88.237, ""win_rate"": 0.6089}}","{""asia_h"": {""N"": 248, ""expectancy"": 0.1537, ""pf"": 1.5741, ""total_r"": 38.1194, ""win_rate"": 0.5282}, ""asia_l"": {""N"": 258, ""expectancy"": 0.1748, ""pf"": 1.6177, ""total_r"": 45.0889, ""win_rate"": 0.5233}, ""london_h"": {""N"": 253, ""expectancy"": 0.8023, ""pf"": 10.0678, ""total_r"": 202.9939, ""win_rate"": 0.7905}, ""london_l"": {""N"": 283, ""expectancy"": 0.8388, ""pf"": 10.5899, ""total_r"": 237.3888, ""win_rate"": 0.8163}, ""pdh"": {""N"": 267, ""expectancy"": -0.0068, ""pf"": 0.9822, ""total_r"": -1.8263, ""win_rate"": 0.4419}, ""pdl"": {""N"": 297, ""expectancy"": 0.0108, ""pf"": 1.028, ""total_r"": 3.1941, ""win_rate"": 0.4848}}","{""Friday"": {""N"": 300, ""expectancy"": 0.3695, ""pf"": 2.6266, ""total_r"": 110.8377, ""win_rate"": 0.6167}, ""Monday"": {""N"": 377, ""expectancy"": 0.1974, ""pf"": 1.6249, ""total_r"": 74.4173, ""win_rate"": 0.5464}, ""Sunday"": {""N"": 6, ""expectancy"": 0.0742, ""pf"": 1.1974, ""total_r"": 0.4449, ""win_rate"": 0.3333}, ""Thursday"": {""N"": 306, ""expectancy"": 0.3983, ""pf"": 2.9401, ""total_r"": 121.8785, ""win_rate"": 0.6275}, ""Tuesday"": {""N"": 311, ""expectancy"": 0.356, ""pf"": 2.5233, ""total_r"": 110.7108, ""win_rate"": 0.6174}, ""Wednesday"": {""N"": 306, ""expectancy"": 0.3486, ""pf"": 2.3697, ""total_r"": 106.6696, ""win_rate"": 0.5948}}","{""near_news_30m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}, ""outside_news_30m"": {""N"": 1606, ""expectancy"": 0.3269, ""pf"": 2.3031, ""total_r"": 524.9588, ""win_rate"": 0.5971}, ""outside_post_news_60m"": {""N"": 1606, ""expectancy"": 0.3269, ""pf"": 2.3031, ""total_r"": 524.9588, ""win_rate"": 0.5971}, ""post_news_60m"": {""N"": 0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_r"": 0.0, ""win_rate"": 0.0}}",-7.3401,-18.4081,0.939622641509434,1.0,0.6697024893746206,0.9421317712829829,0.4381317575286046,0.817451
