trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,exit_price,exit_time,pnl_r_base,pnl_r_net_ftmo,commission_r
N/A,2017-02-01T12:42:00+00:00,SHORT,1.07968,1.07968,1.0780699999999996,11.500000000001998,SL,1.07968,2017-02-01T12:42:03.016000+00:00,-1.0,-1.0435,0.0435
N/A,2017-02-02T15:06:00+00:00,SHORT,1.08116,1.08116,1.0799559999999997,8.600000000003,SL,1.08116,2017-02-02T15:06:00.242000+00:00,-1.0,-1.0581,0.0581
N/A,2017-02-03T13:00:00+00:00,SHORT,1.07379,1.07379,1.0684839999999998,37.900000000001,SL,1.07379,2017-02-03T13:01:50.792000+00:00,-1.0,-1.0132,0.0132
N/A,2017-02-06T12:06:00+00:00,SHORT,1.0743,1.0729299999999995,1.0762180000000006,13.700000000003,TP,1.0762180000000006,2017-02-06T12:06:00.629000+00:00,1.4,1.3635,0.0365
N/A,2017-02-07T18:42:00+00:00,SHORT,1.06949,1.06949,1.0677819999999998,12.200000000002001,SL,1.06949,2017-02-07T18:42:01.656000+00:00,-1.0,-1.041,0.041
N/A,2017-02-08T12:06:00+00:00,SHORT,1.06513,1.06513,1.0660120000000002,6.300000000001,TP,1.0660120000000002,2017-02-08T12:06:02.803000+00:00,1.4,1.3206,0.0794
N/A,2017-02-09T14:54:00+00:00,SHORT,1.06717,1.06717,1.0639079999999996,23.300000000001,SL,1.06717,2017-02-09T14:54:02.939000+00:00,-1.0,-1.0215,0.0215
N/A,2017-02-10T14:30:00+00:00,SHORT,1.06186,1.06186,1.0635260000000004,11.900000000002,TP,1.0635260000000004,2017-02-10T14:30:00.162000+00:00,1.4,1.358,0.042
N/A,2017-02-13T12:54:00+00:00,SHORT,1.06323,1.06323,1.0610459999999995,15.600000000002,SL,1.06323,2017-02-13T12:54:01.812000+00:00,-1.0,-1.0321,0.0321
N/A,2017-02-14T16:06:00+00:00,SHORT,1.05773,1.0559799999999997,1.0601800000000006,17.500000000003,TP,1.0601800000000006,2017-02-14T16:06:00.171000+00:00,1.4,1.3714,0.0286
N/A,2017-02-15T14:03:00+00:00,SHORT,1.05406,1.05406,1.0554880000000004,10.200000000002,TP,1.0554880000000004,2017-02-15T14:03:00.066000+00:00,1.4,1.351,0.049
N/A,2017-02-16T14:21:00+00:00,SHORT,1.06461,1.06461,1.0665840000000006,14.100000000003,TP,1.0665840000000006,2017-02-16T14:21:00.454000+00:00,1.4,1.3645,0.0355
N/A,2017-02-17T16:03:00+00:00,SHORT,1.06227,1.06227,1.0605759999999995,12.100000000001002,SL,1.06227,2017-02-17T16:03:00.484000+00:00,-1.0,-1.0413,0.0413
N/A,2017-02-22T16:51:00+00:00,SHORT,1.0549,1.0549,1.0573640000000002,17.600000000002,TP,1.0573640000000002,2017-02-22T16:51:05.855000+00:00,1.4,1.3716,0.0284
N/A,2017-02-23T14:15:00+00:00,SHORT,1.05751,1.05889,1.0555779999999997,13.800000000000999,SL,1.05889,2017-02-23T15:49:07.476000+00:00,-1.0,-1.0362,0.0362
N/A,2017-02-24T14:06:00+00:00,SHORT,1.06005,1.06005,1.0578659999999995,15.600000000002,SL,1.06005,2017-02-24T14:06:00.520000+00:00,-1.0,-1.0321,0.0321
N/A,2017-02-27T15:57:00+00:00,SHORT,1.06136,1.06136,1.0650980000000003,26.700000000003,TP,1.0650980000000003,2017-02-27T15:57:04.665000+00:00,1.4,1.3813,0.0187
N/A,2017-02-28T12:33:00+00:00,SHORT,1.05928,1.05928,1.057306,14.100000000001,SL,1.05928,2017-02-28T12:33:00.132000+00:00,-1.0,-1.0355,0.0355
