pair,month,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022-01,8,2,6,25.0,-5.506259886308139,-5506.259886308139,-0.6882824857885174,4.3336298552832355,0.22551577947322662
EURUSD,2022-02,5,3,2,60.0,0.4271957996356184,427.1957996356182,0.08543915992712367,1.1213976213467214,1.1957023681528998
EURUSD,2022-03,8,2,6,25.0,-3.977048923119117,-3977.0489231191177,-0.49713111538988963,3.837650287628088,0.3109148372729109
EURUSD,2022-04,6,3,3,50.0,-0.734337136456154,-734.337136456154,-0.12238952274269232,2.1942314948556496,0.7839109365808024
EURUSD,2022-05,5,3,2,60.0,0.5369002356270879,536.9002356270879,0.10738004712541757,1.0946497917095417,1.2483869945091657
EURUSD,2022-06,7,1,6,14.285714285714285,-5.780938030406533,-5780.9380304065335,-0.8258482900580761,4.7304964071656075,0.13326818404581914
EURUSD,2022-07,3,1,2,33.33333333333333,-1.267953405816057,-1267.953405816057,-0.42265113527201903,1.1220304415256313,0.41803170580995763
EURUSD,2022-08,9,2,7,22.22222222222222,-6.102763235044595,-6102.763235044595,-0.6780848038938438,5.032848164219379,0.22288382968149156
EURUSD,2022-09,5,2,3,40.0,-1.9616685239137794,-1961.6685239137794,-0.39233370478275587,2.7923969322642717,0.3914405754939459
EURUSD,2022-10,11,6,5,54.54545454545454,0.17070169111927735,170.70169111927692,0.015518335556297941,4.332234440085463,1.0316922553574284
EURUSD,2022-11,4,2,2,50.0,-0.36879417976928963,-368.7941797692896,-0.09219854494232241,1.0776725899942212,0.8335454176031192
EURUSD,2022-12,7,5,2,71.42857142857143,2.309325694324432,2309.3256943244323,0.329903670617776,1.8258345807413041,2.2423148683072336
EURUSD,2023-01,2,1,1,50.0,-0.23055199493894607,-230.5519949389461,-0.11527599746947303,0.0,0.7877709948081845
EURUSD,2023-02,4,2,2,50.0,-0.4363250705506687,-436.32507055066844,-0.10908126763766718,2.2005527108112957,0.8052336731278958
EURUSD,2023-03,4,4,0,100.0,3.4203990099807693,3420.3990099807693,0.8550997524951923,0.0,inf
EURUSD,2023-04,5,1,4,20.0,-3.902947448762542,-3902.947448762541,-0.7805894897525084,2.764456797432743,0.17011830891895535
EURUSD,2023-05,6,4,2,66.66666666666666,1.0500324985965173,1050.0324985965171,0.17500541643275289,1.1676174557816494,1.449444411367991
EURUSD,2023-06,4,3,1,75.0,1.741413605248748,1741.4136052487484,0.435353401312187,0.7078170674934594,3.4397275123058777
EURUSD,2023-07,7,3,4,42.857142857142854,-2.240062119932337,-2240.062119932337,-0.3200088742760481,3.8984502019736937,0.5318390488938415
EURUSD,2023-09,6,3,3,50.0,-0.9264730487207683,-926.4730487207682,-0.15441217478679473,1.4176366294707508,0.7304696668661502
EURUSD,2023-10,7,3,4,42.857142857142854,-1.8791888253647815,-1879.188825364782,-0.2684555464806831,2.2833953353384286,0.582793605041959
EURUSD,2023-11,6,3,3,50.0,-0.9727160055589261,-972.7160055589261,-0.16211933425982103,2.3667320712765285,0.725522978889992
EURUSD,2023-12,4,2,2,50.0,-0.6011063353514838,-601.1063353514842,-0.15027658383787096,2.30885017159895,0.7419291561602135
EURUSD,2024-01,5,2,3,40.0,-1.2052684893791432,-1205.2684893791434,-0.24105369787582864,2.9105787818028657,0.5930485780611371
EURUSD,2024-02,5,3,2,60.0,-0.010097732658899905,-10.097732658899872,-0.002019546531779981,1.1791078136691273,0.9957594346434421
EURUSD,2024-03,5,0,5,0.0,-5.661589898481973,-5661.589898481972,-1.1323179796963945,4.509486022889103,0.0
EURUSD,2024-04,5,4,1,80.0,2.161730760647194,2161.7307606471936,0.43234615212943883,1.1588991620225713,2.8487197708464542
EURUSD,2024-05,4,3,1,75.0,1.1653638105929303,1165.3638105929303,0.29134095264823257,1.1386673166534866,2.0079380078888076
EURUSD,2024-06,6,2,4,33.33333333333333,-3.393645518563516,-3393.645518563516,-0.5656075864272526,2.454497304507811,0.3002000743742567
EURUSD,2024-07,6,2,4,33.33333333333333,-3.3360502841274147,-3336.0502841274147,-0.5560083806879025,4.736041631327051,0.3058055081296885
