pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,12,7,5,-1870.003094195119,0.5062031844315781
EURUSD,2023,14,7,7,-2970.9109724155187,0.2650639648745085
EURUSD,2024,7,3,4,-1722.7243214619295,0.07918387031570569
EURUSD,2025,10,9,1,893.7068923850342,2.985090142561088
