pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2020,8,4,4,-1093.8479707965112,0.5617546116343185
GBPUSD,2020,7,2,5,-2839.7059329967324,0.2763946417968824
USDJPY,2020,10,6,4,-876.3089290150651,0.6141909951546031
