pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2020-01,8,4,4,-1287.2976265047068,0.39983303368531353
USDCHF,2020-02,8,3,5,-2211.9479189463086,0.2912223928882726
USDCHF,2020-03,8,5,3,-466.13010265940306,0.8601138646392921
USDCHF,2020-04,9,6,3,772.6838757122871,1.3051669055448598
USDCHF,2020-05,4,1,3,-1944.5504032939793,0.020670452671285252
USDCHF,2020-06,11,4,7,-2788.1534116896432,0.38674829913535347
USDCHF,2020-07,13,8,5,-1897.303743514521,0.48184464895238766
USDCHF,2020-08,7,2,5,-1465.6077612287036,0.42730119043477066
USDCHF,2020-09,11,4,7,-3294.764350999089,0.3119531541789365
USDCHF,2020-10,13,5,8,-3876.0581662228624,0.1257111960478929
USDCHF,2020-11,8,1,7,-4225.894938971822,0.03439693309392963
USDCHF,2020-12,11,6,5,-1949.3416897160957,0.42411638124251677
USDCHF,2021-01,15,5,10,-3743.077326451288,0.21672760040307118
USDCHF,2021-02,11,4,7,-2533.3661087798046,0.18797535844339133
USDCHF,2021-03,14,8,6,-1585.957264940227,0.47779901128474567
USDCHF,2021-04,8,2,6,-2623.4909533304344,0.11422528779120013
USDCHF,2021-05,4,1,3,-1287.60893881621,0.05322317099998076
USDCHF,2021-06,13,5,8,-2512.3274860280103,0.11621481577459852
USDCHF,2021-07,10,5,5,-1658.3880417646426,0.17458331311093564
USDCHF,2021-08,8,3,5,-1592.9730606863739,0.11681004542372737
USDCHF,2021-09,8,4,4,-1671.7019175928137,0.2336150405755148
USDCHF,2021-10,10,5,5,-282.3569304649519,0.8000275984087157
USDCHF,2021-11,7,2,5,-2270.344817862348,0.06806992317650118
USDCHF,2021-12,7,3,4,-1099.5913974522948,0.30067046604285846
