config_id,N_train,PF_train,N_val,PF_val,Total_R
V49_7B_0532,37,0.53,0,0.0,-14.57
V49_7B_0533,54,0.56,0,0.0,-21.11
V49_7B_0534,46,0.69,0,0.0,-11.16
V49_7B_0535,71,0.74,0,0.0,-15.42
V49_7B_0536,62,0.57,0,0.0,-22.97
V49_7B_0537,37,0.59,0,0.0,-12.13
V49_7B_0538,37,0.59,0,0.0,-11.96
V49_7B_0539,39,0.57,0,0.0,-12.71
V49_7B_0540,48,0.74,0,0.0,-8.85
V49_7B_0541,30,0.54,0,0.0,-11.34
V49_7B_0542,37,0.85,0,0.0,-4.6
V49_7B_0543,56,0.52,0,0.0,-22.96
V49_7B_0544,37,0.39,0,0.0,-19.06
V49_7B_0545,90,0.83,0,0.0,-11.79
V49_7B_0546,31,0.49,0,0.0,-12.4
V49_7B_0547,30,0.54,0,0.0,-11.84
V49_7B_0548,32,0.62,0,0.0,-9.11
V49_7B_0549,59,0.58,0,0.0,-20.42
V49_7B_0550,33,0.64,0,0.0,-10.3
V49_7B_0551,58,0.63,0,0.0,-16.32
V49_7B_0552,78,0.68,0,0.0,-21.05
V49_7B_0553,63,0.71,0,0.0,-15.18
V49_7B_0554,33,0.41,0,0.0,-17.37
V49_7B_0555,63,0.58,0,0.0,-22.93
V49_7B_0556,26,0.94,0,0.0,-1.22
V49_7B_0557,92,0.58,0,0.0,-34.84
V49_7B_0558,73,0.71,0,0.0,-16.38
V49_7B_0559,33,0.72,0,0.0,-7.31
V49_7B_0560,49,0.65,0,0.0,-12.87
V49_7B_0561,96,0.59,0,0.0,-30.08
V49_7B_0562,43,0.41,0,0.0,-24.53
V49_7B_0563,67,0.47,0,0.0,-29.19
V49_7B_0564,55,0.63,0,0.0,-15.46
V49_7B_0565,48,0.72,0,0.0,-11.01
V49_7B_0566,54,0.61,0,0.0,-17.43
V49_7B_0567,33,0.51,0,0.0,-13.64
V49_7B_0568,35,0.45,0,0.0,-17.12
V49_7B_0569,42,0.65,0,0.0,-11.29
V49_7B_0570,41,0.59,0,0.0,-12.83
V49_7B_0571,63,0.65,0,0.0,-17.66
V49_7B_0572,41,0.66,0,0.0,-9.91
V49_7B_0573,50,0.67,0,0.0,-13.04
V49_7B_0574,53,0.72,0,0.0,-11.98
V49_7B_0575,48,0.68,0,0.0,-11.02
V49_7B_0576,33,0.45,0,0.0,-14.53
V49_7B_0577,35,0.56,0,0.0,-13.62
V49_7B_0578,58,0.76,0,0.0,-9.15
V49_7B_0579,37,0.61,0,0.0,-11.07
V49_7B_0580,41,0.72,0,0.0,-9.6
V49_7B_0581,49,0.8,0,0.0,-7.44
V49_7B_0582,55,0.65,0,0.0,-16.64
V49_7B_0583,103,0.73,0,0.0,-22.18
V49_7B_0584,37,1.01,0,0.0,0.43
V49_7B_0585,54,0.62,0,0.0,-15.2
V49_7B_0586,53,0.87,0,0.0,-4.97
V49_7B_0587,45,0.74,0,0.0,-8.62
V49_7B_0588,63,0.56,0,0.0,-25.15
V49_7B_0589,103,0.73,0,0.0,-22.98
V49_7B_0590,37,0.62,0,0.0,-11.73
V49_7B_0591,59,0.57,0,0.0,-19.44
V49_7B_0592,48,0.67,0,0.0,-11.52
V49_7B_0593,114,0.78,0,0.0,-20.19
V49_7B_0594,35,0.64,0,0.0,-9.51
V49_7B_0595,49,0.48,0,0.0,-20.91
V49_7B_0596,87,0.6,0,0.0,-26.25
V49_7B_0597,57,0.57,0,0.0,-18.52
V49_7B_0598,50,0.56,0,0.0,-17.18
V49_7B_0599,114,0.73,0,0.0,-23.19
V49_7B_0600,66,0.9,0,0.0,-5.06
V49_7B_0601,67,0.62,0,0.0,-18.78
V49_7B_0602,48,0.57,0,0.0,-17.17
V49_7B_0603,24,0.49,0,0.0,-10.83
V49_7B_0604,57,0.63,0,0.0,-17.59
V49_7B_0605,90,0.7,0,0.0,-18.95
V49_7B_0606,41,0.58,0,0.0,-14.49
V49_7B_0607,88,0.63,0,0.0,-24.25
V49_7B_0608,55,0.56,0,0.0,-18.43
V49_7B_0609,32,0.61,0,0.0,-10.29
V49_7B_0610,100,0.8,0,0.0,-14.7
V49_7B_0611,34,0.67,0,0.0,-8.05
V49_7B_0612,51,0.76,0,0.0,-10.19
V49_7B_0613,37,0.83,0,0.0,-5.0
V49_7B_0614,44,0.64,0,0.0,-13.39
V49_7B_0615,68,0.8,0,0.0,-9.84
V49_7B_0616,55,0.65,0,0.0,-15.44
V49_7B_0617,100,0.85,0,0.0,-11.45
V49_7B_0618,46,0.93,0,0.0,-2.43
V49_7B_0619,78,0.62,0,0.0,-23.71
V49_7B_0620,28,0.66,0,0.0,-7.84
V49_7B_0621,87,0.57,0,0.0,-28.52
V49_7B_0622,76,0.65,0,0.0,-21.27
V49_7B_0623,88,0.78,0,0.0,-15.2
V49_7B_0624,22,0.43,0,0.0,-10.99
V49_7B_0625,35,0.45,0,0.0,-17.42
V49_7B_0626,38,0.49,0,0.0,-15.81
V49_7B_0627,73,0.69,0,0.0,-16.01
V49_7B_0628,55,0.65,0,0.0,-15.72
V49_7B_0629,44,0.46,0,0.0,-19.15
V49_7B_0630,37,0.97,0,0.0,-0.84
V49_7B_0631,36,0.64,0,0.0,-10.02
V49_7B_0632,49,0.67,0,0.0,-11.64
V49_7B_0633,34,0.55,0,0.0,-12.87
V49_7B_0634,64,0.67,0,0.0,-14.91
V49_7B_0635,32,0.77,0,0.0,-5.46
V49_7B_0636,39,0.45,0,0.0,-17.54
V49_7B_0637,38,0.56,0,0.0,-14.15
V49_7B_0638,42,0.53,0,0.0,-15.57
V49_7B_0639,60,0.67,0,0.0,-14.51
V49_7B_0640,100,0.66,0,0.0,-27.26
V49_7B_0641,73,0.64,0,0.0,-20.49
V49_7B_0642,26,0.74,0,0.0,-5.34
V49_7B_0643,45,0.66,0,0.0,-11.07
V49_7B_0644,48,0.58,0,0.0,-17.78
V49_7B_0645,49,0.74,0,0.0,-10.01
V49_7B_0646,51,0.59,0,0.0,-15.79
V49_7B_0647,88,0.57,0,0.0,-29.34
V49_7B_0648,63,0.71,0,0.0,-15.33
V49_7B_0649,76,0.76,0,0.0,-14.98
V49_7B_0650,35,0.44,0,0.0,-15.92
V49_7B_0651,37,0.72,0,0.0,-8.24
V49_7B_0652,67,0.63,0,0.0,-18.72
V49_7B_0653,45,0.82,0,0.0,-6.34
V49_7B_0654,37,0.49,0,0.0,-16.85
V49_7B_0655,31,0.7,0,0.0,-6.63
V49_7B_0656,50,0.54,0,0.0,-19.3
V49_7B_0657,53,0.67,0,0.0,-13.69
V49_7B_0658,41,0.63,0,0.0,-12.57
V49_7B_0659,87,0.6,0,0.0,-29.75
V49_7B_0660,54,0.7,0,0.0,-13.23
V49_7B_0661,31,0.43,0,0.0,-16.26
V49_7B_0662,45,0.86,0,0.0,-5.22
V49_7B_0663,48,0.69,0,0.0,-10.5
V49_7B_0664,77,0.59,0,0.0,-24.22
V49_7B_0665,54,0.75,0,0.0,-11.3
V49_7B_0666,24,0.64,0,0.0,-7.35
V49_7B_0667,38,0.67,0,0.0,-10.63
V49_7B_0668,49,0.45,0,0.0,-22.06
V49_7B_0669,33,0.47,0,0.0,-13.98
V49_7B_0670,59,0.56,0,0.0,-21.48
V49_7B_0671,55,0.54,0,0.0,-20.5
V49_7B_0672,39,0.58,0,0.0,-14.54
V49_7B_0673,61,0.65,0,0.0,-15.42
V49_7B_0674,114,0.65,0,0.0,-28.63
V49_7B_0675,54,0.77,0,0.0,-10.43
V49_7B_0676,33,0.73,0,0.0,-7.37
V49_7B_0677,55,0.55,0,0.0,-22.62
V49_7B_0678,38,0.43,0,0.0,-17.59
V49_7B_0679,37,0.62,0,0.0,-10.23
V49_7B_0680,62,0.65,0,0.0,-17.54
V49_7B_0681,24,0.51,0,0.0,-9.85
V49_7B_0682,31,0.42,0,0.0,-15.36
V49_7B_0683,35,0.89,0,0.0,-3.03
V49_7B_0684,49,0.86,0,0.0,-4.44
V49_7B_0685,85,0.71,0,0.0,-20.34
V49_7B_0686,73,0.74,0,0.0,-13.41
V49_7B_0687,59,0.62,0,0.0,-18.6
V49_7B_0688,85,0.6,0,0.0,-25.12
V49_7B_0689,25,0.58,0,0.0,-8.76
V49_7B_0690,44,0.49,0,0.0,-17.87
V49_7B_0691,67,0.7,0,0.0,-16.04
V49_7B_0692,51,0.62,0,0.0,-14.27
V49_7B_0693,48,0.84,0,0.0,-5.85
V49_7B_0694,59,0.53,0,0.0,-24.51
V49_7B_0695,54,0.68,0,0.0,-12.42
V49_7B_0696,41,0.76,0,0.0,-8.05
V49_7B_0697,45,0.89,0,0.0,-3.41
V49_7B_0698,82,0.61,0,0.0,-25.4
V49_7B_0699,73,0.7,0,0.0,-16.51
V49_7B_0700,31,0.5,0,0.0,-12.51
V49_7B_0701,23,0.63,0,0.0,-6.8
V49_7B_0702,59,0.64,0,0.0,-15.78
V49_7B_0703,36,0.6,0,0.0,-11.86
V49_7B_0704,39,0.5,0,0.0,-17.14
V49_7B_0705,38,0.7,0,0.0,-9.65
V49_7B_0706,49,0.4,0,0.0,-26.41
V49_7B_0707,88,0.71,0,0.0,-21.1
V49_7B_0708,50,0.49,0,0.0,-19.97
V49_7B_0709,55,0.62,0,0.0,-15.47
V49_7B_0710,68,0.66,0,0.0,-17.03
V49_7B_0711,63,0.58,0,0.0,-19.95
V49_7B_0712,33,0.62,0,0.0,-10.37
V49_7B_0713,49,0.64,0,0.0,-12.66
V49_7B_0714,38,0.54,0,0.0,-13.65
V49_7B_0715,26,0.68,0,0.0,-6.01
V49_7B_0716,47,0.76,0,0.0,-9.33
V49_7B_0717,30,0.47,0,0.0,-13.97
V49_7B_0718,40,0.8,0,0.0,-6.57
V49_7B_0719,49,0.72,0,0.0,-10.2
V49_7B_0720,54,0.67,0,0.0,-12.93
V49_7B_0721,40,0.67,0,0.0,-11.82
V49_7B_0722,71,0.66,0,0.0,-21.25
V49_7B_0723,47,0.57,0,0.0,-15.25
V49_7B_0724,103,0.62,0,0.0,-30.56
V49_7B_0725,31,0.7,0,0.0,-7.42
V49_7B_0726,36,0.62,0,0.0,-12.29
V49_7B_0727,36,0.81,0,0.0,-5.57
V49_7B_0728,87,0.52,0,0.0,-32.44
V49_7B_0729,55,0.57,0,0.0,-18.22
V49_7B_0730,59,0.72,0,0.0,-11.76
V49_7B_0731,59,0.6,0,0.0,-19.35
V49_7B_0732,47,0.63,0,0.0,-12.93
V49_7B_0733,33,0.51,0,0.0,-14.37
V49_7B_0734,37,1.01,0,0.0,0.25
V49_7B_0735,63,0.53,0,0.0,-24.91
V49_7B_0736,59,0.72,0,0.0,-13.57
V49_7B_0737,46,0.67,0,0.0,-12.18
V49_7B_0738,31,0.42,0,0.0,-15.76
V49_7B_0739,50,0.61,0,0.0,-16.14
V49_7B_0740,64,0.41,0,0.0,-34.0
V49_7B_0741,69,0.65,0,0.0,-17.69
V49_7B_0742,31,0.86,0,0.0,-3.68
V49_7B_0743,49,0.61,0,0.0,-17.01
V49_7B_0744,49,0.74,0,0.0,-10.17
V49_7B_0745,35,0.76,0,0.0,-6.51
V49_7B_0746,61,0.58,0,0.0,-19.7
V49_7B_0747,88,0.8,0,0.0,-13.9
V49_7B_0748,46,0.72,0,0.0,-9.16
V49_7B_0749,49,0.93,0,0.0,-2.42
V49_7B_0750,29,0.45,0,0.0,-12.69
V49_7B_0751,33,0.84,0,0.0,-3.86
V49_7B_0752,65,0.56,0,0.0,-22.63
V49_7B_0753,61,0.59,0,0.0,-19.6
V49_7B_0754,37,0.71,0,0.0,-8.05
V49_7B_0755,53,0.63,0,0.0,-14.54
V49_7B_0756,76,0.6,0,0.0,-25.92
V49_7B_0757,49,1.07,0,0.0,2.65
V49_7B_0758,70,0.63,0,0.0,-19.68
V49_7B_0759,50,0.76,0,0.0,-9.72
V49_7B_0760,53,0.66,0,0.0,-14.49
V49_7B_0761,50,0.69,0,0.0,-13.14
V49_7B_0762,49,0.61,0,0.0,-17.11
V49_7B_0763,41,0.82,0,0.0,-5.98
V49_7B_0764,58,0.71,0,0.0,-13.6
V49_7B_0765,59,0.56,0,0.0,-24.01
V49_7B_0766,43,0.65,0,0.0,-12.55
V49_7B_0767,69,0.78,0,0.0,-12.2
V49_7B_0768,23,0.81,0,0.0,-3.46
V49_7B_0769,46,0.62,0,0.0,-14.44
V49_7B_0770,70,0.66,0,0.0,-17.07
V49_7B_0771,23,0.65,0,0.0,-6.46
V49_7B_0772,76,0.76,0,0.0,-14.87
V49_7B_0773,44,0.81,0,0.0,-6.58
V49_7B_0774,55,0.66,0,0.0,-15.21
V49_7B_0775,76,0.61,0,0.0,-24.23
V49_7B_0776,45,0.68,0,0.0,-10.17
V49_7B_0777,48,0.55,0,0.0,-18.49
V49_7B_0778,43,0.61,0,0.0,-13.9
V49_7B_0779,96,0.6,0,0.0,-32.58
V49_7B_0780,54,0.74,0,0.0,-11.14
V49_7B_0781,67,0.36,0,0.0,-40.69
V49_7B_0782,70,0.68,0,0.0,-18.68
V49_7B_0783,59,0.57,0,0.0,-19.48
V49_7B_0784,76,0.63,0,0.0,-20.77
V49_7B_0785,70,0.59,0,0.0,-25.16
V49_7B_0786,76,0.66,0,0.0,-20.99
V49_7B_0787,65,0.74,0,0.0,-13.84
V49_7B_0788,57,0.52,0,0.0,-22.9
V49_7B_0789,36,0.51,0,0.0,-13.97
V49_7B_0790,91,0.54,0,0.0,-32.21
V49_7B_0791,69,0.68,0,0.0,-19.62
V49_7B_0792,49,0.79,0,0.0,-6.92
V49_7B_0793,55,0.59,0,0.0,-17.34
V49_7B_0794,42,0.51,0,0.0,-18.13
V49_7B_0795,42,0.67,0,0.0,-11.27
V49_7B_0796,41,0.71,0,0.0,-8.85
V49_7B_0797,48,0.87,0,0.0,-4.88
V49_7B_0798,71,0.79,0,0.0,-12.05
V49_7B_0799,76,0.58,0,0.0,-29.42
V49_7B_0800,90,0.85,0,0.0,-10.61
