trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2018-05-01T11:30:00+00:00,SHORT,1.20252,1.20252,1.2012459999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-02T14:36:00+00:00,SHORT,1.19617,1.19617,1.1938319999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-03T14:06:00+00:00,SHORT,1.19681,1.19681,1.1944439999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-04T12:33:00+00:00,SHORT,1.19867,1.1951799999999997,1.2035560000000003,34.9,TP,1.4,1.3857,0.0143,YES,NONE
N/A,2018-05-08T11:36:00+00:00,SHORT,1.18705,1.1860699999999995,1.1884220000000003,9.8,TP,1.4,1.349,0.051,YES,NONE
N/A,2018-05-09T14:42:00+00:00,SHORT,1.18752,1.18752,1.1860919999999997,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-05-10T13:42:00+00:00,SHORT,1.19213,1.19213,1.1884899999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-11T13:21:00+00:00,SHORT,1.19603,1.19603,1.1980740000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-05-14T12:30:00+00:00,SHORT,1.1982,1.1993900000000002,1.1965339999999995,11.9,SL,-1.0,-1.042,0.042,YES,NONE
N/A,2018-05-15T11:00:00+00:00,SHORT,1.19137,1.19137,1.1905999999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-16T12:15:00+00:00,SHORT,1.17774,1.17774,1.175906,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-18T11:54:00+00:00,SHORT,1.17874,1.1771599999999998,1.180952,15.8,TP,1.4,1.3684,0.0316,YES,NONE
N/A,2018-05-21T14:15:00+00:00,SHORT,1.17618,1.17618,1.1738979999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-22T12:03:00+00:00,SHORT,1.18023,1.18023,1.1787319999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-23T12:15:00+00:00,SHORT,1.17117,1.1695799999999998,1.1733960000000003,15.9,TP,1.4,1.3686,0.0314,YES,NONE
N/A,2018-05-24T14:42:00+00:00,SHORT,1.17268,1.1751100000000003,1.1692779999999994,24.3,TIME_EXIT,0.2428,0.2222,0.0206,YES,NONE
N/A,2018-05-25T13:09:00+00:00,SHORT,1.16661,1.16661,1.1644959999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-28T11:27:00+00:00,SHORT,1.16371,1.16371,1.1607279999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-05-30T15:03:00+00:00,SHORT,1.16191,1.16191,1.1633380000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-05-31T15:06:00+00:00,SHORT,1.16581,1.16581,1.1600419999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
