artifact,exists,size_bytes,row_count,expected_rows,status,notes
R1_V49_BATCH3_CONFIGS.csv,True,8208,101,101,PASSED,
R1_V49_AGGREGATED_CANDIDATE_RANKING.csv,True,14003,501,501,PASSED,
R1_V49_TOP20_CANDIDATES.csv,True,666,21,21,PASSED,
R1_V49_TOP10_CANDIDATES.csv,True,356,11,11,PASSED,
R1_V49_TOP5_FINALISTS.csv,True,202,6,6,PASSED,
