trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2250,2024-10-01T12:15:00+00:00,2024-10-01T13:05:35.306000,SHORT,BE_STOP,0.0,-0.0403,0.0403
2251,2024-10-02T12:15:00+00:00,2024-10-02T13:07:42.614000,SHORT,BE_STOP,0.0,-0.0338,0.0338
2252,2024-10-03T12:03:00+00:00,2024-10-03T12:30:00.317000,SHORT,BE_STOP,0.0,-0.0735,0.0735
2253,2024-10-04T12:09:00+00:00,2024-10-04T12:30:01.146000,SHORT,SL,-1.0,-1.0794,0.0794
2254,2024-10-07T13:54:00+00:00,2024-10-07T14:05:09.883000,LONG,BE_STOP,0.0,-0.0543,0.0543
2255,2024-10-08T11:45:00+00:00,2024-10-08T12:07:34.289000,LONG,BE_STOP,0.0,-0.0676,0.0676
2256,2024-10-09T11:27:00+00:00,2024-10-09T13:03:11.641000,SHORT,TP,1.4,1.3074,0.0926
2257,2024-10-10T14:06:00+00:00,2024-10-10T14:31:43.474000,SHORT,TP,1.4,1.3515,0.0485
2258,2024-10-11T11:15:00+00:00,2024-10-11T12:07:05.403000,SHORT,SL,-1.0,-1.0725,0.0725
2259,2024-10-14T12:36:00+00:00,2024-10-14T13:44:45.098000,SHORT,SL,-1.0,-1.0538,0.0538
2260,2024-10-15T13:24:00+00:00,2024-10-15T14:40:43.037000,SHORT,TP,1.4,1.3351,0.0649
2261,2024-10-16T12:36:00+00:00,2024-10-16T13:16:03.178000,SHORT,BE_STOP,0.0,-0.0515,0.0515
2262,2024-10-17T11:54:00+00:00,2024-10-17T12:15:03.404000,SHORT,BE_STOP,0.0,-0.1,0.1
2263,2024-10-18T11:54:00+00:00,2024-10-18T12:32:20.531000,SHORT,SL,-1.0,-1.0758,0.0758
2264,2024-10-21T14:21:00+00:00,2024-10-21T15:08:09.884000,SHORT,TP,1.4,1.3425,0.0575
2265,2024-10-22T12:00:00+00:00,2024-10-22T12:02:26.441000,SHORT,BE_STOP,0.0,-0.1282,0.1282
2266,2024-10-23T20:12:00+00:00,2024-10-23T20:53:23.730000,SHORT,BE_STOP,0.0,-0.1351,0.1351
2267,2024-10-24T18:27:00+00:00,2024-10-24T19:33:58.348000,SHORT,SL,-1.0,-1.0581,0.0581
2268,2024-10-25T13:30:00+00:00,2024-10-25T15:37:17.303000,SHORT,TP,1.4,1.3545,0.0455
2269,2024-10-28T12:45:00+00:00,2024-10-28T14:53:01.776000,SHORT,SL,-1.0,-1.0365,0.0365
2270,2024-10-29T11:00:00+00:00,2024-10-29T11:33:49.947000,SHORT,BE_STOP,0.0,-0.1042,0.1042
2271,2024-10-30T11:12:00+00:00,2024-10-30T11:51:05.500000,SHORT,TP,1.4,1.3107,0.0893
2272,2024-10-31T18:48:00+00:00,2024-10-31T19:05:03.757000,SHORT,SL,-1.0,-1.0515,0.0515
