pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2022-09,1,1,0,355.3414320663263,inf
USDCHF,2023-01,1,1,0,375.90983366606895,inf
USDCHF,2024-04,1,0,1,-587.194246461852,0.0
USDCHF,2024-10,1,0,1,-685.5776728213084,0.0
USDCHF,2025-03,1,0,1,-506.83283005622116,0.0
