pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,27,14,13,51.85185185185185,-5.545770345773308,-5545.770345773307,-0.2053989016953077,8.25113599561664,0.4915109232287765
EURUSD,2023,32,15,17,46.875,-9.664499184025221,-9664.499184025222,-0.30201559950078816,11.064665815226967,0.37958283703516404
EURUSD,2024,34,16,18,47.05882352941176,-8.98950653083185,-8989.506530831848,-0.2643972509068191,10.240634599490752,0.2821505248007551
EURUSD,2025,30,12,18,40.0,-8.515888684475199,-8515.8886844752,-0.2838629561491733,7.485507242884918,0.3466417001139742
