trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1216,2020-05-04T11:06:00+00:00,2020-05-04T11:20:30.330000,SHORT,BE_STOP,0.0,-0.049,0.049
1217,2020-05-07T13:33:00+00:00,2020-05-07T13:54:38.646000,SHORT,BE_STOP,0.0,-0.0382,0.0382
1218,2020-05-11T15:09:00+00:00,2020-05-11T22:00:17.505000,SHORT,BE_STOP,0.0,-0.0269,0.0269
1219,2020-05-12T11:03:00+00:00,2020-05-12T11:32:32.220000,LONG,BE_STOP,0.0,-0.0714,0.0714
1220,2020-05-13T13:06:00+00:00,2020-05-13T16:21:21.381000,SHORT,TP,1.4,1.3836,0.0164
1222,2020-05-15T14:00:00+00:00,2020-05-15T14:56:21.045000,SHORT,TP,1.4,1.3528,0.0472
1223,2020-05-18T12:06:00+00:00,2020-05-18T12:15:00.955000,LONG,TP,1.4,1.318,0.082
1224,2020-05-19T14:00:00+00:00,2020-05-19T15:06:50.690000,LONG,BE_STOP,0.0,-0.0391,0.0391
1225,2020-05-20T12:33:00+00:00,2020-05-20T13:02:13.749000,SHORT,SL,-1.0,-1.0318,0.0318
1226,2020-05-21T12:39:00+00:00,2020-05-21T12:55:12.312000,SHORT,TP,1.4,1.3444,0.0556
1227,2020-05-25T11:30:00+00:00,2020-05-25T11:56:27.326000,LONG,TP,1.4,1.3254,0.0746
1228,2020-05-26T11:39:00+00:00,2020-05-26T11:53:30.038000,LONG,TP,1.4,1.3468,0.0532
1229,2020-05-27T17:09:00+00:00,2020-05-27T20:35:03.511000,LONG,TP,1.4,1.3669,0.0331
1230,2020-05-28T13:09:00+00:00,2020-05-28T13:15:36.259000,LONG,BE_STOP,0.0,-0.0495,0.0495
1231,2020-05-29T11:54:00+00:00,2020-05-29T12:17:49.347000,SHORT,SL,-1.0,-1.0685,0.0685
