run_id,writer_pid,family_id,config_id,month,signal_time,fill_created,rejection_reason,engine_instance_id,status
bfe49625,7668,F12,F12_RERUN_0039,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0039_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0040,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0040_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0041,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0041_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0042,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0042_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0043,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0043_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0044,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0044_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0045,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0045_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0046,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0046_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0047,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0047_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0048,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0048_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0049,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0049_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0050,2020-03,2020-03-11T15:05:00,True,SIGNAL,bfe49625_F12_RERUN_0050_2020-03,ACCEPTED
bfe49625,7668,F12,F12_RERUN_0001,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0001_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0002,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0002_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0003,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0003_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0004,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0004_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0005,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0005_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0006,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0006_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0007,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0007_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0008,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0008_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0009,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0009_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0010,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0010_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0011,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0011_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0012,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0012_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0013,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0013_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0014,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0014_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0015,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0015_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0016,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0016_2020-03,REJECTED
bfe49625,7668,F12,F12_RERUN_0017,2020-03,2020-03-11T15:10:00,False,BLOCKED_BY_THROTTLER,bfe49625_F12_RERUN_0017_2020-03,REJECTED
