pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022-01,1,0,1,-476.63171413611724,0.0
USDJPY,2022-02,1,1,0,159.79314687119503,inf
USDJPY,2022-04,1,1,0,173.096769267316,inf
USDJPY,2022-06,1,1,0,309.85505401774475,inf
USDJPY,2022-07,1,1,0,388.3686877931056,inf
USDJPY,2022-08,1,1,0,299.4872653727946,inf
USDJPY,2022-09,1,1,0,243.1232487528255,inf
USDJPY,2022-11,1,0,1,-849.1238503915152,0.0
USDJPY,2022-12,1,0,1,-618.898667162261,0.0
USDJPY,2023-02,1,0,1,-967.7289740483707,0.0
USDJPY,2023-03,2,1,1,-677.8303108325931,0.386627277190386
USDJPY,2023-07,2,1,1,-439.08609773194803,0.4900078774363158
USDJPY,2023-08,2,1,1,-317.12840108944926,0.41741552539928667
USDJPY,2023-10,1,0,1,-488.7330483195094,0.0
USDJPY,2024-01,1,0,1,-629.8997172082221,0.0
USDJPY,2024-04,1,0,1,-495.06952937064716,0.0
USDJPY,2024-05,2,1,1,-260.6263647882057,0.21198686122611796
USDJPY,2024-07,1,0,1,-310.4759821086724,0.0
USDJPY,2024-09,1,1,0,307.60653658514855,inf
USDJPY,2025-05,1,0,1,-933.1024219288481,0.0
USDJPY,2025-06,1,0,1,-448.8664536276954,0.0
USDJPY,2025-08,1,1,0,398.88434039444104,inf
USDJPY,2025-11,2,2,0,284.0147567908548,inf
USDJPY,2025-12,1,1,0,125.97036510926588,inf
