trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2018-12-03T15:57:00+00:00,SHORT,1.13468,1.1359500000000002,1.1329019999999994,12.7,SL,-1.0,-1.0394,0.0394,YES,NONE
N/A,2018-12-04T15:21:00+00:00,SHORT,1.13799,1.13799,1.13617,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-12-05T14:12:00+00:00,SHORT,1.13529,1.13529,1.1343239999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-12-06T14:06:00+00:00,SHORT,1.13743,1.13743,1.1398940000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-12-07T12:09:00+00:00,SHORT,1.13783,1.13783,1.1371299999999993,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-12-11T16:33:00+00:00,SHORT,1.13164,1.13164,1.1299319999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-12-12T12:33:00+00:00,SHORT,1.13369,1.13369,1.1354680000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-12-13T14:42:00+00:00,SHORT,1.134,1.1370900000000002,1.1296739999999996,30.9,SL,-1.0,-1.0162,0.0162,YES,NONE
N/A,2018-12-14T17:57:00+00:00,SHORT,1.13008,1.13008,1.1289879999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-12-17T12:18:00+00:00,SHORT,1.13346,1.1354400000000002,1.1306879999999997,19.8,SL,-1.0,-1.0253,0.0253,YES,NONE
N/A,2018-12-18T16:30:00+00:00,SHORT,1.13718,1.1355999999999995,1.1393920000000006,15.8,TP,1.4,1.3684,0.0316,YES,NONE
N/A,2018-12-19T13:30:00+00:00,SHORT,1.13967,1.1407500000000002,1.1381579999999998,10.8,SL,-1.0,-1.0463,0.0463,YES,NONE
N/A,2018-12-20T15:00:00+00:00,SHORT,1.14399,1.14399,1.142548,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-12-21T15:42:00+00:00,SHORT,1.13957,1.13957,1.1415860000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-12-24T12:15:00+00:00,SHORT,1.14013,1.14013,1.1420480000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-12-26T12:30:00+00:00,SHORT,1.13814,1.13814,1.139162,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-12-27T14:30:00+00:00,SHORT,1.14021,1.14021,1.14175,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-12-31T12:00:00+00:00,SHORT,1.14444,1.14444,1.1412899999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
