pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2020-02,1,1,0,105.07468996268801,inf
USDJPY,2020-03,1,0,1,-782.430792016108,0.0
USDJPY,2020-04,2,2,0,1147.6384617677068,inf
USDJPY,2020-05,2,1,1,-331.5503671349992,0.27270073934999683
USDJPY,2020-07,2,0,2,-1040.4467095372704,0.0
USDJPY,2020-08,1,0,1,-497.08204492090493,0.0
USDJPY,2020-09,2,2,0,394.2692434465836,inf
USDJPY,2020-10,2,1,1,-380.34307977239536,0.3305431983771446
USDJPY,2021-01,1,0,1,-805.0038273958493,0.0
USDJPY,2021-03,1,1,0,299.84234308700564,inf
USDJPY,2021-05,1,1,0,1166.3776535453733,inf
USDJPY,2021-06,3,2,1,355.7727279205852,1.575038811150926
USDJPY,2021-08,3,2,1,-408.2577204378903,0.5364497523357922
USDJPY,2021-09,2,0,2,-341.03430666367996,0.0
USDJPY,2021-10,3,3,0,714.9590248779425,inf
USDJPY,2021-12,2,2,0,720.8985560957531,inf
