config_id,level_type,session_window,wick_to_body_min,max_trades_per_day,entry_type,sl_model,target_model
V49_7B_0412,ASIA_HL,07:00-10:00,1.5,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0413,LONDON_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0414,ASIA_HL,08:00-11:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0415,ASIA_HL,07:00-10:00,1.8,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0416,ASIA_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0417,ASIA_HL,07:00-10:00,2.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0418,LONDON_HL,08:00-11:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0419,ASIA_HL,07:00-10:00,3.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0420,ASIA_HL,08:00-11:00,3.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0421,LONDON_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0422,ASIA_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0423,ASIA_HL,08:00-11:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0424,ASIA_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0425,LONDON_HL,09:00-12:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0426,LONDON_HL,08:00-11:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0427,LONDON_HL,07:00-10:00,1.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0428,ASIA_HL,08:00-11:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0429,LONDON_HL,08:00-11:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0430,LONDON_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0431,LONDON_HL,08:00-11:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0432,LONDON_HL,08:00-11:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0433,ASIA_HL,09:00-12:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0434,LONDON_HL,08:00-11:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0435,ASIA_HL,07:00-10:00,2.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0436,LONDON_HL,09:00-12:00,2.5,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0437,ASIA_HL,09:00-12:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0438,ASIA_HL,08:00-11:00,3.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0439,ASIA_HL,07:00-10:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0440,LONDON_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0441,ASIA_HL,07:00-10:00,2.2,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0442,ASIA_HL,08:00-11:00,1.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0443,ASIA_HL,07:00-10:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0444,LONDON_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0445,LONDON_HL,08:00-11:00,1.8,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0446,LONDON_HL,08:00-11:00,2.2,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0447,ASIA_HL,08:00-11:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0448,ASIA_HL,09:00-12:00,1.8,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0449,ASIA_HL,09:00-12:00,3.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0450,LONDON_HL,09:00-12:00,1.8,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0451,LONDON_HL,09:00-12:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0452,LONDON_HL,09:00-12:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0453,LONDON_HL,09:00-12:00,1.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0454,ASIA_HL,08:00-11:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0455,LONDON_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0456,LONDON_HL,08:00-11:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0457,LONDON_HL,08:00-11:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0458,LONDON_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0459,ASIA_HL,09:00-12:00,2.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0460,LONDON_HL,08:00-11:00,2.2,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0461,LONDON_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0462,ASIA_HL,08:00-11:00,2.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0463,LONDON_HL,07:00-10:00,3.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0464,ASIA_HL,08:00-11:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0465,LONDON_HL,07:00-10:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0466,ASIA_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0467,ASIA_HL,09:00-12:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0468,LONDON_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0469,LONDON_HL,08:00-11:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0470,LONDON_HL,08:00-11:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0471,LONDON_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0472,ASIA_HL,08:00-11:00,1.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0473,ASIA_HL,08:00-11:00,2.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0474,LONDON_HL,09:00-12:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0475,ASIA_HL,09:00-12:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0476,LONDON_HL,09:00-12:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0477,LONDON_HL,08:00-11:00,2.2,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0478,LONDON_HL,08:00-11:00,1.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0479,ASIA_HL,08:00-11:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0480,LONDON_HL,08:00-11:00,2.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0481,ASIA_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0482,ASIA_HL,08:00-11:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0483,ASIA_HL,09:00-12:00,1.5,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0484,ASIA_HL,08:00-11:00,2.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0485,LONDON_HL,09:00-12:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0486,LONDON_HL,08:00-11:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0487,LONDON_HL,08:00-11:00,1.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0488,LONDON_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0489,LONDON_HL,08:00-11:00,2.2,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0490,ASIA_HL,07:00-10:00,1.8,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0491,LONDON_HL,09:00-12:00,2.2,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0492,LONDON_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0493,ASIA_HL,09:00-12:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0494,ASIA_HL,09:00-12:00,1.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0495,LONDON_HL,08:00-11:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0496,ASIA_HL,07:00-10:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0497,LONDON_HL,08:00-11:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0498,LONDON_HL,07:00-10:00,1.8,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0499,ASIA_HL,07:00-10:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0500,ASIA_HL,07:00-10:00,3.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0501,ASIA_HL,09:00-12:00,1.8,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0502,LONDON_HL,08:00-11:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0503,LONDON_HL,08:00-11:00,2.0,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0504,LONDON_HL,08:00-11:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0505,ASIA_HL,09:00-12:00,2.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0506,LONDON_HL,07:00-10:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0507,ASIA_HL,08:00-11:00,3.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0508,LONDON_HL,07:00-10:00,2.2,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0509,ASIA_HL,09:00-12:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0510,ASIA_HL,08:00-11:00,1.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0511,ASIA_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0512,ASIA_HL,07:00-10:00,1.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0513,ASIA_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0514,LONDON_HL,07:00-10:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0515,ASIA_HL,08:00-11:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0516,ASIA_HL,07:00-10:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0517,LONDON_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0518,LONDON_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0519,LONDON_HL,08:00-11:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0520,ASIA_HL,09:00-12:00,2.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0521,LONDON_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0522,LONDON_HL,09:00-12:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0523,ASIA_HL,07:00-10:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0524,LONDON_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0525,LONDON_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0526,LONDON_HL,08:00-11:00,1.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0527,LONDON_HL,07:00-10:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0528,ASIA_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0529,LONDON_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0530,LONDON_HL,07:00-10:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0531,LONDON_HL,07:00-10:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0532,LONDON_HL,09:00-12:00,2.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0533,LONDON_HL,09:00-12:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0534,ASIA_HL,08:00-11:00,3.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0535,LONDON_HL,08:00-11:00,3.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0536,ASIA_HL,08:00-11:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0537,LONDON_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0538,ASIA_HL,07:00-10:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0539,LONDON_HL,09:00-12:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0540,LONDON_HL,07:00-10:00,1.8,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0541,ASIA_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0542,ASIA_HL,07:00-10:00,1.8,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0543,LONDON_HL,09:00-12:00,2.2,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0544,ASIA_HL,09:00-12:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0545,LONDON_HL,08:00-11:00,1.8,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0546,ASIA_HL,09:00-12:00,3.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0547,ASIA_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0548,ASIA_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0549,LONDON_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0550,LONDON_HL,09:00-12:00,3.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0551,LONDON_HL,09:00-12:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0552,LONDON_HL,08:00-11:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0553,LONDON_HL,07:00-10:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0554,ASIA_HL,09:00-12:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0555,LONDON_HL,07:00-10:00,2.2,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0556,ASIA_HL,07:00-10:00,3.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0557,LONDON_HL,08:00-11:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0558,LONDON_HL,09:00-12:00,1.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0559,LONDON_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0560,LONDON_HL,09:00-12:00,1.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0561,LONDON_HL,08:00-11:00,2.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0562,ASIA_HL,09:00-12:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0563,ASIA_HL,09:00-12:00,1.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0564,ASIA_HL,08:00-11:00,2.2,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0565,LONDON_HL,07:00-10:00,2.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0566,LONDON_HL,09:00-12:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0567,ASIA_HL,09:00-12:00,1.8,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0568,ASIA_HL,09:00-12:00,2.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0569,ASIA_HL,08:00-11:00,2.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0570,ASIA_HL,08:00-11:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0571,LONDON_HL,07:00-10:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0572,LONDON_HL,09:00-12:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0573,LONDON_HL,09:00-12:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0574,LONDON_HL,09:00-12:00,2.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0575,LONDON_HL,09:00-12:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0576,ASIA_HL,09:00-12:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0577,ASIA_HL,09:00-12:00,2.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0578,LONDON_HL,09:00-12:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0579,ASIA_HL,07:00-10:00,1.8,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0580,ASIA_HL,07:00-10:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0581,ASIA_HL,08:00-11:00,2.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0582,LONDON_HL,07:00-10:00,3.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0583,LONDON_HL,08:00-11:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0584,ASIA_HL,07:00-10:00,1.8,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0585,LONDON_HL,09:00-12:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0586,LONDON_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0587,ASIA_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0588,LONDON_HL,07:00-10:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0589,LONDON_HL,08:00-11:00,1.8,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0590,LONDON_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0591,LONDON_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0592,LONDON_HL,07:00-10:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0593,LONDON_HL,08:00-11:00,1.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0594,ASIA_HL,07:00-10:00,2.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0595,ASIA_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0596,LONDON_HL,07:00-10:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0597,LONDON_HL,08:00-11:00,2.2,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0598,ASIA_HL,08:00-11:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0599,LONDON_HL,08:00-11:00,1.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0600,LONDON_HL,09:00-12:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0601,LONDON_HL,07:00-10:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0602,LONDON_HL,09:00-12:00,2.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0603,ASIA_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0604,ASIA_HL,07:00-10:00,1.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0605,LONDON_HL,08:00-11:00,1.8,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0606,ASIA_HL,07:00-10:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0607,LONDON_HL,07:00-10:00,1.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0608,LONDON_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0609,ASIA_HL,07:00-10:00,3.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0610,LONDON_HL,08:00-11:00,1.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0611,ASIA_HL,07:00-10:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0612,ASIA_HL,07:00-10:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0613,LONDON_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0614,ASIA_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0615,ASIA_HL,08:00-11:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0616,ASIA_HL,08:00-11:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
