config_id,N_train,PF_train,N_val,PF_val,Total_R
V49_7B_0553,21,9.02,0,0.0,12.63
V49_7B_0554,18,0.82,0,0.0,-1.28
V49_7B_0555,21,8.94,0,0.0,12.62
V49_7B_0556,7,99.0,0,0.0,5.47
V49_7B_0557,20,4.93,0,0.0,9.75
V49_7B_0558,73,0.56,0,0.0,-22.55
V49_7B_0559,9,5.28,0,0.0,4.67
V49_7B_0560,49,0.65,0,0.0,-12.87
V49_7B_0561,33,1.6,0,0.0,4.62
V49_7B_0562,14,3.02,0,0.0,3.52
V49_7B_0563,67,0.47,0,0.0,-29.19
V49_7B_0564,20,2.75,0,0.0,4.99
V49_7B_0565,20,2.31,0,0.0,5.48
V49_7B_0566,24,1.89,0,0.0,5.47
V49_7B_0567,18,1.45,0,0.0,2.15
V49_7B_0568,13,3.16,0,0.0,3.61
V49_7B_0569,19,3.75,0,0.0,9.8
V49_7B_0570,19,2.59,0,0.0,7.37
V49_7B_0571,21,9.82,0,0.0,12.71
V49_7B_0572,21,3.7,0,0.0,7.57
V49_7B_0573,14,5.02,0,0.0,5.62
V49_7B_0574,26,4.0,0,0.0,7.24
V49_7B_0575,19,1.76,0,0.0,4.49
V49_7B_0576,18,1.89,0,0.0,4.85
V49_7B_0577,13,3.16,0,0.0,3.61
V49_7B_0578,30,1.32,0,0.0,2.58
V49_7B_0579,14,3.4,0,0.0,6.33
V49_7B_0580,27,3.04,0,0.0,7.68
V49_7B_0581,15,3.87,0,0.0,4.8
V49_7B_0582,19,4.31,0,0.0,7.24
V49_7B_0583,38,2.2,0,0.0,9.25
V49_7B_0584,14,1.91,0,0.0,4.09
V49_7B_0585,24,1.9,0,0.0,6.29
V49_7B_0586,26,2.35,0,0.0,6.14
V49_7B_0587,10,127.9,0,0.0,7.78
V49_7B_0588,25,4.7,0,0.0,12.95
V49_7B_0589,39,1.94,0,0.0,7.88
V49_7B_0590,14,1.92,0,0.0,3.31
V49_7B_0591,23,4.14,0,0.0,10.98
V49_7B_0592,24,3.53,0,0.0,9.81
V49_7B_0593,114,0.65,0,0.0,-27.64
V49_7B_0594,15,7.97,0,0.0,10.63
V49_7B_0595,32,1.45,0,0.0,5.43
V49_7B_0596,87,0.6,0,0.0,-26.25
V49_7B_0597,15,9.7,0,0.0,10.47
V49_7B_0598,15,3.88,0,0.0,4.82
V49_7B_0599,114,0.6,0,0.0,-30.05
V49_7B_0600,66,0.67,0,0.0,-13.89
V49_7B_0601,20,10.73,0,0.0,13.94
V49_7B_0602,20,3.04,0,0.0,7.49
V49_7B_0603,9,2.15,0,0.0,1.66
V49_7B_0604,57,0.65,0,0.0,-13.69
V49_7B_0605,34,2.47,0,0.0,10.69
V49_7B_0606,27,2.84,0,0.0,7.8
V49_7B_0607,88,0.63,0,0.0,-24.25
V49_7B_0608,19,4.09,0,0.0,7.12
V49_7B_0609,10,108.86,0,0.0,6.61
V49_7B_0610,100,0.67,0,0.0,-22.17
V49_7B_0611,11,129.79,0,0.0,7.89
V49_7B_0612,18,1.94,0,0.0,4.84
V49_7B_0613,14,1.91,0,0.0,3.3
V49_7B_0614,28,1.37,0,0.0,3.64
V49_7B_0615,25,3.28,0,0.0,10.68
V49_7B_0616,20,2.9,0,0.0,5.24
V49_7B_0617,100,0.71,0,0.0,-19.79
V49_7B_0618,18,1.53,0,0.0,3.06
V49_7B_0619,15,5.49,0,0.0,6.86
V49_7B_0620,11,3.53,0,0.0,3.82
V49_7B_0621,32,2.75,0,0.0,11.98
V49_7B_0622,76,0.63,0,0.0,-19.12
V49_7B_0623,88,0.76,0,0.0,-13.9
V49_7B_0624,11,20.95,0,0.0,6.97
V49_7B_0625,13,3.46,0,0.0,3.7
V49_7B_0626,14,3.25,0,0.0,3.77
V49_7B_0627,73,0.69,0,0.0,-16.01
V49_7B_0628,20,3.3,0,0.0,5.49
V49_7B_0629,28,2.6,0,0.0,10.58
V49_7B_0630,14,2.41,0,0.0,4.76
V49_7B_0631,13,4.3,0,0.0,4.79
V49_7B_0632,49,0.67,0,0.0,-11.64
V49_7B_0633,18,0.98,0,0.0,-0.13
V49_7B_0634,33,1.08,0,0.0,0.85
V49_7B_0635,10,114.15,0,0.0,6.94
V49_7B_0636,13,3.59,0,0.0,3.8
V49_7B_0637,14,3.73,0,0.0,4.63
V49_7B_0638,14,2.93,0,0.0,3.46
V49_7B_0639,60,0.67,0,0.0,-14.51
V49_7B_0640,100,0.57,0,0.0,-32.0
V49_7B_0641,73,0.56,0,0.0,-19.87
V49_7B_0642,7,99.0,0,0.0,5.72
V49_7B_0643,10,95.19,0,0.0,7.7
V49_7B_0644,20,2.3,0,0.0,6.19
V49_7B_0645,49,0.6,0,0.0,-12.83
V49_7B_0646,18,2.62,0,0.0,7.27
V49_7B_0647,88,0.57,0,0.0,-29.34
V49_7B_0648,25,4.72,0,0.0,12.96
V49_7B_0649,76,0.6,0,0.0,-20.44
V49_7B_0650,13,3.46,0,0.0,3.7
V49_7B_0651,14,2.35,0,0.0,3.84
V49_7B_0652,21,9.94,0,0.0,14.08
V49_7B_0653,10,99.54,0,0.0,7.81
V49_7B_0654,14,3.23,0,0.0,3.74
V49_7B_0655,19,2.26,0,0.0,4.08
V49_7B_0656,14,4.65,0,0.0,5.52
V49_7B_0657,20,3.48,0,0.0,7.04
V49_7B_0658,21,3.7,0,0.0,7.57
V49_7B_0659,87,0.54,0,0.0,-29.03
V49_7B_0660,19,1.52,0,0.0,3.25
V49_7B_0661,13,31.83,0,0.0,8.07
V49_7B_0662,18,1.28,0,0.0,1.85
V49_7B_0663,20,2.31,0,0.0,5.45
V49_7B_0664,28,2.31,0,0.0,9.05
V49_7B_0665,15,3.85,0,0.0,4.79
V49_7B_0666,9,1.98,0,0.0,1.55
V49_7B_0667,38,0.84,0,0.0,-3.99
V49_7B_0668,32,2.64,0,0.0,12.51
V49_7B_0669,9,4.86,0,0.0,4.58
V49_7B_0670,27,2.79,0,0.0,6.19
V49_7B_0671,15,3.88,0,0.0,4.82
V49_7B_0672,13,3.59,0,0.0,3.8
V49_7B_0673,21,2.63,0,0.0,4.96
V49_7B_0674,114,0.65,0,0.0,-28.63
V49_7B_0675,54,0.77,0,0.0,-9.43
V49_7B_0676,12,3.63,0,0.0,3.8
V49_7B_0677,19,4.28,0,0.0,7.23
V49_7B_0678,13,3.61,0,0.0,3.75
V49_7B_0679,14,2.88,0,0.0,5.33
V49_7B_0680,28,3.06,0,0.0,12.41
V49_7B_0681,9,1.98,0,0.0,1.55
V49_7B_0682,14,37.12,0,0.0,9.46
V49_7B_0683,15,7.58,0,0.0,10.18
V49_7B_0684,49,0.86,0,0.0,-4.44
V49_7B_0685,31,1.83,0,0.0,5.5
V49_7B_0686,73,0.74,0,0.0,-13.41
V49_7B_0687,27,2.79,0,0.0,6.19
V49_7B_0688,31,1.82,0,0.0,5.44
V49_7B_0689,9,1.99,0,0.0,1.56
V49_7B_0690,28,1.32,0,0.0,3.51
V49_7B_0691,20,8.73,0,0.0,12.29
V49_7B_0692,18,3.96,0,0.0,9.85
V49_7B_0693,25,3.13,0,0.0,9.18
V49_7B_0694,20,4.42,0,0.0,7.53
V49_7B_0695,20,3.21,0,0.0,5.42
V49_7B_0696,21,4.84,0,0.0,7.45
V49_7B_0697,18,1.79,0,0.0,3.72
V49_7B_0698,18,8.82,0,0.0,10.56
V49_7B_0699,73,0.58,0,0.0,-20.75
V49_7B_0700,13,23.23,0,0.0,7.77
V49_7B_0701,11,27.1,0,0.0,6.84
V49_7B_0702,23,3.97,0,0.0,8.63
V49_7B_0703,13,3.95,0,0.0,4.72
V49_7B_0704,11,4.02,0,0.0,4.5
V49_7B_0705,14,3.73,0,0.0,4.63
V49_7B_0706,32,1.49,0,0.0,5.4
V49_7B_0707,88,0.66,0,0.0,-19.07
V49_7B_0708,14,5.86,0,0.0,6.72
V49_7B_0709,15,3.89,0,0.0,4.82
V49_7B_0710,25,2.55,0,0.0,10.11
V49_7B_0711,24,4.43,0,0.0,11.97
V49_7B_0712,9,5.15,0,0.0,4.57
V49_7B_0713,49,0.64,0,0.0,-12.66
V49_7B_0714,14,3.73,0,0.0,4.63
V49_7B_0715,7,99.0,0,0.0,5.79
V49_7B_0716,21,5.93,0,0.0,14.04
V49_7B_0717,13,24.72,0,0.0,8.28
V49_7B_0718,14,4.84,0,0.0,6.48
V49_7B_0719,15,4.21,0,0.0,4.85
V49_7B_0720,19,3.67,0,0.0,9.71
V49_7B_0721,14,4.84,0,0.0,6.48
V49_7B_0722,15,5.3,0,0.0,6.91
V49_7B_0723,11,5.18,0,0.0,5.82
V49_7B_0724,38,2.13,0,0.0,8.75
V49_7B_0725,19,2.23,0,0.0,4.36
V49_7B_0726,14,3.71,0,0.0,4.62
V49_7B_0727,16,2.52,0,0.0,4.07
V49_7B_0728,33,3.9,0,0.0,14.39
V49_7B_0729,20,3.3,0,0.0,5.49
V49_7B_0730,23,3.05,0,0.0,9.21
V49_7B_0731,20,4.84,0,0.0,7.58
V49_7B_0732,17,10.0,0,0.0,12.91
V49_7B_0733,18,0.82,0,0.0,-1.28
V49_7B_0734,14,3.19,0,0.0,6.13
V49_7B_0735,24,5.47,0,0.0,12.34
V49_7B_0736,20,4.76,0,0.0,7.5
V49_7B_0737,11,7.08,0,0.0,6.63
V49_7B_0738,13,31.83,0,0.0,8.07
V49_7B_0739,15,4.23,0,0.0,4.86
V49_7B_0740,64,0.39,0,0.0,-28.69
V49_7B_0741,33,2.68,0,0.0,10.92
V49_7B_0742,19,2.12,0,0.0,4.11
V49_7B_0743,22,4.74,0,0.0,11.84
V49_7B_0744,49,0.93,0,0.0,-1.84
V49_7B_0745,15,7.27,0,0.0,9.68
V49_7B_0746,61,0.58,0,0.0,-19.7
V49_7B_0747,88,0.78,0,0.0,-12.6
V49_7B_0748,18,2.75,0,0.0,6.87
V49_7B_0749,22,10.39,0,0.0,16.15
V49_7B_0750,21,3.37,0,0.0,9.67
V49_7B_0751,9,5.01,0,0.0,4.61
V49_7B_0752,65,0.56,0,0.0,-22.63
V49_7B_0753,61,0.62,0,0.0,-17.6
V49_7B_0754,16,2.59,0,0.0,4.15
V49_7B_0755,53,0.63,0,0.0,-14.54
V49_7B_0756,34,2.6,0,0.0,11.09
V49_7B_0757,49,1.11,0,0.0,3.33
V49_7B_0758,25,2.63,0,0.0,7.15
V49_7B_0759,14,4.59,0,0.0,5.49
V49_7B_0760,20,3.46,0,0.0,8.87
V49_7B_0761,15,4.23,0,0.0,4.86
V49_7B_0762,12,113.48,0,0.0,9.2
V49_7B_0763,19,3.35,0,0.0,8.42
V49_7B_0764,31,1.67,0,0.0,4.7
V49_7B_0765,20,4.42,0,0.0,7.53
V49_7B_0766,30,2.73,0,0.0,8.19
V49_7B_0767,33,2.35,0,0.0,8.91
V49_7B_0768,11,21.07,0,0.0,6.93
V49_7B_0769,10,122.52,0,0.0,7.45
V49_7B_0770,25,4.2,0,0.0,9.56
V49_7B_0771,11,21.07,0,0.0,6.93
V49_7B_0772,76,0.78,0,0.0,-11.21
V49_7B_0773,19,3.01,0,0.0,7.02
V49_7B_0774,55,0.63,0,0.0,-14.51
V49_7B_0775,33,2.34,0,0.0,9.72
V49_7B_0776,10,99.54,0,0.0,7.81
V49_7B_0777,20,2.61,0,0.0,7.67
V49_7B_0778,30,2.67,0,0.0,8.04
V49_7B_0779,33,1.61,0,0.0,4.69
V49_7B_0780,19,2.97,0,0.0,7.58
V49_7B_0781,67,0.4,0,0.0,-28.82
V49_7B_0782,30,2.28,0,0.0,10.04
V49_7B_0783,20,4.15,0,0.0,7.34
V49_7B_0784,34,2.32,0,0.0,9.91
V49_7B_0785,25,2.62,0,0.0,7.07
V49_7B_0786,76,0.65,0,0.0,-17.74
V49_7B_0787,24,2.59,0,0.0,6.9
V49_7B_0788,29,1.78,0,0.0,5.7
V49_7B_0789,14,4.09,0,0.0,4.72
V49_7B_0790,91,0.54,0,0.0,-32.2
V49_7B_0791,25,1.92,0,0.0,6.08
V49_7B_0792,49,0.79,0,0.0,-6.92
V49_7B_0793,19,4.05,0,0.0,7.1
V49_7B_0794,14,3.08,0,0.0,3.55
V49_7B_0795,19,3.35,0,0.0,8.43
V49_7B_0796,41,0.71,0,0.0,-8.85
V49_7B_0797,25,3.09,0,0.0,8.83
V49_7B_0798,15,5.27,0,0.0,6.83
V49_7B_0799,34,2.75,0,0.0,12.09
V49_7B_0800,35,2.61,0,0.0,10.64
