h1_adx_threshold,h1_ema_fast,h1_ema_slow,m15_ema_period,m15_rsi_pullback_long,m15_rsi_pullback_short,m5_trigger_rsi_midpoint,stop_atr_multiple,take_profit_rr,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
16.0,34,200,14,45.0,55.0,45.0,1.0,0.6,-10.104921440915417,-152.14400143186262,-17.247243916230232,0.11492558878407608,-24.333376767843113,-8.369636885078796,29.149020586970337,0.0,0.03635409120844137,100000.0,32280.06112903362,-67.71993887096637,67.71993887096637,-8.370427224149442,0.37777536608846324,496,250,246,0,50.403225806451616,41.333333333333336,0.0,-5643.328239247199,-136.5321348204968,24.596774193548388,10.0,7,8
16.0,34,200,14,45.0,55.0,45.0,1.0,0.8,-12.506279320669544,-157.2449980632102,-21.379242293014684,0.13899239738711094,-23.640297315525324,-7.056066181336554,30.5354329017616,0.0,0.04442681701191878,100000.0,33310.1604386635,-66.6898395613365,66.6898395613365,-7.1044799461719945,0.44463904721046876,495,225,270,0,45.45454545454545,41.25,0.0,-5557.48663011137,-134.7269486087605,33.707070707070706,15.0,6,8
16.0,34,200,14,45.0,55.0,45.0,0.8,0.6,-15.372535295770508,-161.8397247359322,-26.78044480977696,0.10244230886145128,-24.71633688210372,-8.868205009003766,31.151429898578066,0.0,0.03112313578722316,100000.0,31589.85363276879,-68.41014636723122,68.4101463672312,-8.877471405436841,0.3318440100587489,498,236,262,0,47.389558232931726,41.5,0.0,-5700.845530602594,-137.36977182174925,12.961847389558233,10.0,9,8
16.0,34,200,14,45.0,55.0,45.0,0.8,0.8,-20.22045286679954,-177.84479819034846,-35.571303007895764,0.11523989240549903,-25.389448025141135,-8.260942138970922,31.25297288676058,0.0,0.03480237979469621,100000.0,30489.723577290206,-69.5102764227098,69.5102764227098,-8.240237238069685,0.386973729309972,496,213,283,0,42.943548387096776,41.333333333333336,0.0,-5792.523035225818,-140.14168633610848,15.514112903225806,10.0,7,10
16.0,34,200,14,45.0,55.0,45.0,0.8,1.0,-25.699959370834907,-185.0841636327596,-44.3736137532518,0.12661711452864094,-25.303468602469955,-7.4750099749168255,28.971216845700603,0.0,0.037785189281709236,100000.0,30541.09925559972,-69.45890074440028,69.45890074440028,-7.509239494737661,0.4193062329885553,496,193,303,0,38.91129032258064,41.333333333333336,0.0,-5788.241728700017,-140.03810633951656,17.449596774193548,10.0,6,10
16.0,34,200,14,45.0,55.0,45.0,0.8,1.2,-27.459230279150017,-194.2921058477121,-47.554256901992275,0.14015537052625174,-24.991913976880138,-6.926595867230597,29.89999195930086,0.0,0.03845617789188358,100000.0,29703.215166309845,-70.29678483369015,70.3688534324781,-7.262431154296326,0.4411465154968654,496,176,320,0,35.483870967741936,41.333333333333336,0.0,-5858.065402807511,-141.72738877760108,19.879032258064516,15.0,6,10
