pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2023,1,1,0,151.13136214971638,inf
EURUSD,2024,1,1,0,161.66197128458037,inf
EURUSD,2025,2,0,2,-1696.8613621203135,0.0
