pair,design_stage,design_final_equity,design_total_return_pct,design_max_drawdown_pct,design_sharpe_ratio,design_profit_factor,design_total_trades,design_wins,design_losses,design_win_rate_pct,design_trades_per_month,design_robustness_score,oos_stage,oos_final_equity,oos_total_return_pct,oos_max_drawdown_pct,oos_sharpe_ratio,oos_profit_factor,oos_total_trades,oos_wins,oos_losses,oos_win_rate_pct,oos_trades_per_month,oos_robustness_score,design_pass,oos_pass,promotion_score
USDJPY,design,98338.93751174222,-1.6610624882577807,1.782588337964582,-0.9364589066889561,0.3465654860024476,14,8,6,57.14285714285714,1.5555555555555556,-17.811729566507672,oos,92744.24338484209,-7.255756615157905,7.5854680772535215,-1.1004454413023823,0.31837901904096194,32,16,16,50.0,1.4545454545454546,0.24950836135871324,False,False,14.750971915829025
EURUSD,design,95441.51967898587,-4.558480321014125,5.120696288898978,-1.0568964044549143,0.4813305890817818,33,19,14,57.57575757575758,2.0625,-18.414474385268967,oos,86755.17946725962,-13.244820532740388,13.509710664278957,-1.4885971154880062,0.3031227162760162,52,25,27,48.07692307692308,1.5294117647058822,0.16012893864139385,False,False,4.025703667182762
