pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2022-01,3,0,3,-2550.613321606814,0.0
USDCHF,2022-02,5,1,4,-2018.3499938945188,0.29286601996869066
USDCHF,2022-03,7,4,3,1531.8500818042926,1.5342327751269087
USDCHF,2022-04,4,2,2,3076.338917078227,4.653446413772399
USDCHF,2022-05,3,2,1,2229.928981555835,3.81149959540127
USDCHF,2022-06,7,5,2,6830.066240335237,9.554930223735816
USDCHF,2022-07,6,1,5,-3267.28381655883,0.38039394961016976
USDCHF,2022-08,5,2,3,514.8295286479008,1.2495495995727004
USDCHF,2022-09,5,1,4,-1468.9615060046228,0.6310567630921529
USDCHF,2022-10,5,0,5,-4811.315036936459,0.0
USDCHF,2022-11,4,1,3,1343.5619342138148,1.4037761085886373
USDCHF,2022-12,11,3,8,-2481.5009721919305,0.6687534929895288
USDCHF,2023-01,2,1,1,-2512.314779288708,0.5489518242608891
USDCHF,2023-02,1,0,1,-587.4490166801409,0.0
USDCHF,2023-03,2,0,2,-1506.587154947852,0.0
USDCHF,2023-04,1,0,1,-1166.5344580117358,0.0
USDCHF,2023-05,2,1,1,4159.617492028391,7.323235537637738
USDCHF,2023-06,4,0,4,-2556.3610828037795,0.0
USDCHF,2023-07,1,0,1,-462.1817674826368,0.0
USDCHF,2023-08,9,2,7,-3624.8121493313265,0.35568113331316203
USDCHF,2023-09,4,3,1,1977.5135429201619,116.16092594262014
USDCHF,2023-10,4,2,2,817.3158231240525,1.505946799847451
USDCHF,2023-11,5,2,3,-955.5926863545112,0.512038355668363
USDCHF,2023-12,5,2,3,227.47967981185002,1.1119047869406993
USDCHF,2024-01,4,1,3,255.72540157136336,1.1114946726903068
USDCHF,2024-02,5,1,4,-718.6648879478748,0.537532902598731
USDCHF,2024-03,3,1,2,-678.4757467039261,0.5505477832367159
USDCHF,2024-04,3,1,2,51.71145079219082,1.0437356661292894
USDCHF,2024-05,5,2,3,-778.3349792653726,0.5037247456458643
USDCHF,2024-06,1,0,1,-429.4221518467002,0.0
USDCHF,2024-07,3,1,2,-270.5358684196348,0.7452562948523053
USDCHF,2024-08,2,1,1,-724.7438688430097,0.36169105138339647
USDCHF,2024-09,3,1,2,-448.4577319283301,0.7135997753942956
USDCHF,2024-10,5,1,4,-725.2854773854122,0.5067538254618134
USDCHF,2024-11,5,1,4,-677.1374183683304,0.7196094508041442
USDCHF,2024-12,1,1,0,209.17281607770252,inf
USDCHF,2025-01,3,1,2,2.1034817034404796,1.0014433830420884
USDCHF,2025-02,4,3,1,2111.5900242642424,25.028842541738943
USDCHF,2025-03,2,0,2,-1988.678825672839,0.0
USDCHF,2025-04,8,2,6,-1950.6435143822746,0.6982155484772641
USDCHF,2025-05,6,2,4,-1981.9667544798835,0.46853817530240305
USDCHF,2025-06,3,1,2,690.1418855440452,1.4887884717710074
USDCHF,2025-07,2,1,1,-312.2026558314283,0.4629526695078874
USDCHF,2025-08,6,1,5,-3480.123854939387,0.1422540333768586
USDCHF,2025-09,4,1,3,-532.2644705435539,0.6780917423929556
USDCHF,2025-10,10,4,6,-3011.0311917814306,0.261041544942467
USDCHF,2025-11,8,0,8,-4358.636641462117,0.0
USDCHF,2025-12,4,1,3,-1078.9636121615886,0.32735735978735486
