pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2022,128,62,66,-26271.69894758852,0.49474340742712125
USDCHF,2023,116,42,74,-27261.96201124523,0.2703034494395247
USDCHF,2024,118,41,77,-14472.6257552024,0.3051945760052427
USDCHF,2025,126,50,76,-10762.911487457975,0.38615144442342886
