trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1822,2022-12-01T13:00:00+00:00,2022-12-01T13:17:14.230000,SHORT,SL,-1.0,-1.0278,0.0278
1823,2022-12-02T12:15:00+00:00,2022-12-02T13:30:01.248000,SHORT,TP,1.4,1.3721,0.0279
1824,2022-12-05T12:51:00+00:00,2022-12-05T13:44:13.939000,LONG,BE_STOP,0.0,-0.0254,0.0254
1825,2022-12-06T12:24:00+00:00,2022-12-06T12:42:14.498000,LONG,BE_STOP,0.0,-0.0397,0.0397
1826,2022-12-07T14:24:00+00:00,2022-12-07T15:05:42.335000,SHORT,BE_STOP,0.0,-0.0177,0.0177
1827,2022-12-08T14:45:00+00:00,2022-12-08T16:07:19.365000,LONG,BE_STOP,0.0,-0.0246,0.0246
1828,2022-12-12T12:30:00+00:00,2022-12-12T12:57:36.289000,SHORT,TP,1.4,1.339,0.061
1829,2022-12-13T14:30:00+00:00,2022-12-13T16:01:51.017000,SHORT,BE_STOP,0.0,-0.0158,0.0158
1830,2022-12-14T18:18:00+00:00,2022-12-14T19:00:01.160000,LONG,BE_STOP,0.0,-0.0243,0.0243
1831,2022-12-15T14:06:00+00:00,2022-12-15T14:36:33.434000,LONG,BE_STOP,0.0,-0.0106,0.0106
1832,2022-12-16T16:21:00+00:00,2022-12-16T21:59:59.040000,SHORT,TIME_EXIT,0.5474,0.5259,0.0216
1833,2022-12-19T12:00:00+00:00,2022-12-19T13:16:25.124000,SHORT,BE_STOP,0.0,-0.0382,0.0382
1834,2022-12-21T12:27:00+00:00,2022-12-21T13:23:52.345000,LONG,TP,1.4,1.3684,0.0316
1835,2022-12-22T12:45:00+00:00,2022-12-22T13:30:06.708000,LONG,BE_STOP,0.0,-0.0305,0.0305
1836,2022-12-27T12:03:00+00:00,2022-12-27T12:54:29.437000,SHORT,TP,1.4,1.339,0.061
1837,2022-12-28T12:15:00+00:00,2022-12-28T14:34:08.589000,SHORT,SL,-1.0,-1.0226,0.0226
1838,2022-12-29T14:12:00+00:00,2022-12-29T21:00:14.059000,SHORT,SL,-1.0,-1.0246,0.0246
1839,2022-12-30T13:09:00+00:00,2022-12-30T13:19:33.499000,SHORT,BE_STOP,0.0,-0.0382,0.0382
