folder,zip_path,total_files,size_mb,sha256,testzip,manifest_only
01_CORE_PRODUCTION,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\01_CORE_PRODUCTION\_CHATGPT_EXPORT\01_CORE_PRODUCTION_PARA_CHATGPT.zip,1,0.00,f6baeee3d358e980337e07112ec7e7edcb0f57e1b76c10bc43da43874c456558,None,False
02_INCUBATION_STAGING,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\02_INCUBATION_STAGING\_CHATGPT_EXPORT\02_INCUBATION_STAGING_PARA_CHATGPT.zip,1,0.00,429b9d0e13c98940bb2c26754ab78cfc6ad754c4d2532adb591a6b795de43d6b,None,False
03_RESEARCH_LAB,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\03_RESEARCH_LAB\_CHATGPT_EXPORT\03_RESEARCH_LAB_PARA_CHATGPT.zip,5486,449.64,390d266fe3e1a6cac4059d8f392a866907e9c544350968695821340d278c73ec,None,False
04_INFRASTRUCTURE_ENGINEERING,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\04_INFRASTRUCTURE_ENGINEERING\_CHATGPT_EXPORT\04_INFRASTRUCTURE_ENGINEERING_PARA_CHATGPT.zip,109,0.17,a25b07bd039a6fa5619725744656f555dec03cfba2520d65edb7027b7d6dd523,None,False
05_MARKET_DATA_VAULT,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\05_MARKET_DATA_VAULT\_CHATGPT_EXPORT\05_MARKET_DATA_VAULT_MANIFEST_ONLY_PARA_CHATGPT.zip,2,0.00,f6d96fd5f6bce3e4d2db7ea626bbe2727109d4f0a0edd37cafb2f451cd413910,None,True
06_GOVERNANCE_AND_COMPLIANCE,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\06_GOVERNANCE_AND_COMPLIANCE\_CHATGPT_EXPORT\06_GOVERNANCE_AND_COMPLIANCE_PARA_CHATGPT.zip,25,0.06,dbbda4b249f05628db345c910ad792cdfc9496eadea259b118b9209beffa9cac,None,False
07_BACKUPS,C:\Users\alera\Desktop\Bot\BOT DE TRADING ultimo\07_BACKUPS\_CHATGPT_EXPORT\07_BACKUPS_MANIFEST_ONLY_PARA_CHATGPT.zip,1,0.00,7ce48213fb95dfc2332b99f5254c3c245f8865a7348979887934e9b0e5fd7a0f,None,True
