trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1680,2022-05-02T11:03:00+00:00,2022-05-02T12:27:03.102000,SHORT,SL,-1.0,-1.045,0.045
1681,2022-05-03T11:24:00+00:00,2022-05-03T11:54:28.895000,LONG,TP,1.4,1.3615,0.0385
1682,2022-05-04T15:54:00+00:00,2022-05-04T18:00:59.997000,SHORT,SL,-1.0,-1.0192,0.0192
1683,2022-05-05T11:06:00+00:00,2022-05-05T11:28:19.417000,SHORT,TP,1.4,1.3744,0.0256
1684,2022-05-06T18:00:00+00:00,2022-05-06T18:02:18.539000,SHORT,BE_STOP,0.0,-0.1087,0.1087
1685,2022-05-09T13:06:00+00:00,2022-05-09T13:41:19.390000,SHORT,TP,1.4,1.3561,0.0439
1686,2022-05-10T15:24:00+00:00,2022-05-10T15:42:16.614000,LONG,BE_STOP,0.0,-0.0376,0.0376
1687,2022-05-11T12:30:00+00:00,2022-05-11T13:11:26.790000,SHORT,SL,-1.0,-1.0125,0.0125
1688,2022-05-12T14:21:00+00:00,2022-05-12T15:58:03.768000,LONG,SL,-1.0,-1.0159,0.0159
1689,2022-05-13T13:06:00+00:00,2022-05-13T13:25:20.243000,SHORT,TP,1.4,1.3576,0.0424
1690,2022-05-17T11:12:00+00:00,2022-05-17T11:26:40.770000,LONG,BE_STOP,0.0,-0.0403,0.0403
1691,2022-05-18T13:18:00+00:00,2022-05-18T17:16:53.877000,SHORT,TP,1.4,1.3808,0.0192
1692,2022-05-19T11:51:00+00:00,2022-05-19T12:36:35.488000,SHORT,SL,-1.0,-1.0189,0.0189
1693,2022-05-23T19:06:00+00:00,2022-05-23T19:31:30.206000,SHORT,BE_STOP,0.0,-0.0735,0.0735
1694,2022-05-24T12:45:00+00:00,2022-05-24T12:57:50.562000,LONG,BE_STOP,0.0,-0.0355,0.0355
1695,2022-05-25T13:18:00+00:00,2022-05-25T13:54:33.727000,LONG,BE_STOP,0.0,-0.0316,0.0316
1696,2022-05-26T12:09:00+00:00,2022-05-26T12:17:57.807000,SHORT,TP,1.4,1.3359,0.0641
1697,2022-05-30T11:33:00+00:00,2022-05-30T12:39:08.258000,SHORT,TP,1.4,1.3621,0.0379
1698,2022-05-31T12:30:00+00:00,2022-05-31T12:56:14.038000,SHORT,TP,1.4,1.3669,0.0331
