config_id,month,phase,net_R,N,wins,losses
V49_7B_0368,2024-04,VAL,-10.5413,9,0,9
V49_7B_0368,2024-10,VAL,-3.6792,18,7,11
V49_7B_0369,2020-03,TRAIN,5.8135,6,4,2
V49_7B_0369,2020-09,TRAIN,-5.2532,11,2,9
V49_7B_0369,2021-02,TRAIN,-5.7373,5,0,5
V49_7B_0369,2021-08,TRAIN,-4.7978000000000005,10,2,8
V49_7B_0369,2022-05,TRAIN,6.0799,7,4,3
V49_7B_0369,2022-11,TRAIN,0.7539000000000009,15,5,10
V49_7B_0369,2023-01,VAL,-1.7589,8,2,6
V49_7B_0369,2023-07,VAL,-0.8829999999999998,7,2,5
V49_7B_0369,2024-04,VAL,-12.7757,11,0,11
V49_7B_0369,2024-10,VAL,7.411,19,9,10
V49_7B_0370,2020-03,TRAIN,-9.7266,19,3,16
V49_7B_0370,2020-09,TRAIN,-1.7522000000000002,20,6,14
V49_7B_0370,2021-02,TRAIN,-6.552099999999999,13,3,10
V49_7B_0370,2021-08,TRAIN,1.1875999999999998,20,8,12
V49_7B_0370,2022-05,TRAIN,0.6147999999999998,9,3,6
V49_7B_0370,2022-11,TRAIN,-2.524,9,2,7
V49_7B_0370,2023-01,VAL,-1.0517000000000003,20,6,14
V49_7B_0370,2023-07,VAL,-4.5247,7,1,6
V49_7B_0370,2024-04,VAL,-8.883700000000001,13,2,11
V49_7B_0370,2024-10,VAL,3.7885999999999993,18,7,11
V49_7B_0371,2020-03,TRAIN,-12.616800000000001,15,1,14
V49_7B_0371,2020-09,TRAIN,-8.6661,23,5,18
V49_7B_0371,2021-02,TRAIN,-0.8658000000000001,13,4,9
V49_7B_0371,2021-08,TRAIN,-2.8413,20,6,14
V49_7B_0371,2022-05,TRAIN,2.8568000000000002,7,3,4
V49_7B_0371,2022-11,TRAIN,3.3850000000000007,10,4,6
V49_7B_0371,2023-01,VAL,-9.3118,19,4,15
V49_7B_0371,2023-07,VAL,-2.2047999999999996,8,2,6
V49_7B_0371,2024-04,VAL,-8.302299999999999,10,1,9
V49_7B_0371,2024-10,VAL,0.7168999999999996,19,7,12
V49_7B_0372,2020-03,TRAIN,3.4711999999999996,7,4,3
V49_7B_0372,2020-09,TRAIN,-6.5713,6,0,6
V49_7B_0372,2021-02,TRAIN,-2.3056,2,0,2
V49_7B_0372,2021-08,TRAIN,-6.4749,8,1,7
V49_7B_0372,2022-05,TRAIN,-5.029,7,1,6
V49_7B_0372,2022-11,TRAIN,-4.657,12,3,9
V49_7B_0372,2023-01,VAL,4.4622,15,7,8
V49_7B_0372,2023-07,VAL,-6.9845,14,3,11
V49_7B_0372,2024-04,VAL,-3.8627,6,1,5
V49_7B_0372,2024-10,VAL,-0.7622,11,4,7
V49_7B_0373,2020-03,TRAIN,1.9825000000000004,7,4,3
V49_7B_0373,2020-09,TRAIN,-1.1413,8,3,5
V49_7B_0373,2021-02,TRAIN,-5.6202000000000005,5,0,5
V49_7B_0373,2021-08,TRAIN,-6.3903,10,2,8
V49_7B_0373,2022-05,TRAIN,-5.057,9,2,7
V49_7B_0373,2022-11,TRAIN,-7.4538,18,5,13
V49_7B_0373,2023-01,VAL,3.9528999999999996,17,9,8
V49_7B_0373,2023-07,VAL,-4.2584,15,5,10
V49_7B_0373,2024-04,VAL,-6.4030000000000005,8,1,7
V49_7B_0373,2024-10,VAL,1.4198999999999997,12,6,6
V49_7B_0374,2020-03,TRAIN,10.7163,11,7,4
V49_7B_0374,2020-09,TRAIN,-10.0592,15,2,13
V49_7B_0374,2021-02,TRAIN,-8.2369,7,0,7
V49_7B_0374,2021-08,TRAIN,-14.130600000000001,14,1,13
V49_7B_0374,2022-05,TRAIN,3.3991,12,5,7
V49_7B_0374,2022-11,TRAIN,-8.1663,22,5,17
V49_7B_0374,2023-01,VAL,-4.974399999999999,17,4,13
V49_7B_0374,2023-07,VAL,5.5931999999999995,16,7,9
V49_7B_0374,2024-04,VAL,-12.7901,13,1,12
V49_7B_0374,2024-10,VAL,0.6346999999999996,22,8,14
V49_7B_0375,2020-03,TRAIN,10.8948,11,8,3
V49_7B_0375,2020-09,TRAIN,-8.4749,13,2,11
V49_7B_0375,2021-02,TRAIN,-5.7373,5,0,5
V49_7B_0375,2021-08,TRAIN,-9.3724,13,2,11
V49_7B_0375,2022-05,TRAIN,-3.0641,8,2,6
V49_7B_0375,2022-11,TRAIN,-5.5715,21,6,15
V49_7B_0375,2023-01,VAL,-0.6607000000000003,17,6,11
V49_7B_0375,2023-07,VAL,0.9856999999999998,15,6,9
V49_7B_0375,2024-04,VAL,-8.6954,10,1,9
V49_7B_0375,2024-10,VAL,0.5448999999999999,20,8,12
V49_7B_0376,2020-03,TRAIN,-9.3326,12,1,11
V49_7B_0376,2020-09,TRAIN,-7.372,18,4,14
V49_7B_0376,2021-02,TRAIN,-8.3524,10,1,9
V49_7B_0376,2021-08,TRAIN,-6.3658,16,4,12
V49_7B_0376,2022-05,TRAIN,4.9613,5,3,2
V49_7B_0376,2022-11,TRAIN,1.9719999999999998,8,3,5
V49_7B_0376,2023-01,VAL,-4.3444,13,3,10
V49_7B_0376,2023-07,VAL,-3.8061000000000003,6,1,5
V49_7B_0376,2024-04,VAL,-9.7444,10,1,9
V49_7B_0376,2024-10,VAL,2.4379,15,6,9
V49_7B_0377,2020-03,TRAIN,2.7484,6,4,2
V49_7B_0377,2020-09,TRAIN,-6.7535,8,1,7
V49_7B_0377,2021-02,TRAIN,-1.095,3,1,2
V49_7B_0377,2021-08,TRAIN,-7.7253,8,1,7
V49_7B_0377,2022-05,TRAIN,0.1943999999999999,2,1,1
V49_7B_0377,2022-11,TRAIN,-0.06190000000000029,11,5,6
V49_7B_0377,2023-01,VAL,0.8212000000000004,6,3,3
V49_7B_0377,2023-07,VAL,-3.1153,7,2,5
V49_7B_0377,2024-04,VAL,-6.8884,8,1,7
V49_7B_0377,2024-10,VAL,1.2226,15,8,7
V49_7B_0378,2020-03,TRAIN,-9.5531,9,0,9
V49_7B_0378,2020-09,TRAIN,-3.2827,12,3,9
V49_7B_0378,2021-02,TRAIN,0.08729999999999993,6,2,4
V49_7B_0378,2021-08,TRAIN,-0.266,9,3,6
V49_7B_0378,2022-05,TRAIN,5.0392,5,3,2
V49_7B_0378,2022-11,TRAIN,0.6800999999999999,6,2,4
V49_7B_0378,2023-01,VAL,-3.6368,8,2,6
V49_7B_0378,2023-07,VAL,2.3012,4,2,2
V49_7B_0378,2024-04,VAL,-4.7493,7,1,6
V49_7B_0378,2024-10,VAL,6.5822,11,6,5
V49_7B_0379,2020-03,TRAIN,-8.187000000000001,19,4,15
V49_7B_0379,2020-09,TRAIN,-4.7601,20,6,14
V49_7B_0379,2021-02,TRAIN,-1.4980000000000004,13,5,8
V49_7B_0379,2021-08,TRAIN,-2.5815000000000006,20,7,13
V49_7B_0379,2022-05,TRAIN,2.1722,9,4,5
V49_7B_0379,2022-11,TRAIN,-0.5150999999999999,9,3,6
V49_7B_0379,2023-01,VAL,0.7114999999999998,20,8,12
V49_7B_0379,2023-07,VAL,-3.3289,8,2,6
V49_7B_0379,2024-04,VAL,-6.2007,13,3,10
V49_7B_0379,2024-10,VAL,-2.0816000000000003,20,7,13
V49_7B_0380,2020-03,TRAIN,-9.5417,9,0,9
V49_7B_0380,2020-09,TRAIN,0.3548999999999993,9,3,6
V49_7B_0380,2021-02,TRAIN,1.3695000000000002,5,2,3
V49_7B_0380,2021-08,TRAIN,1.2604000000000004,8,3,5
V49_7B_0380,2022-05,TRAIN,2.6631,4,2,2
V49_7B_0380,2022-11,TRAIN,1.7829,5,2,3
V49_7B_0380,2023-01,VAL,-1.272,6,2,4
V49_7B_0380,2023-07,VAL,0.16080000000000005,3,1,2
V49_7B_0380,2024-04,VAL,-3.2771999999999997,6,1,5
V49_7B_0380,2024-10,VAL,9.2853,9,6,3
V49_7B_0381,2020-03,TRAIN,-14.8867,23,4,19
V49_7B_0381,2020-09,TRAIN,-8.0599,26,9,17
V49_7B_0381,2021-02,TRAIN,-6.2326,16,5,11
V49_7B_0381,2021-08,TRAIN,-7.607799999999999,24,9,15
V49_7B_0381,2022-05,TRAIN,-1.9426,13,5,8
V49_7B_0381,2022-11,TRAIN,4.5675,12,7,5
V49_7B_0381,2023-01,VAL,-1.6513000000000004,28,12,16
V49_7B_0381,2023-07,VAL,-7.2573,12,3,9
V49_7B_0381,2024-04,VAL,-11.7595,13,2,11
V49_7B_0381,2024-10,VAL,-7.2273,24,9,15
V49_7B_0382,2020-03,TRAIN,1.1176,4,2,2
V49_7B_0382,2020-09,TRAIN,-4.409800000000001,4,0,4
V49_7B_0382,2021-02,TRAIN,-2.3056,2,0,2
V49_7B_0382,2021-08,TRAIN,-5.9858,5,0,5
V49_7B_0382,2022-05,TRAIN,-3.445,3,0,3
V49_7B_0382,2022-11,TRAIN,3.5897,6,3,3
V49_7B_0382,2023-01,VAL,-0.6981999999999993,7,2,5
V49_7B_0382,2023-07,VAL,-2.0874999999999995,8,2,6
V49_7B_0382,2024-04,VAL,-4.6319,4,0,4
V49_7B_0382,2024-10,VAL,0.019899999999999807,6,2,4
V49_7B_0383,2020-03,TRAIN,1.7465000000000002,7,4,3
V49_7B_0383,2020-09,TRAIN,-5.7752,12,3,9
V49_7B_0383,2021-02,TRAIN,-3.2373000000000003,5,1,4
V49_7B_0383,2021-08,TRAIN,-9.2739,12,2,10
V49_7B_0383,2022-05,TRAIN,-1.2833,10,4,6
V49_7B_0383,2022-11,TRAIN,0.7538999999999998,15,7,8
V49_7B_0383,2023-01,VAL,-4.049600000000001,15,5,10
V49_7B_0383,2023-07,VAL,-2.883,7,2,5
V49_7B_0383,2024-04,VAL,-9.9034,13,2,11
V49_7B_0383,2024-10,VAL,1.532,22,11,11
V49_7B_0384,2020-03,TRAIN,9.709999999999999,9,6,3
V49_7B_0384,2020-09,TRAIN,-8.6152,11,1,10
V49_7B_0384,2021-02,TRAIN,-1.1795,1,0,1
V49_7B_0384,2021-08,TRAIN,-3.7476000000000003,8,2,6
V49_7B_0384,2022-05,TRAIN,-5.7506,5,0,5
V49_7B_0384,2022-11,TRAIN,1.9003999999999999,14,5,9
V49_7B_0384,2023-01,VAL,-3.0306999999999995,9,2,7
V49_7B_0384,2023-07,VAL,-5.388999999999999,11,2,9
V49_7B_0384,2024-04,VAL,-8.2578,7,0,7
V49_7B_0384,2024-10,VAL,2.3817,16,6,10
V49_7B_0385,2020-03,TRAIN,0.11890000000000023,4,2,2
V49_7B_0385,2020-09,TRAIN,-1.8515,4,1,3
V49_7B_0385,2021-02,TRAIN,-2.2498,2,0,2
V49_7B_0385,2021-08,TRAIN,-5.7632,5,0,5
V49_7B_0385,2022-05,TRAIN,-3.3625,3,0,3
V49_7B_0385,2022-11,TRAIN,0.7613000000000001,6,3,3
V49_7B_0385,2023-01,VAL,-0.10690000000000022,7,3,4
V49_7B_0385,2023-07,VAL,-1.3981,8,3,5
V49_7B_0385,2024-04,VAL,-1.994,4,1,3
V49_7B_0385,2024-10,VAL,0.7167999999999999,6,3,3
V49_7B_0386,2020-03,TRAIN,-10.6846,10,0,10
V49_7B_0386,2020-09,TRAIN,-10.8032,14,2,12
V49_7B_0386,2021-02,TRAIN,-6.5582,8,1,7
V49_7B_0386,2021-08,TRAIN,-4.3352,15,5,10
V49_7B_0386,2022-05,TRAIN,3.4612999999999996,5,3,2
V49_7B_0386,2022-11,TRAIN,1.5553000000000001,7,3,4
V49_7B_0386,2023-01,VAL,-8.352500000000001,10,1,9
V49_7B_0386,2023-07,VAL,-0.13329999999999997,5,2,3
V49_7B_0386,2024-04,VAL,-7.9946,8,1,7
V49_7B_0386,2024-10,VAL,1.7044999999999997,13,6,7
V49_7B_0387,2020-03,TRAIN,3.6647999999999996,5,3,2
V49_7B_0387,2020-09,TRAIN,-0.7669999999999997,7,2,5
V49_7B_0387,2021-02,TRAIN,-3.3366,3,0,3
V49_7B_0387,2021-08,TRAIN,-6.0468,8,1,7
V49_7B_0387,2022-05,TRAIN,4.320399999999999,7,4,3
V49_7B_0387,2022-11,TRAIN,2.9819999999999998,11,5,6
V49_7B_0387,2023-01,VAL,1.0352000000000003,7,3,4
V49_7B_0387,2023-07,VAL,-0.6166999999999998,6,2,4
V49_7B_0387,2024-04,VAL,-3.9143,9,2,7
V49_7B_0387,2024-10,VAL,3.6084,9,5,4
V49_7B_0388,2020-03,TRAIN,-0.13590000000000013,4,2,2
V49_7B_0388,2020-09,TRAIN,-1.9399000000000002,4,1,3
V49_7B_0388,2021-02,TRAIN,-1.2745,1,0,1
V49_7B_0388,2021-08,TRAIN,-3.8349,5,1,4
V49_7B_0388,2022-05,TRAIN,-0.9721,3,1,2
V49_7B_0388,2022-11,TRAIN,-0.08190000000000008,6,3,3
V49_7B_0388,2023-01,VAL,3.2291000000000003,6,4,2
V49_7B_0388,2023-07,VAL,-3.1056999999999997,7,2,5
V49_7B_0388,2024-04,VAL,-5.1685,4,0,4
V49_7B_0388,2024-10,VAL,-1.1121,5,2,3
V49_7B_0389,2020-03,TRAIN,3.3295,5,3,2
V49_7B_0389,2020-09,TRAIN,-5.6732000000000005,5,0,5
V49_7B_0389,2021-02,TRAIN,-1.2745,1,0,1
V49_7B_0389,2021-08,TRAIN,-7.547,6,0,6
V49_7B_0389,2022-05,TRAIN,-5.8438,5,0,5
V49_7B_0389,2022-11,TRAIN,-0.5004000000000002,9,3,6
V49_7B_0389,2023-01,VAL,-1.9921999999999995,8,2,6
V49_7B_0389,2023-07,VAL,2.2293000000000003,10,4,6
V49_7B_0389,2024-04,VAL,-6.2796,5,0,5
V49_7B_0389,2024-10,VAL,0.7555999999999998,8,3,5
V49_7B_0390,2020-03,TRAIN,6.2593000000000005,9,5,4
V49_7B_0390,2020-09,TRAIN,-7.5992,11,1,10
V49_7B_0390,2021-02,TRAIN,-1.1429,1,0,1
V49_7B_0390,2021-08,TRAIN,-0.17750000000000055,8,3,5
V49_7B_0390,2022-05,TRAIN,-5.612299999999999,5,0,5
V49_7B_0390,2022-11,TRAIN,2.146000000000001,14,5,9
V49_7B_0390,2023-01,VAL,-2.8728999999999996,9,2,7
V49_7B_0390,2023-07,VAL,-5.1542,11,2,9
V49_7B_0390,2024-04,VAL,-7.9895000000000005,7,0,7
V49_7B_0390,2024-10,VAL,1.2356,16,6,10
V49_7B_0391,2020-03,TRAIN,0.5154000000000003,6,3,3
V49_7B_0391,2020-09,TRAIN,-1.1413,8,3,5
V49_7B_0391,2021-02,TRAIN,-5.6202000000000005,5,0,5
V49_7B_0391,2021-08,TRAIN,-5.2696,9,2,7
V49_7B_0391,2022-05,TRAIN,-2.7497,7,2,5
V49_7B_0391,2022-11,TRAIN,-4.2044999999999995,15,5,10
V49_7B_0391,2023-01,VAL,3.343,13,7,6
V49_7B_0391,2023-07,VAL,-3.1238,14,5,9
V49_7B_0391,2024-04,VAL,-5.316,7,1,6
V49_7B_0391,2024-10,VAL,-0.15920000000000023,9,4,5
V49_7B_0392,2020-03,TRAIN,2.0806000000000004,5,3,2
V49_7B_0392,2020-09,TRAIN,-3.2100999999999997,5,1,4
V49_7B_0392,2021-02,TRAIN,0.1483000000000001,2,1,1
V49_7B_0392,2021-08,TRAIN,-4.6279,6,1,5
V49_7B_0392,2022-05,TRAIN,-1.1346,1,0,1
V49_7B_0392,2022-11,TRAIN,0.1358999999999999,9,4,5
V49_7B_0392,2023-01,VAL,0.7081,4,2,2
V49_7B_0392,2023-07,VAL,-1.7334999999999998,6,2,4
V49_7B_0392,2024-04,VAL,-5.5398,5,0,5
V49_7B_0392,2024-10,VAL,2.9665,8,5,3
V49_7B_0393,2020-03,TRAIN,5.5459000000000005,6,4,2
V49_7B_0393,2020-09,TRAIN,-1.8305,7,2,5
V49_7B_0393,2021-02,TRAIN,-1.2059,1,0,1
V49_7B_0393,2021-08,TRAIN,-7.077500000000001,6,0,6
V49_7B_0393,2022-05,TRAIN,-3.3541,3,0,3
V49_7B_0393,2022-11,TRAIN,2.1082,9,4,5
V49_7B_0393,2023-01,VAL,0.4771000000000001,5,2,3
V49_7B_0393,2023-07,VAL,0.0927,8,3,5
V49_7B_0393,2024-04,VAL,-7.1915,6,0,6
V49_7B_0393,2024-10,VAL,2.9996,9,5,4
V49_7B_0394,2020-03,TRAIN,-8.5834,10,1,9
V49_7B_0394,2020-09,TRAIN,-2.8079,13,5,8
V49_7B_0394,2021-02,TRAIN,-4.627,8,2,6
V49_7B_0394,2021-08,TRAIN,-5.2771,10,3,7
V49_7B_0394,2022-05,TRAIN,-0.24870000000000014,7,3,4
V49_7B_0394,2022-11,TRAIN,6.1104,6,5,1
V49_7B_0394,2023-01,VAL,-2.6085000000000003,11,4,7
V49_7B_0394,2023-07,VAL,-2.2264,6,2,4
V49_7B_0394,2024-04,VAL,-6.8883,7,1,6
V49_7B_0394,2024-10,VAL,-1.5262,13,6,7
V49_7B_0395,2020-03,TRAIN,7.3944,6,4,2
V49_7B_0395,2020-09,TRAIN,-4.6072,7,1,6
V49_7B_0395,2021-02,TRAIN,-2.4688999999999997,2,0,2
V49_7B_0395,2021-08,TRAIN,-8.7956,7,0,7
V49_7B_0395,2022-05,TRAIN,-3.4721,3,0,3
V49_7B_0395,2022-11,TRAIN,3.8478999999999997,9,4,5
V49_7B_0395,2023-01,VAL,2.7398000000000007,7,3,4
V49_7B_0395,2023-07,VAL,5.756399999999999,10,5,5
V49_7B_0395,2024-04,VAL,-7.3864,6,0,6
V49_7B_0395,2024-10,VAL,6.268599999999999,9,5,4
V49_7B_0396,2020-03,TRAIN,-9.6179,9,0,9
V49_7B_0396,2020-09,TRAIN,-5.1904,10,2,8
V49_7B_0396,2021-02,TRAIN,-3.7198,6,1,5
V49_7B_0396,2021-08,TRAIN,-4.5649999999999995,9,2,7
V49_7B_0396,2022-05,TRAIN,4.9613,5,3,2
V49_7B_0396,2022-11,TRAIN,5.2089,5,3,2
V49_7B_0396,2023-01,VAL,-5.5669,8,1,7
V49_7B_0396,2023-07,VAL,-1.5072,4,1,3
V49_7B_0396,2024-04,VAL,-4.7016,6,1,5
V49_7B_0396,2024-10,VAL,4.813,10,5,5
V49_7B_0397,2020-03,TRAIN,6.343,12,8,4
V49_7B_0397,2020-09,TRAIN,-6.1818,17,5,12
V49_7B_0397,2021-02,TRAIN,-5.4595,7,1,6
V49_7B_0397,2021-08,TRAIN,-15.203,17,2,15
V49_7B_0397,2022-05,TRAIN,-4.4932,15,5,10
V49_7B_0397,2022-11,TRAIN,-3.2760000000000007,23,9,14
V49_7B_0397,2023-01,VAL,-0.6157000000000008,21,9,12
V49_7B_0397,2023-07,VAL,-0.7202000000000002,16,7,9
V49_7B_0397,2024-04,VAL,-8.7449,14,3,11
V49_7B_0397,2024-10,VAL,-1.8441,25,11,14
V49_7B_0398,2020-03,TRAIN,1.1189000000000002,4,2,2
V49_7B_0398,2020-09,TRAIN,-0.8515000000000001,4,1,3
V49_7B_0398,2021-02,TRAIN,-1.1429,1,0,1
V49_7B_0398,2021-08,TRAIN,-4.5941,4,0,4
V49_7B_0398,2022-05,TRAIN,-3.3625,3,0,3
V49_7B_0398,2022-11,TRAIN,3.8206,6,3,3
V49_7B_0398,2023-01,VAL,0.4594999999999998,6,2,4
V49_7B_0398,2023-07,VAL,-4.2707999999999995,7,1,6
V49_7B_0398,2024-04,VAL,-4.5572,4,0,4
V49_7B_0398,2024-10,VAL,1.3554,5,2,3
V49_7B_0399,2020-03,TRAIN,2.2731000000000003,4,3,1
V49_7B_0399,2020-09,TRAIN,-1.8299999999999998,4,1,3
V49_7B_0399,2021-02,TRAIN,-2.3005,2,0,2
V49_7B_0399,2021-08,TRAIN,-4.7471000000000005,6,1,5
V49_7B_0399,2022-05,TRAIN,-3.3541,3,0,3
V49_7B_0399,2022-11,TRAIN,0.34129999999999994,6,3,3
V49_7B_0399,2023-01,VAL,-0.10709999999999953,7,3,4
V49_7B_0399,2023-07,VAL,-1.5237,8,3,5
V49_7B_0399,2024-04,VAL,-4.8175,4,0,4
V49_7B_0399,2024-10,VAL,0.5138,6,3,3
V49_7B_0400,2020-03,TRAIN,4.3887,6,4,2
V49_7B_0400,2020-09,TRAIN,-6.0575,11,2,9
V49_7B_0400,2021-02,TRAIN,-5.614,5,0,5
V49_7B_0400,2021-08,TRAIN,-2.4323,10,3,7
V49_7B_0400,2022-05,TRAIN,1.3259999999999996,7,3,4
V49_7B_0400,2022-11,TRAIN,-1.5447000000000002,15,5,10
V49_7B_0400,2023-01,VAL,-2.6744,8,2,6
V49_7B_0400,2023-07,VAL,-1.7879,7,2,5
V49_7B_0400,2024-04,VAL,-9.3742,11,1,10
V49_7B_0400,2024-10,VAL,6.560499999999999,18,9,9
V49_7B_0401,2020-03,TRAIN,2.0406,5,3,2
V49_7B_0401,2020-09,TRAIN,-4.3386,6,1,5
V49_7B_0401,2021-02,TRAIN,-3.4486999999999997,3,0,3
V49_7B_0401,2021-08,TRAIN,-3.2163000000000004,7,2,5
V49_7B_0401,2022-05,TRAIN,0.4433999999999998,4,2,2
V49_7B_0401,2022-11,TRAIN,-3.7113,10,3,7
V49_7B_0401,2023-01,VAL,-0.4895999999999998,5,2,3
V49_7B_0401,2023-07,VAL,-1.8222999999999998,6,2,4
V49_7B_0401,2024-04,VAL,-4.346299999999999,6,1,5
V49_7B_0401,2024-10,VAL,2.0526999999999997,9,5,4
V49_7B_0402,2020-03,TRAIN,-8.6009,11,1,10
V49_7B_0402,2020-09,TRAIN,-8.6177,18,4,14
V49_7B_0402,2021-02,TRAIN,-1.7220999999999997,9,3,6
V49_7B_0402,2021-08,TRAIN,-1.8587000000000002,19,7,12
V49_7B_0402,2022-05,TRAIN,3.596,5,3,2
V49_7B_0402,2022-11,TRAIN,0.6041000000000001,8,3,5
V49_7B_0402,2023-01,VAL,-7.973,14,3,11
V49_7B_0402,2023-07,VAL,-0.9796,6,2,4
V49_7B_0402,2024-04,VAL,-8.5027,9,1,8
V49_7B_0402,2024-10,VAL,-1.1317,15,6,9
V49_7B_0403,2020-03,TRAIN,-12.8867,23,4,19
V49_7B_0403,2020-09,TRAIN,-9.5599,26,7,19
V49_7B_0403,2021-02,TRAIN,-11.5757,16,3,13
V49_7B_0403,2021-08,TRAIN,-6.107799999999999,24,8,16
V49_7B_0403,2022-05,TRAIN,0.5573999999999999,13,5,8
V49_7B_0403,2022-11,TRAIN,5.0675,12,6,6
V49_7B_0403,2023-01,VAL,4.348699999999999,28,12,16
V49_7B_0403,2023-07,VAL,-5.7573,12,3,9
V49_7B_0403,2024-04,VAL,-10.7595,13,2,11
V49_7B_0403,2024-10,VAL,-5.7273,24,8,16
V49_7B_0404,2020-03,TRAIN,-9.2033,11,1,10
V49_7B_0404,2020-09,TRAIN,0.6024999999999998,6,3,3
V49_7B_0404,2021-02,TRAIN,-1.7231999999999998,6,2,4
V49_7B_0404,2021-08,TRAIN,3.1706,10,6,4
V49_7B_0404,2022-05,TRAIN,3.4728,6,4,2
V49_7B_0404,2022-11,TRAIN,-2.8160999999999996,5,1,4
V49_7B_0404,2023-01,VAL,3.0269,11,6,5
V49_7B_0404,2023-07,VAL,-2.3626,2,0,2
V49_7B_0404,2024-04,VAL,-3.5244999999999997,5,1,4
V49_7B_0404,2024-10,VAL,-2.9419,9,3,6
V49_7B_0405,2020-03,TRAIN,5.1063,5,3,2
V49_7B_0405,2020-09,TRAIN,-3.3583,7,1,6
V49_7B_0405,2021-02,TRAIN,-3.3642000000000003,3,0,3
V49_7B_0405,2021-08,TRAIN,-5.6033,8,1,7
V49_7B_0405,2022-05,TRAIN,6.2472,7,4,3
V49_7B_0405,2022-11,TRAIN,1.8732000000000009,11,4,7
V49_7B_0405,2023-01,VAL,-1.0404999999999995,7,2,5
V49_7B_0405,2023-07,VAL,-3.1731,6,1,5
V49_7B_0405,2024-04,VAL,-2.9941,9,2,7
V49_7B_0405,2024-10,VAL,5.6895,9,5,4
V49_7B_0406,2020-03,TRAIN,-10.5134,10,0,10
V49_7B_0406,2020-09,TRAIN,-7.102399999999999,14,3,11
V49_7B_0406,2021-02,TRAIN,-0.6345999999999998,8,3,5
V49_7B_0406,2021-08,TRAIN,-3.2515,15,5,10
V49_7B_0406,2022-05,TRAIN,3.596,5,3,2
V49_7B_0406,2022-11,TRAIN,1.6666,7,3,4
V49_7B_0406,2023-01,VAL,-6.4517,10,2,8
V49_7B_0406,2023-07,VAL,0.1499999999999999,5,2,3
V49_7B_0406,2024-04,VAL,-7.3627,8,1,7
V49_7B_0406,2024-10,VAL,1.2016000000000002,13,6,7
V49_7B_0407,2020-03,TRAIN,5.553100000000001,6,4,2
V49_7B_0407,2020-09,TRAIN,-1.6870999999999998,7,2,5
V49_7B_0407,2021-02,TRAIN,-2.2605,2,0,2
V49_7B_0407,2021-08,TRAIN,-6.9036,6,0,6
V49_7B_0407,2022-05,TRAIN,-3.3625,3,0,3
V49_7B_0407,2022-11,TRAIN,2.1088999999999998,9,4,5
V49_7B_0407,2023-01,VAL,1.3853,7,3,4
V49_7B_0407,2023-07,VAL,0.8762000000000001,10,4,6
V49_7B_0407,2024-04,VAL,-6.7323,6,0,6
V49_7B_0407,2024-10,VAL,4.8462,9,5,4
V49_7B_0408,2020-03,TRAIN,2.5058,6,3,3
V49_7B_0408,2020-09,TRAIN,-6.5713,6,0,6
V49_7B_0408,2021-02,TRAIN,-2.3056,2,0,2
V49_7B_0408,2021-08,TRAIN,-7.2404,8,1,7
V49_7B_0408,2022-05,TRAIN,-3.3068,6,1,5
V49_7B_0408,2022-11,TRAIN,-0.9675999999999998,10,3,7
V49_7B_0408,2023-01,VAL,-2.739699999999999,12,3,9
V49_7B_0408,2023-07,VAL,-4.3178,13,3,10
V49_7B_0408,2024-04,VAL,-6.8627,6,0,6
V49_7B_0408,2024-10,VAL,0.054300000000000015,9,3,6
V49_7B_0409,2020-03,TRAIN,-11.887699999999999,14,1,13
V49_7B_0409,2020-09,TRAIN,-2.048,7,2,5
V49_7B_0409,2021-02,TRAIN,0.024900000000000144,8,3,5
V49_7B_0409,2021-08,TRAIN,3.7927999999999997,12,6,6
V49_7B_0409,2022-05,TRAIN,3.2382999999999997,8,4,4
V49_7B_0409,2022-11,TRAIN,-5.3161,5,0,5
V49_7B_0409,2023-01,VAL,5.7288,14,7,7
V49_7B_0409,2023-07,VAL,-2.3626,2,0,2
V49_7B_0409,2024-04,VAL,-3.0244999999999997,5,1,4
V49_7B_0409,2024-10,VAL,-3.8274999999999997,11,3,8
V49_7B_0410,2020-03,TRAIN,-10.3024,13,1,12
V49_7B_0410,2020-09,TRAIN,-4.467700000000001,7,1,6
V49_7B_0410,2021-02,TRAIN,0.2947999999999995,6,2,4
V49_7B_0410,2021-08,TRAIN,2.4611,11,5,6
V49_7B_0410,2022-05,TRAIN,2.9055,7,3,4
V49_7B_0410,2022-11,TRAIN,-6.4319,6,0,6
V49_7B_0410,2023-01,VAL,5.720299999999999,13,7,6
V49_7B_0410,2023-07,VAL,-3.5084999999999997,3,0,3
V49_7B_0410,2024-04,VAL,-1.0292000000000001,6,2,4
V49_7B_0410,2024-10,VAL,-3.157700000000001,12,3,9
V49_7B_0411,2020-03,TRAIN,-12.7724,12,0,12
V49_7B_0411,2020-09,TRAIN,-3.0431,18,5,13
V49_7B_0411,2021-02,TRAIN,-4.4511,10,2,8
V49_7B_0411,2021-08,TRAIN,-1.6390000000000002,16,5,11
V49_7B_0411,2022-05,TRAIN,1.4950999999999999,5,2,3
V49_7B_0411,2022-11,TRAIN,-1.4841,8,2,6
V49_7B_0411,2023-01,VAL,-3.9402000000000004,13,3,10
V49_7B_0411,2023-07,VAL,-2.1668000000000003,5,1,4
V49_7B_0411,2024-04,VAL,-8.1754,10,1,9
