pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,101,38,63,37.62376237623762,-36.70065391476773,-36700.65391476773,-0.36337281103730423,35.93054908745657,0.4947072286420641
EURUSD,2023,72,38,34,52.77777777777778,0.8612140470290743,861.214047029074,0.011961306208737144,8.32316762714774,1.0243035929467472
EURUSD,2024,75,34,41,45.33333333333333,-16.983934997647722,-16983.93499764772,-0.22645246663530297,21.267320021568395,0.6462780826791782
EURUSD,2025,108,43,65,39.81481481481482,-38.82267626984487,-38822.67626984488,-0.35946922472078585,41.56199023364673,0.5102907524787139
