pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,setup_tag,context_trades_before,context_win_rate_before,context_expectancy_before
USDJPY,long,2020-01-16 14:35:00-05:00,2020-01-16 14:40:00-05:00,110.14750000000001,110.13460106733622,2000000,-234.24070066987184,-314.24070066987184,-1.8413420000045801,80.0,stop_loss,usdjp_session_playbook,late_continuation|wed_thu|late|active|deep|long,late_continuation,0,0.0,0.0
USDJPY,short,2020-01-31 14:25:00-05:00,2020-01-31 14:35:00-05:00,108.3785,108.41655077483652,1993000,-699.4511602843102,-779.1711602843102,-1.226470186719161,79.72000000000001,stop_loss,usdjp_session_playbook,late_continuation|fri|core|active|deep|short,late_continuation,0,0.0,0.0
USDJPY,short,2020-03-09 14:45:00-04:00,2020-03-09 15:05:00-04:00,102.0565,102.1679698994018,701000,-764.1345538887126,-792.1745538887126,-1.0682601136715046,28.040000000000003,stop_loss,usdjp_session_playbook,late_continuation|mon_tue|late|active|deep|short,late_continuation,0,0.0,0.0
USDJPY,long,2020-03-20 15:05:00-04:00,2020-03-20 15:10:00-04:00,111.25150000000001,111.32592488122445,840000,561.6265719364485,528.0265719364486,0.7179694489547915,33.6,take_profit,usdjp_session_playbook,late_continuation|fri|late|active|mild|long,late_continuation,0,0.0,0.0
USDJPY,short,2020-04-27 14:45:00-04:00,2020-04-27 14:50:00-04:00,107.2145,107.2350169829221,1972000,-377.2481824761819,-456.1281824761819,-1.457408629537467,78.88000000000001,stop_loss,usdjp_session_playbook,late_continuation|mon_tue|late|active|mild|short,late_continuation,0,0.0,0.0
USDJPY,long,2020-08-14 14:50:00-04:00,2020-08-14 14:55:00-04:00,106.5665,106.57791337255084,1963000,210.1908258416457,131.6708258416457,0.3834584792215572,78.52000000000001,take_profit,usdjp_session_playbook,late_continuation|fri|late|active|mild|long,late_continuation,1,1.0,0.7179694489547915
USDJPY,short,2020-08-21 15:00:00-04:00,2020-08-21 15:05:00-04:00,105.81649999999999,105.84097436646405,1966000,-454.6121490570432,-533.2521490570432,-1.368563463787329,78.64,stop_loss,usdjp_session_playbook,late_continuation|fri|late|active|mild|short,late_continuation,0,0.0,0.0
USDJPY,short,2020-09-17 15:25:00-04:00,2020-09-17 15:30:00-04:00,104.70049999999999,104.69229387641288,1955000,153.24702792906575,75.04702792906576,0.2746930237794401,78.2,take_profit,usdjp_session_playbook,late_continuation|wed_thu|late|active|mild|short,late_continuation,0,0.0,0.0
USDJPY,short,2020-10-28 14:45:00-04:00,2020-10-28 15:00:00-04:00,104.2965,104.3159527133156,1957000,-364.8409104369407,-443.1209104369407,-1.4803929311689061,78.28,stop_loss,usdjp_session_playbook,late_continuation|wed_thu|late|active|mild|short,late_continuation,1,1.0,0.2746930237794401
USDJPY,short,2020-11-06 14:45:00-05:00,2020-11-06 15:00:00-05:00,103.2435,103.22878189140242,1948000,277.70285199074755,199.78285199074753,0.4649745593362288,77.92,take_profit,usdjp_session_playbook,late_continuation|fri|late|active|deep|short,late_continuation,0,0.0,0.0
USDJPY,short,2020-11-17 15:05:00-05:00,2020-11-17 15:20:00-05:00,104.1895,104.20535558453268,1952000,-297.0173700162725,-375.0973700162725,-1.6204797947746603,78.08000000000001,stop_loss,usdjp_session_playbook,late_continuation|mon_tue|late|active|mild|short,late_continuation,1,0.0,-1.457408629537467
USDJPY,long,2021-01-29 14:15:00-05:00,2021-01-29 14:35:00-05:00,104.7175,104.69424687084698,1944000,-431.6496989560142,-509.4096989560142,-1.3893058212973246,77.76,stop_loss,usdjp_session_playbook,late_continuation|fri|core|active|mild|long,late_continuation,0,0.0,0.0
USDJPY,short,2021-02-10 15:20:00-05:00,2021-02-10 15:45:00-05:00,104.6355,104.6495,1934000,-258.73898667908327,-336.0989866790833,-1.420883520683175,77.36,time_stop,usdjp_session_playbook,late_continuation|wed_thu|late|active|mild|short,late_continuation,2,0.5,-0.602849953694733
USDJPY,long,2021-03-05 14:15:00-05:00,2021-03-05 14:20:00-05:00,108.28450000000001,108.30094329530952,1927000,292.5161790333929,215.43617903339288,0.48565332300652664,77.08000000000001,take_profit,usdjp_session_playbook,late_continuation|fri|core|active|mild|long,late_continuation,1,0.0,-1.3893058212973246
USDJPY,long,2021-03-12 15:00:00-05:00,2021-03-12 15:05:00-05:00,109.0705,109.04673603860228,1932000,-421.01763796784877,-498.29763796784874,-1.3882594346826267,77.28,stop_loss,usdjp_session_playbook,late_continuation|fri|late|active|mild|long,late_continuation,2,1.0,0.5507139640881744
USDJPY,long,2021-03-26 14:25:00-04:00,2021-03-26 14:30:00-04:00,109.6825,109.6603504974747,1922000,-388.17320762684864,-465.05320762684863,-1.4230927573969092,76.88000000000001,stop_loss,usdjp_session_playbook,late_continuation|fri|core|active|mild|long,late_continuation,2,0.5,-0.451826249145399
USDJPY,long,2021-04-30 14:35:00-04:00,2021-04-30 14:45:00-04:00,109.3135,109.29243040585045,1912000,-368.63740278678443,-445.11740278678445,-1.4484275274992442,76.48,stop_loss,usdjp_session_playbook,late_continuation|fri|late|active|deep|long,late_continuation,0,0.0,0.0
USDJPY,long,2021-05-12 15:00:00-04:00,2021-05-12 15:05:00-04:00,109.6005,109.57244475360616,1904000,-487.6100113543618,-563.7700113543618,-1.32167616817741,76.16000000000001,stop_loss,usdjp_session_playbook,late_continuation|wed_thu|late|active|deep|long,late_continuation,1,0.0,-1.8413420000045801
USDJPY,long,2021-06-23 15:05:00-04:00,2021-06-23 15:15:00-04:00,110.9815,110.98865322576651,1892000,121.92156344531531,46.24156344531531,0.20368042877172857,75.68,take_profit,usdjp_session_playbook,late_continuation|wed_thu|late|active|deep|long,late_continuation,2,0.0,-1.581509084090995
USDJPY,short,2021-07-16 14:40:00-04:00,2021-07-16 14:50:00-04:00,110.0795,110.07234596872392,1893000,123.04949395415606,47.32949395415606,0.20666253023727862,75.72000000000001,take_profit,usdjp_session_playbook,late_continuation|fri|late|active|mild|short,late_continuation,1,0.0,-1.368563463787329
USDJPY,long,2021-07-26 14:25:00-04:00,2021-07-26 14:30:00-04:00,110.3475,110.35240662677634,1894000,84.19844810640552,8.438448106405517,0.04678423718816115,75.76,take_profit,usdjp_session_playbook,late_continuation|mon_tue|core|active|mild|long,late_continuation,0,0.0,0.0
USDJPY,short,2021-09-20 14:25:00-04:00,2021-09-20 14:40:00-04:00,109.35549999999999,109.34446160060217,1894000,191.2259074313458,115.46590743134581,0.3668745659808278,75.76,take_profit,usdjp_session_playbook,late_continuation|mon_tue|core|active|deep|short,late_continuation,0,0.0,0.0
USDJPY,short,2021-09-21 14:25:00-04:00,2021-09-21 14:50:00-04:00,109.23049999999999,109.2325,1897000,-34.734365415943714,-110.61436541594372,-0.37351357160667825,75.88000000000001,time_stop,usdjp_session_playbook,late_continuation|mon_tue|core|active|deep|short,late_continuation,1,1.0,0.3668745659808278
USDJPY,long,2021-09-24 14:20:00-04:00,2021-09-24 14:40:00-04:00,110.7625,110.76867556066301,1894000,105.58991717964714,29.829917179647133,0.14423180037876607,75.76,take_profit,usdjp_session_playbook,late_continuation|fri|core|active|deep|long,late_continuation,0,0.0,0.0
USDJPY,long,2021-11-02 14:20:00-04:00,2021-11-02 14:30:00-04:00,113.89450000000001,113.90820032277021,1895000,227.8977497326106,152.0977497326106,0.42518255446172526,75.80000000000001,take_profit,usdjp_session_playbook,late_continuation|mon_tue|core|active|deep|long,late_continuation,0,0.0,0.0
USDJPY,short,2021-11-05 14:15:00-04:00,2021-11-05 14:25:00-04:00,113.3425,113.37207156588165,1898000,-495.0678478229018,-570.9878478229018,-1.3080355495633917,75.92,stop_loss,usdjp_session_playbook,late_continuation|fri|core|active|deep|short,late_continuation,1,0.0,-1.226470186719161
USDJPY,short,2021-11-26 14:30:00-05:00,2021-11-26 14:40:00-05:00,113.21249999999999,113.1838497158011,1887000,477.71148335972845,402.23148335972843,0.6005322257562434,75.48,take_profit,usdjp_session_playbook,late_continuation|fri|late|active|deep|short,late_continuation,1,1.0,0.4649745593362288
USDJPY,short,2021-12-03 15:00:00-05:00,2021-12-03 15:10:00-05:00,112.61449999999999,112.65586664293515,1895000,-695.7220686416293,-771.5220686416293,-1.2110214678241948,75.80000000000001,stop_loss,usdjp_session_playbook,late_continuation|fri|late|active|deep|short,late_continuation,2,1.0,0.5327533925462361
USDJPY,long,2021-12-17 14:45:00-05:00,2021-12-17 14:55:00-05:00,113.7195,113.69434030839949,1879000,-415.857183850887,-491.01718385088697,-1.3719408832114148,75.16000000000001,stop_loss,usdjp_session_playbook,late_continuation|fri|late|active|deep|long,late_continuation,1,0.0,-1.4484275274992442
USDJPY,long,2021-12-27 14:40:00-05:00,2021-12-27 14:45:00-05:00,114.90350000000001,114.88971112380638,1869000,-224.29620454393554,-299.05620454393556,-1.786880885366996,74.76,stop_loss,usdjp_session_playbook,late_continuation|mon_tue|late|active|deep|long,late_continuation,0,0.0,0.0
USDJPY,long,2021-12-28 14:15:00-05:00,2021-12-28 14:40:00-05:00,114.79650000000001,114.8035,1863000,113.59063471724585,39.07063471724584,0.15846332878411762,74.52000000000001,time_stop,usdjp_session_playbook,late_continuation|mon_tue|core|active|mild|long,late_continuation,1,1.0,0.04678423718816115
