pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2020-01,2,0,2,-1093.411860954182,0.0
USDJPY,2020-03,2,1,1,-264.147981952264,0.6665533111918508
USDJPY,2020-04,1,0,1,-456.1281824761819,0.0
USDJPY,2020-08,2,1,1,-401.5813232153975,0.24692038480197587
USDJPY,2020-09,1,1,0,75.04702792906576,inf
USDJPY,2020-10,1,0,1,-443.1209104369407,0.0
USDJPY,2020-11,2,1,1,-175.314518025525,0.5326159764385459
USDJPY,2021-01,1,0,1,-509.4096989560142,0.0
USDJPY,2021-02,1,0,1,-336.0989866790833,0.0
USDJPY,2021-03,3,1,2,-747.9146665613046,0.22363210663961108
USDJPY,2021-04,1,0,1,-445.11740278678445,0.0
USDJPY,2021-05,1,0,1,-563.7700113543618,0.0
USDJPY,2021-06,1,1,0,46.24156344531531,inf
USDJPY,2021-07,2,2,0,55.76794206056157,inf
USDJPY,2021-09,3,2,1,34.68145919504922,1.3135348565680087
USDJPY,2021-11,3,2,1,-16.65861473056276,0.9708249224671246
USDJPY,2021-12,4,1,3,-1522.524822319206,0.02501969030531947
