pb_active_adx_min,pb_late_reclaim_rsi_long,pb_late_reclaim_rsi_short,stop_atr_multiple,pb_take_profit_rr_cap,pb_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
22.0,52.0,46.0,0.8,0.8,4,-36.50287406984118,-32.95065798785659,-40.14788279044165,0.1154758937352086,-4.094208862553894,-2.085486543002981,5.482501299589232,0.0,0.12259660845003473,100000.0,93236.53901218208,-6.763460987817915,6.815448863950631,-1.8623139407871983,0.22739766669651648,31,13,18,0,41.935483870967744,1.8235294117647058,0.23529411764705882,-397.8506463422244,-218.17616089734895,11.129032258064516,10.0,4,4
22.0,52.0,46.0,0.8,0.8,6,-36.92793369558649,-34.014032406539826,-40.82657743800259,0.11044735001466496,-4.26214986139763,-2.129617464144017,5.845314407577738,0.0,0.11278109076977635,100000.0,92905.28511197215,-7.094714888027854,7.17324491317087,-1.9197000196579947,0.22117252276583932,31,13,18,0,41.935483870967744,1.8235294117647058,0.17647058823529413,-417.3361698839883,-228.86177058154198,11.451612903225806,10.0,4,4
22.0,52.0,44.0,0.8,0.8,4,-39.397813588311685,-35.82577862476518,-43.37483454181961,0.11201123346824478,-4.189146381105169,-2.1347887795506315,5.482501299589232,0.0,0.11956712353849107,100000.0,93054.38837987493,-6.945611620125069,6.997515779871101,-1.9087796853628018,0.22259132737434037,32,13,19,0,40.625,1.8823529411764706,0.23529411764705882,-408.56538941911697,-217.0503631289059,11.5625,10.0,4,4
22.0,52.0,44.0,0.8,0.8,6,-39.78855996899649,-36.850767058121804,-44.028576594939594,0.10730853118588593,-4.347744909218032,-2.174638667365682,5.845314407577738,0.0,0.11035102077792697,100000.0,92742.03723986271,-7.257962760137293,7.3363658509724194,-1.9613005194241444,0.21711785091525249,32,13,19,0,40.625,1.8823529411764706,0.17647058823529413,-426.93898589042664,-226.81133625428913,12.1875,10.0,4,4
22.0,52.0,46.0,0.8,0.6,6,-43.249057300725795,-43.6949413938722,-47.95096094157839,0.06825725809008171,-4.488278296958447,-2.3647976941852016,5.895460448997837,0.0,0.0676287889000554,100000.0,92470.95468861665,-7.529045311383353,7.558348949751831,-2.151801250277112,0.13372706629984007,31,12,19,0,38.70967741935484,1.8235294117647058,0.17647058823529413,-442.8850183166661,-242.87242939946208,10.32258064516129,10.0,2,4
22.0,52.0,46.0,0.8,0.6,4,-43.25034909680011,-43.6390141993633,-47.92275144033646,0.06827946801290136,-4.467211892046258,-2.3605134708291846,5.853343487544654,0.0,0.06801960067300157,100000.0,92512.20438991387,-7.487795610086135,7.517099248454614,-2.146065892378681,0.1343883150106233,31,12,19,0,38.70967741935484,1.8235294117647058,0.17647058823529413,-440.45856529918603,-241.5417938737472,10.32258064516129,10.0,2,4
22.0,52.0,44.0,0.8,0.6,6,-45.94686005278591,-46.0984433415057,-50.95076382109756,0.06786170256476974,-4.504593521702827,-2.374565917752843,5.895460448997837,0.0,0.06734154347394716,100000.0,92440.07092692888,-7.5599290730711255,7.589216863068403,-2.1610018762684704,0.13324179166572633,32,12,20,0,37.5,1.8823529411764706,0.17647058823529413,-444.7017101806536,-236.2477835334722,10.46875,10.0,2,4
22.0,52.0,44.0,0.8,0.6,4,-45.94982660522734,-46.04343903631901,-50.922554319855635,0.06788391248758939,-4.483527116790636,-2.370281694396826,5.853343487544654,0.0,0.06772204721136094,100000.0,92480.87259968862,-7.519127400311376,7.548431038679861,-2.1553010353756865,0.13388476474396344,32,12,20,0,37.5,1.8823529411764706,0.17647058823529413,-442.3016117830207,-234.97273125972973,10.46875,10.0,2,4
22.0,52.0,48.0,0.8,0.8,6,-51.723329201142406,-52.17986789271396,-58.0377961663241,0.1039087892474195,-4.459966038648172,-2.199497331059173,7.203714502007512,0.0,0.07264854086670436,100000.0,92472.75882096738,-7.527241179032618,7.605432712687936,-2.0984154789978233,0.14089514533034916,26,9,17,0,34.61538461538461,1.7333333333333334,0.2,-501.8160786021742,-289.5092761166389,10.384615384615385,10.0,3,5
22.0,52.0,48.0,0.8,0.8,4,-51.77994254066868,-52.23359836794968,-58.07512075735865,0.1039222983205639,-4.453044876778161,-2.202444353546073,7.163134691021594,0.0,0.07147170972447715,100000.0,92487.55335123019,-7.51244664876981,7.564015942969098,-2.100996661340381,0.1385372742189398,26,9,17,0,34.61538461538461,1.7333333333333334,0.2,-500.82977658465256,-288.940255721915,10.192307692307692,10.0,3,5
22.0,52.0,46.0,0.6,0.8,4,-51.96732579155281,-49.1928138772898,-56.6729440773873,0.07353062239163843,-3.916427695842911,-2.352972672602911,4.783897131651596,0.0,0.07783147043751429,100000.0,93371.47694642039,-6.628523053579616,6.658111962630123,-2.1178566187056043,0.15114153198987113,31,11,20,0,35.483870967741936,1.8235294117647058,0.17647058823529413,-389.9131207987987,-213.8233243090186,8.870967741935484,5.0,2,5
22.0,52.0,46.0,0.6,0.8,6,-51.96846297469946,-49.169450526424086,-56.66060319475356,0.07363546128510386,-3.9083023244399384,-2.351286155543016,4.767646388845649,0.0,0.07801878779107566,100000.0,93387.48228956544,-6.612517710434562,6.642106619485072,-2.11541424977425,0.1514565877495175,31,11,20,0,35.483870967741936,1.8235294117647058,0.17647058823529413,-388.9716300255612,-213.30702291724324,8.870967741935484,5.0,2,5
22.0,52.0,44.0,0.6,0.8,4,-54.139917339043166,-51.734319319191734,-59.128507912457,0.07023022385133157,-4.056575593458328,-2.422802120536967,4.783897131651596,0.0,0.07472416894347983,100000.0,93101.39492742292,-6.89860507257708,6.9280988914003245,-2.1874305530103366,0.14589676841481436,32,11,21,0,34.375,1.8823529411764706,0.17647058823529413,-405.8002983868845,-215.5814085180324,8.75,5.0,2,6
22.0,52.0,44.0,0.6,0.8,6,-54.14159847011025,-51.71066668712031,-59.11616702982327,0.07033506274479699,-4.048450222055355,-2.4211156034770713,4.767646388845649,0.0,0.07491177866236903,100000.0,93117.60695475395,-6.882393045246049,6.911902712440497,-2.1849829192908485,0.14621545583360723,32,11,21,0,34.375,1.8823529411764706,0.17647058823529413,-404.84664972035296,-215.07478266393753,8.75,5.0,2,6
22.0,52.0,48.0,0.6,0.8,4,-61.46078685954669,-68.94998109001149,-67.83620359447217,0.10697826578124309,-3.8003527093584344,-2.2736659323003554,6.178576500126947,0.0,0.05529691090125455,100000.0,93548.6731358355,-6.451326864164497,6.480963318328635,-2.1907025108781855,0.1110727548480449,26,7,19,0,26.923076923076923,1.7333333333333334,0.13333333333333333,-430.08845761096825,-248.12795631402008,8.653846153846153,5.0,2,5
22.0,52.0,48.0,0.6,0.8,6,-61.467438895685454,-68.92873064290484,-67.8276837084992,0.10698600963196711,-3.7923485816072517,-2.2723324319144895,6.162584092995792,0.0,0.05543857412871584,100000.0,93564.40582996981,-6.43559417003019,6.465230624194329,-2.1884292555971956,0.11132213331115332,26,7,19,0,26.923076923076923,1.7333333333333334,0.13333333333333333,-429.03961133534773,-247.52285269346987,8.653846153846153,5.0,2,5
22.0,52.0,48.0,0.8,0.6,6,-62.21796178397233,-71.401321674014,-70.23670523681884,0.07598169707450204,-4.752081768697597,-2.412000519173426,7.523611597253635,0.0,0.048164813539130304,100000.0,91903.3570181832,-8.096642981816792,8.125756439730743,-2.313125171033018,0.07694004873695165,26,7,19,0,26.923076923076923,1.7333333333333334,0.13333333333333333,-539.7761987877849,-311.40934545449136,9.807692307692308,10.0,2,5
