trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2017-12-01T15:36:00+00:00,SHORT,1.18673,1.18673,1.1891800000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-12-04T13:42:00+00:00,SHORT,1.18535,1.18535,1.1832499999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-05T13:00:00+00:00,SHORT,1.18458,1.18458,1.1841599999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-06T13:51:00+00:00,SHORT,1.18058,1.18058,1.1779339999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-07T19:03:00+00:00,SHORT,1.17894,1.17894,1.177778,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-08T12:27:00+00:00,SHORT,1.17431,1.17431,1.176144,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-12-11T13:18:00+00:00,SHORT,1.17904,1.17904,1.17813,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-12T13:09:00+00:00,SHORT,1.17657,1.17657,1.1752399999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-13T12:57:00+00:00,SHORT,1.17405,1.1728999999999998,1.1756600000000004,11.5,TP,1.4,1.3565,0.0435,YES,NONE
N/A,2017-12-14T15:24:00+00:00,SHORT,1.17871,1.17871,1.1758959999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-15T12:57:00+00:00,SHORT,1.18017,1.18017,1.1818220000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-12-18T13:36:00+00:00,SHORT,1.1793,1.1793,1.1783059999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-19T12:03:00+00:00,SHORT,1.18141,1.18141,1.1823760000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-12-21T15:45:00+00:00,SHORT,1.18608,1.18608,1.1847219999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-22T15:12:00+00:00,SHORT,1.18426,1.18426,1.182902,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-12-26T14:00:00+00:00,SHORT,1.18575,1.18575,1.1862120000000007,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-12-27T14:57:00+00:00,SHORT,1.19067,1.1895599999999995,1.1922240000000002,11.1,TP,1.4,1.355,0.045,YES,NONE
N/A,2017-12-28T16:15:00+00:00,SHORT,1.19492,1.19492,1.1967680000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-12-29T12:15:00+00:00,SHORT,1.19919,1.19919,1.2003660000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
