pair,month,trades,wins,losses,breakevens,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2015-01,7,3,4,0,42.857142857142854,0.38360656754988187,176.42213747067058,0.054800938221411695,0.514737478137786,1.086146350628026
EURUSD,2015-02,6,2,4,0,33.33333333333333,-0.3236243504122924,-176.60279986475973,-0.05393739173538207,1.0272831119753747,0.9137753464674723
EURUSD,2015-03,6,1,5,0,16.666666666666664,-3.1228304886790097,-1557.6361778213113,-0.5204717481131683,2.012064313777334,0.386586230366328
EURUSD,2015-04,4,1,3,0,25.0,-1.1193801077743568,-556.9866452586452,-0.2798450269435892,0.5044476190651414,0.6335472465110223
EURUSD,2015-05,2,1,1,0,50.0,0.9653622611799435,466.39172662153874,0.48268113058997175,0.49646149303093745,1.9304284667080203
EURUSD,2015-06,4,2,2,0,50.0,1.8796998707318917,913.4195646701912,0.4699249676829729,0.516713327522126,1.9035265637695582
EURUSD,2015-07,6,3,3,0,50.0,1.7739594204590936,866.7229988679849,0.29565990340984893,0.5683775647175117,1.5724420102892522
EURUSD,2015-08,6,1,5,0,16.666666666666664,-3.1736746645820406,-1581.6081040110753,-0.5289457774303401,1.5398924119366548,0.3802639426391803
EURUSD,2015-09,6,4,2,0,66.66666666666666,4.874501064567097,2400.7249058250227,0.8124168440945162,0.9980883507600924,3.3821439516991667
EURUSD,2015-10,3,2,1,0,66.66666666666666,2.170051660243529,1087.1003115645083,0.7233505534145097,0.0,3.101786106789892
EURUSD,2015-11,4,1,3,0,25.0,-1.1460616250077587,-588.4896419047791,-0.28651540625193966,0.5233854032082979,0.6231409505067546
EURUSD,2015-12,3,1,2,0,33.33333333333333,-0.08393837693234474,-49.715195797535216,-0.027979458977448246,1.0361341738057888,0.9524921067261214
EURUSD,2016-01,6,2,4,0,33.33333333333333,-1.4313996501424782,-729.4720474290592,-0.23856660835707968,1.0437406410083383,0.6517083963446076
EURUSD,2016-02,13,3,10,0,23.076923076923077,-7.324930042472824,-3608.244542003721,-0.5634561571132941,3.748995235863897,0.28638956104668506
EURUSD,2016-03,6,4,2,0,66.66666666666666,5.203126178848937,2515.0779506497297,0.8671876964748227,0.49395585953507853,3.4806983735580324
EURUSD,2016-04,5,1,4,0,20.0,-2.0993602270112257,-1039.0779917219525,-0.41987204540224515,1.0010530282152807,0.4803322406537232
EURUSD,2016-05,3,2,1,0,66.66666666666666,2.8749889060239973,1400.6000542004447,0.9583296353413324,0.5131596073149846,3.70334218527365
EURUSD,2016-06,8,2,6,0,25.0,-3.67615874470742,-1823.0786641848076,-0.4595198430884275,1.7717049988642173,0.5138008899774184
EURUSD,2016-07,5,1,4,0,20.0,-2.5339255301329553,-1225.3885632338447,-0.5067851060265911,1.1869640206593195,0.2700081670593647
EURUSD,2016-08,3,0,3,0,0.0,-1.70992323495721,-815.6919157434669,-0.5699744116524034,0.5822954949991271,0.0
EURUSD,2016-09,5,0,5,0,0.0,-4.481105240048962,-2104.5168402276236,-0.8962210480097925,1.591705115886292,0.0
EURUSD,2016-10,7,3,4,0,42.857142857142854,0.6818305401152056,301.54992762166097,0.0974043628736008,0.9496051072846552,1.1576310509706649
EURUSD,2016-11,1,0,1,0,0.0,-1.025601170339215,-475.9762959965738,-1.025601170339215,0.0,0.0
EURUSD,2016-12,4,2,2,0,50.0,-0.7809276451671623,-363.0533214107108,-0.19523191129179057,0.9501218073680873,0.6201390382121177
EURUSD,2017-01,4,1,3,0,25.0,-1.1509528217624228,-534.5996187792875,-0.2877382054406057,1.4004153774989574,0.6215793529410976
EURUSD,2017-02,3,0,3,0,0.0,-3.1174476439218077,-1415.870019794008,-1.0391492146406025,0.9353293640830035,0.0
EURUSD,2017-03,8,0,8,0,0.0,-8.399291011147778,-3702.5426396085504,-1.0499113763934722,3.2506193907747063,0.0
EURUSD,2017-04,7,1,6,0,14.285714285714285,-4.210289290773325,-1802.2160914206534,-0.6014698986819036,1.7563497669789936,0.3158204234093761
EURUSD,2017-05,6,1,5,0,16.666666666666664,-4.797037739732421,-1998.578788843291,-0.7995062899554034,1.5717558202625956,0.07862719374710068
EURUSD,2017-06,9,3,6,0,33.33333333333333,-1.4323618374911193,-599.7121116036799,-0.15915131527679105,1.7510317971739988,0.7640265909705838
EURUSD,2017-07,6,1,5,0,16.666666666666664,-3.2377562267188322,-1314.9674834774414,-0.539626037786472,1.271897397453835,0.37606804787861975
EURUSD,2017-08,1,0,1,0,0.0,-1.0220872446162372,-408.3775798435732,-1.0220872446162372,0.0,0.0
EURUSD,2017-09,5,0,5,0,0.0,-5.1415965891022335,-2022.219062711631,-1.0283193178204466,1.6213943274809215,0.0
EURUSD,2017-10,8,2,6,0,25.0,-4.0670862697608445,-1567.8708648360227,-0.5083857837201056,2.3934273198296703,0.3455072021089431
EURUSD,2017-11,4,0,4,0,0.0,-3.660396703300744,-1376.777137255628,-0.915099175825186,0.9839116457744922,0.0
EURUSD,2017-12,2,1,1,0,50.0,0.4579309808797516,167.35191865517527,0.2289654904398758,0.3873175790146387,1.4296867182762887
EURUSD,2018-01,5,1,4,0,20.0,-1.2293024443597762,-462.69121229882126,-0.24586048887195525,0.7652043066298456,0.611281634322712
