family,pemr_h1_adx_max,pemr_expansion_atr_min,stop_atr_multiple,pemr_take_profit_rr_cap,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
post_expansion_reversion,22.0,1.5,0.7,0.8,14.910711029853118,100000.0,99864.20599752612,-0.13579400247387685,0.7921591127266437,-0.0802568567842332,0.8285773649608521,2,1,1,0,50.0,1.0,0.5,-67.8970012369374,-67.8970012369374,5.0,5.0,1,1
post_expansion_reversion,22.0,1.2,0.7,0.8,7.405954859700444,100000.0,99474.87551178935,-0.5251244882106598,0.8778862902673573,-0.2391669019731999,0.6711408821864638,4,2,2,0,50.0,1.0,0.5,-131.2811220526636,-131.2811220526636,10.0,5.0,2,1
post_expansion_reversion,18.0,1.2,0.7,0.8,-49.618487860398965,100000.0,99197.35887708586,-0.8026411229141384,0.8026411229141377,-0.6349803146555019,0.0,1,0,1,0,0.0,1.0,0.0,-802.6411229141413,-802.6411229141413,5.0,5.0,0,1
post_expansion_reversion,18.0,1.5,0.7,0.8,-1000.0,100000.0,100000.0,0.0,0.0,0.0,inf,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
