trade_id,entry_time,side,entry_price,sl,tp,outcome,exit_price,exit_time,pnl_r
N/A,2015-03-02T20:00:00+00:00,SHORT,1.11881,1.11892,1.118656,TP,1.118656,2015-03-02T20:00:00.204000+00:00,1.4
N/A,2015-03-03T12:00:00+00:00,SHORT,1.11555,1.11685,1.11373,BE,1.11555,2015-03-03T12:00:48.220000+00:00,0.0
N/A,2015-03-04T14:03:00+00:00,SHORT,1.11275,1.11275,1.1116299999999997,SL,1.11275,2015-03-04T14:03:00.415000+00:00,-1.0
N/A,2015-03-05T12:00:00+00:00,SHORT,1.10537,1.10537,1.1064200000000004,TP,1.1064200000000004,2015-03-05T12:00:01.299000+00:00,1.4
N/A,2015-03-06T13:30:00+00:00,SHORT,1.09038,1.09038,1.0783819999999993,SL,1.09038,2015-03-06T13:30:00.099000+00:00,-1.0
N/A,2015-03-09T13:06:00+00:00,SHORT,1.08638,1.08638,1.087738,TP,1.087738,2015-03-09T13:06:00.391000+00:00,1.4
N/A,2015-03-10T11:12:00+00:00,SHORT,1.07514,1.07514,1.0732499999999998,SL,1.07514,2015-03-10T11:12:00.119000+00:00,-1.0
N/A,2015-03-11T15:27:00+00:00,SHORT,1.05924,1.0556099999999995,1.0643220000000002,TP,1.0643220000000002,2015-03-11T15:27:01.784000+00:00,1.4
N/A,2015-03-12T13:12:00+00:00,SHORT,1.06115,1.06115,1.0563199999999997,SL,1.06115,2015-03-12T13:12:00.064000+00:00,-1.0
N/A,2015-03-13T13:39:00+00:00,SHORT,1.05633,1.05633,1.053306,SL,1.05633,2015-03-13T13:39:00.007000+00:00,-1.0
N/A,2015-03-16T11:21:00+00:00,SHORT,1.05322,1.05322,1.052296,SL,1.05322,2015-03-16T11:21:00.479000+00:00,-1.0
N/A,2015-03-17T11:03:00+00:00,SHORT,1.06079,1.06079,1.0592219999999997,SL,1.06079,2015-03-17T11:03:01.576000+00:00,-1.0
N/A,2015-03-18T11:06:00+00:00,SHORT,1.06208,1.06208,1.0612539999999997,SL,1.06208,2015-03-18T11:06:00.544000+00:00,-1.0
N/A,2015-03-19T17:12:00+00:00,SHORT,1.06445,1.0622899999999995,1.067474,TP,1.067474,2015-03-19T17:12:00.023000+00:00,1.4
N/A,2015-03-20T12:00:00+00:00,SHORT,1.0724,1.0724,1.0740380000000005,TP,1.0740380000000005,2015-03-20T12:00:00.458000+00:00,1.4
N/A,2015-03-23T11:18:00+00:00,SHORT,1.08759,1.08759,1.0903760000000002,TP,1.0903760000000002,2015-03-23T11:18:00.098000+00:00,1.4
N/A,2015-03-24T12:30:00+00:00,SHORT,1.09418,1.09418,1.0818039999999998,SL,1.09418,2015-03-24T12:30:00.132000+00:00,-1.0
N/A,2015-03-25T11:00:00+00:00,SHORT,1.09807,1.09807,1.0998480000000006,TP,1.0998480000000006,2015-03-25T11:00:00.275000+00:00,1.4
N/A,2015-03-26T13:48:00+00:00,SHORT,1.09496,1.09496,1.0891639999999996,SL,1.09496,2015-03-26T13:48:00.006000+00:00,-1.0
N/A,2015-03-27T12:15:00+00:00,SHORT,1.08737,1.08737,1.0904080000000005,TP,1.0904080000000005,2015-03-27T12:15:00.374000+00:00,1.4
N/A,2015-03-30T17:45:00+00:00,SHORT,1.08218,1.08218,1.0806259999999994,SL,1.08218,2015-03-30T17:45:01.886000+00:00,-1.0
