trade_id,entry_time,side,entry_price,sl,tp,outcome,exit_price,exit_time,pnl_r
N/A,2015-02-02T12:00:00+00:00,SHORT,1.13203,1.13203,1.13063,SL,1.13203,2015-02-02T12:00:00.454000+00:00,-1.0
N/A,2015-02-03T12:45:00+00:00,SHORT,1.13442,1.1359200000000005,1.1323199999999995,BE,1.13442,2015-02-03T13:02:25.162000+00:00,0.0
N/A,2015-02-04T12:00:00+00:00,SHORT,1.14548,1.14548,1.1469640000000003,TP,1.1469640000000003,2015-02-04T12:00:00.156000+00:00,1.4
N/A,2015-02-05T18:00:00+00:00,SHORT,1.14699,1.14699,1.1499160000000002,TP,1.1499160000000002,2015-02-05T18:00:00.328000+00:00,1.4
N/A,2015-02-06T13:09:00+00:00,SHORT,1.14523,1.14523,1.1432559999999998,SL,1.14523,2015-02-06T13:09:00.590000+00:00,-1.0
N/A,2015-02-09T19:24:00+00:00,SHORT,1.13349,1.13349,1.130536,SL,1.13349,2015-02-09T19:24:00.151000+00:00,-1.0
N/A,2015-02-10T12:48:00+00:00,SHORT,1.12934,1.1338800000000002,1.1229839999999998,BE,1.12934,2015-02-10T12:49:44.264000+00:00,0.0
N/A,2015-02-11T12:03:00+00:00,SHORT,1.13097,1.13097,1.1322720000000004,TP,1.1322720000000004,2015-02-11T12:03:00.419000+00:00,1.4
N/A,2015-02-12T14:45:00+00:00,SHORT,1.13773,1.13773,1.1449400000000003,TP,1.1449400000000003,2015-02-12T14:45:00.159000+00:00,1.4
N/A,2015-02-13T12:03:00+00:00,SHORT,1.14117,1.14117,1.1403439999999998,SL,1.14117,2015-02-13T12:03:01.707000+00:00,-1.0
N/A,2015-02-16T18:06:00+00:00,SHORT,1.13358,1.13358,1.1303039999999998,SL,1.13358,2015-02-16T18:06:02.344000+00:00,-1.0
N/A,2015-02-17T14:24:00+00:00,SHORT,1.14095,1.14095,1.1376879999999994,SL,1.14095,2015-02-17T14:24:00.429000+00:00,-1.0
N/A,2015-02-18T12:36:00+00:00,SHORT,1.13775,1.13775,1.1394720000000005,TP,1.1394720000000005,2015-02-18T12:36:00.386000+00:00,1.4
N/A,2015-02-19T12:00:00+00:00,SHORT,1.13892,1.1397500000000005,1.1377579999999994,BE,1.13892,2015-02-19T12:03:03.715000+00:00,0.0
N/A,2015-02-20T15:09:00+00:00,SHORT,1.13056,1.1285199999999995,1.1334160000000004,TP,1.1334160000000004,2015-02-20T15:09:00.041000+00:00,1.4
N/A,2015-02-24T12:24:00+00:00,SHORT,1.13298,1.13298,1.1345480000000003,TP,1.1345480000000003,2015-02-24T12:24:05.197000+00:00,1.4
N/A,2015-02-25T12:39:00+00:00,SHORT,1.13453,1.13453,1.1325279999999998,SL,1.13453,2015-02-25T12:39:00.736000+00:00,-1.0
N/A,2015-02-26T17:18:00+00:00,SHORT,1.12052,1.12052,1.1185739999999995,SL,1.12052,2015-02-26T17:18:00.447000+00:00,-1.0
N/A,2015-02-27T15:06:00+00:00,SHORT,1.12047,1.12047,1.1237180000000004,TP,1.1237180000000004,2015-02-27T15:06:00.469000+00:00,1.4
