month,sample,total_R,PF,expectancy,winrate,TIME_EXIT_count
2015-01,16,-0.8000000000000003,0.8399999999999999,-0.05000000000000002,18.75,0
2015-10,19,-0.5951810000000002,0.8809638,-0.031325315789473694,21.052631578947366,1
2015-11,16,-0.8000000000000003,0.8399999999999999,-0.05000000000000002,18.75,0
2025-02,19,-1.8000000000000003,0.6999999999999998,-0.09473684210526317,15.789473684210526,0
2025-11,17,-1.8000000000000007,0.6999999999999998,-0.10588235294117651,17.647058823529413,0
