trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1333,2020-11-02T13:33:00+00:00,2020-11-02T15:37:08.987000,SHORT,TP,1.4,1.3558,0.0442
1334,2020-11-03T17:48:00+00:00,2020-11-03T21:05:09.028000,SHORT,BE_STOP,0.0,-0.0333,0.0333
1335,2020-11-05T12:15:00+00:00,2020-11-05T12:49:23.870000,LONG,TP,1.4,1.366,0.034
1336,2020-11-06T13:21:00+00:00,2020-11-06T14:06:55.469000,LONG,BE_STOP,0.0,-0.0307,0.0307
1337,2020-11-09T14:48:00+00:00,2020-11-09T15:33:57.914000,SHORT,TP,1.4,1.385,0.015
1338,2020-11-10T14:27:00+00:00,2020-11-11T00:44:47.170000,LONG,TIME_EXIT,-0.1,-0.12,0.02
1339,2020-11-11T12:51:00+00:00,2020-11-11T13:03:08.937000,LONG,BE_STOP,0.0,-0.0431,0.0431
1340,2020-11-13T13:09:00+00:00,2020-11-13T15:08:39.781000,SHORT,SL,-1.0,-1.0362,0.0362
1341,2020-11-17T12:54:00+00:00,2020-11-17T13:32:47.105000,LONG,BE_STOP,0.0,-0.0345,0.0345
1342,2020-11-19T13:00:00+00:00,2020-11-19T14:33:14.014000,SHORT,TP,1.4,1.3315,0.0685
1343,2020-11-20T18:30:00+00:00,2020-11-20T20:41:36.325000,LONG,BE_STOP,0.0,-0.0588,0.0588
1344,2020-11-23T15:00:00+00:00,2020-11-23T15:20:12.982000,SHORT,TP,1.4,1.3691,0.0309
1345,2020-11-24T14:57:00+00:00,2020-11-25T00:06:07.716000,LONG,TP,1.4,1.3796,0.0204
1346,2020-11-25T12:24:00+00:00,2020-11-25T12:30:29.628000,LONG,BE_STOP,0.0,-0.0893,0.0893
1347,2020-11-26T12:03:00+00:00,2020-11-26T12:11:34.297000,SHORT,TP,1.4,1.2913,0.1087
1348,2020-11-27T13:06:00+00:00,2020-11-27T14:37:26.592000,LONG,TP,1.4,1.3479,0.0521
1349,2020-11-30T13:33:00+00:00,2020-11-30T14:34:39.675000,LONG,BE_STOP,0.0,-0.0345,0.0345
